theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,y
0.41253174,-0.6892148,0.6853914,-0.12645222,-0.28171967,1.0550392,0.6167978,-0.5178345,between 0.708821715 and 0.9013542725
-0.9622135,0.62739914,-1.0637754,0.90670836,0.31764975,0.40617928,-0.7767773,1.1769602,greater than 0.9013542725
1.1973684,0.9801624,0.28171886,0.4682351,-0.8193732,1.3508375,0.6863872,0.8653172,between 0.523583695 and 0.708821715
0.55078466,0.300216,-0.8702617,-1.3756285,-0.4472835,-0.6934277,-0.3003994,-0.7903859,less than 0.523583695
0.13529305,1.1221063,-0.4591048,0.9021932,-0.250536,1.2154011,-0.5559555,-0.7677601,between 0.708821715 and 0.9013542725
-0.7508471,-1.023273,-0.7455863,-0.5653873,-1.3368166,-0.8167375,-0.5173147,0.6841942,less than 0.523583695
-0.33958127,-0.39798175,-0.46040913,-0.22599355,-0.82489545,-0.9402092,0.6043925,1.4579173,greater than 0.9013542725
-0.6433874,1.0329935,-0.3665196,-0.39269987,0.8274441,1.0132673,0.4683826,-0.7083426,between 0.708821715 and 0.9013542725
0.8201294,-0.1871545,-0.501129,0.9813052,-0.4442921,0.9347822,0.6231445,0.3756569,between 0.523583695 and 0.708821715
-0.8503839,0.7630112,0.5892899,-0.7348913,0.6995678,1.2084556,-0.3707915,-0.98452324,between 0.708821715 and 0.9013542725
1.101615,-0.39748535,0.6127424,-0.98129644,0.62745196,0.9374455,0.7572136,0.47593426,greater than 0.9013542725
0.4443723,-0.8248572,0.7538822,1.1963705,-1.2729284,-0.6277603,0.36015564,-0.79574546,less than 0.523583695
-0.8707347,-0.30438464,-0.8594295,1.0136499,1.2106618,0.7954695,-1.1597722,0.5863414,between 0.523583695 and 0.708821715
0.9246701,0.4508718,-1.0117646,-0.97913376,1.1443628,1.428442,0.4061818,0.9437615,between 0.708821715 and 0.9013542725
0.6123723,-0.4424206,1.4551125,-0.7926951,0.64163517,0.7763519,-0.9853925,0.8259769,greater than 0.9013542725
1.0050581,-0.3701013,1.4578762,-1.2564156,0.64444576,-0.6765319,1.1164304,1.0116954,less than 0.523583695
0.6411564,-1.4396653,-0.6413176,0.6909213,1.1239616,0.8824553,-0.40916216,0.7109459,between 0.708821715 and 0.9013542725
1.1444492,-0.7108373,0.9461147,-1.0230547,-0.439145,-0.5514569,-1.0581946,0.6677655,between 0.523583695 and 0.708821715
-0.18042127,-0.7297557,0.7968471,-0.9851853,-1.0103354,0.7348913,0.6593966,0.9659937,between 0.708821715 and 0.9013542725
-0.8496306,-0.6251645,-0.9873845,-0.6574427,0.9991535,-0.7673413,1.0607735,-1.4291413,greater than 0.9013542725
-0.26178485,-1.1643448,-0.6438085,-0.5653872,-1.1359118,0.9378325,-0.7779248,1.3240255,between 0.523583695 and 0.708821715
0.99560196,-0.7552172,0.6449763,-1.0624296,-0.39932713,1.0614035,1.0508241,-0.7894673,between 0.708821715 and 0.9013542725
0.8408022,0.7292821,1.1517672,0.6250567,-0.6794994,-0.8404292,-0.4578249,0.65573614,less than 0.523583695
0.39679446,-1.2023658,-0.4422567,0.9918357,-0.7292119,-0.8193554,-0.8133534,-0.9348247,between 0.523583695 and 0.708821715
-1.0404697,0.9696378,0.900518,-0.66659265,1.1792493,-0.9827657,-0.6861577,0.9854399,greater than 0.9013542725
-1.1574622,-0.8823505,1.2401231,-1.1749997,0.5512492,-0.9396315,-0.2998765,1.1771913,between 0.708821715 and 0.9013542725
0.8657353,0.7874645,-0.5551427,0.8597601,-1.0068045,-0.7714497,-0.6301646,0.7081434,less than 0.523583695
-0.67153334,-0.8231783,0.5313487,0.6889559,0.3994454,0.6221437,1.2561083,-1.3703056,between 0.708821715 and 0.9013542725
1.4770474,-1.1576113,0.6844681,-0.9793647,-0.53178466,1.060179,0.7951913,-0.82319173,between 0.523583695 and 0.708821715
0.8169605,-0.7661587,-1.192061,-0.64473935,-0.64117773,1.1427675,-1.1414752,0.7571588,greater than 0.9013542725
-0.7757953,-1.3057454,0.98029295,1.2583437,-1.4380277,-0.9675046,-0.7672247,-0.6862351,between 0.523583695 and 0.708821715
0.67873426,-0.40640814,1.3951624,-0.9841514,0.7372193,-1.3356286,-0.3955868,-0.93521924,between 0.708821715 and 0.9013542725
