theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,y
0.26913587,0.91644725,-0.68549314,0.98201569,-0.38461523,-0.55412295,0.73782455,-0.65846386,between 0.523583695 and 0.708821715
-0.82724264,1.23644885,0.65431158,-0.63094625,-1.19617095,-0.29633818,-0.87087149,-0.47715711,between 0.708821715 and 0.9013542725
-0.18098145,-0.70198147,-1.02296657,-0.32414285,-0.68969028,0.85188528,0.90269534,-0.28104044,less than 0.523583695
-0.37594622,-0.83794317,-0.65450461,0.65006117,-1.14001747,0.48798654,0.65079088,-1.2880813,less than 0.523583695
-0.38701039,-1.00598162,-0.75135337,-0.89912916,0.96374164,-1.44699627,1.14505924,-0.94513446,between 0.523583695 and 0.708821715
0.85797931,0.67578498,0.73792429,1.27221955,0.60835299,0.64311367,-0.56581628,1.03754935,between 0.708821715 and 0.9013542725
0.48105937,-0.34296681,-0.65058684,0.98387027,-0.74510621,-0.94066029,-1.02319795,-1.40376744,less than 0.523583695
0.53394167,1.48010948,1.19530517,-1.1356284,0.82222213,0.24659214,-0.76537589,-0.38769557,between 0.523583695 and 0.708821715
0.26374056,0.86415716,-0.75688216,1.01110628,-1.25822587,-0.64238718,-0.24649215,-0.96444474,between 0.708821715 and 0.9013542725
-1.19736243,-0.75609763,0.79262875,-1.29966046,-1.0995326,0.68628113,-0.47536294,1.28517986,between 0.523583695 and 0.708821715
-0.55190224,0.82456792,-1.2851535,0.65993961,-0.71287034,-0.81967743,-0.96292168,-0.77842978,less than 0.523583695
-1.17401164,-0.8593815,0.87013237,1.28834823,0.67695665,-1.01835666,-1.15884559,-0.86546892,between 0.708821715 and 0.9013542725
0.96513219,-0.34196167,-0.76505563,0.65489345,-1.03085465,-1.34539278,0.89516255,1.12491419,less than 0.523583695
1.10835535,-0.96191665,1.14594597,0.93989969,-0.75932654,0.90177961,0.62196142,-1.39963533,between 0.523583695 and 0.708821715
-0.94798946,1.18424583,-0.79527579,-0.96979009,0.94516465,0.41915943,0.94705832,0.71698743,between 0.708821715 and 0.9013542725
-0.38476577,0.94520559,-0.9564455,0.60141684,1.1350195,-0.76551793,1.19245417,0.79958486,less than 0.523583695
