theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,y
-0.38416157,1.0625318,-0.96299335,-1.1784522,1.0337376,-0.66373464,-1.1774334,-0.76065554,between 0.523583695 and 0.708821715
-0.6892099,-1.3820191,-0.7351222,-0.92416467,-0.39538128,0.65143045,0.8447336,0.94364723,greater than 0.9013542725
-0.9277875,0.6901593,-1.4444934,-0.64748935,-0.9813062,0.7058232,-1.2018085,-0.90649324,less than 0.523583695
0.23519849,-1.3641234,-0.6230584,0.96032136,-1.4559851,0.55481996,0.65021945,1.1233488,between 0.708821715 and 0.9013542725
-0.4328198,0.7571101,0.8850293,-0.98416694,0.6304275,-0.7607457,-1.2343911,-0.46715745,between 0.523583695 and 0.708821715
0.42507717,-0.7834562,-0.8379819,0.9068147,0.8705363,-1.0954455,-1.2664098,-0.68797874,greater than 0.9013542725
0.2968703,0.42996242,-1.4749586,0.66624936,1.2595633,-0.6896844,0.77636236,0.62481235,between 0.708821715 and 0.9013542725
-0.8083327,-0.26963177,1.4447077,-0.82033786,-0.8241431,0.9433047,1.2724427,0.8659617,less than 0.523583695
0.9112087,-0.6231861,1.0609795,0.7534548,-0.7771088,-1.2065175,-1.3208026,-1.2018993,between 0.523583695 and 0.708821715
0.7498401,-0.6384855,0.69798164,-0.59687016,1.3816563,0.8201415,0.95039294,1.0304289,greater than 0.9013542725
-0.49933346,-0.86430696,0.9608217,-0.66198124,1.0654493,-0.84944965,1.406847,-1.0706614,less than 0.523583695
-1.1922494,0.77672556,-0.7004308,-1.1794368,-0.6129436,-0.9361087,0.79520455,-0.9561437,greater than 0.9013542725
0.7958951,0.9241819,1.2723993,-0.9258149,0.7368601,-1.4467765,-0.7351422,0.98442064,less than 0.523583695
0.15193455,0.9871067,-0.6509611,-0.85946023,0.9376885,-0.70840895,0.6881552,0.70843955,between 0.708821715 and 0.9013542725
0.6346881,0.27044515,-1.3544196,-0.7394299,0.7719871,1.0403625,-0.97562574,0.73976534,greater than 0.9013542725
-1.1015263,-1.1168412,1.4496689,-1.3807345,0.66156665,1.1296846,0.96465636,-0.8247618,greater than 0.9013542725
1.1936841,0.56562581,-1.0248995,-0.72932675,-1.3413028,0.9364762,-0.96593235,-0.7842497,between 0.523583695 and 0.708821715
-0.8810619,1.0568045,-1.2966548,0.77614286,-0.95979096,-0.9816556,0.7161817,1.4556273,greater than 0.9013542725
0.96334856,-1.3882994,0.68482416,0.6459117,-0.6594693,-1.4191711,1.1366312,-0.8805834,less than 0.523583695
1.4308876,-0.8084063,-0.8377762,0.7916559,-1.4444937,1.2705012,-0.64876134,0.94332776,between 0.708821715 and 0.9013542725
1.4399565,-0.29211164,-1.4577958,-0.96158946,-1.4952098,0.7227343,-1.1734111,-0.96384777,less than 0.523583695
0.62821985,1.1920565,0.84966045,1.1964946,0.9176961,0.7612737,1.2025496,-0.9074097,greater than 0.9013542725
0.7681119,-0.9967437,-1.2444442,-0.66206136,0.8576571,-0.63067173,1.0177576,0.92656634,less than 0.523583695
0.7671236,-0.44578348,1.1844687,-0.91058437,1.0563259,0.6541794,1.2592197,-1.0589991,between 0.708821715 and 0.9013542725
-1.0136152,-0.962777,1.0797374,-0.9375651,0.5513558,0.96979645,-0.6953751,1.184961,between 0.708821715 and 0.9013542725
-0.18165535,-0.64847186,-1.4441772,0.65182446,1.1553995,-0.81410615,0.94598514,-0.84618964,greater than 0.9013542725
