theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,y
0.187123,-1.183723,0.712123,-0.270823,0.654321,-0.394521,1.039421,-0.162123,less than 0.523583695
-0.394521,0.275162,1.368421,-0.540982,-1.234571,0.654321,-0.394521,0.820123,between 0.708821715 and 0.9013542725
-0.123456,0.901234,0.456789,0.56789,-0.123456,0.678901,0.234567,0.890123,greater than 0.9013542725
1.111111,-0.555555,0.777778,-0.888889,1.0,0.333333,0.666667,-0.777778,between 0.523583695 and 0.708821715
0.123456,0.234567,0.345678,-0.456789,-0.56789,0.678901,0.789012,0.890123,less than 0.523583695
0.901234,0.111111,-0.222222,-0.333333,-0.444444,0.555556,-0.666667,0.777778,between 0.708821715 and 0.9013542725
0.456789,0.56789,0.678901,0.789012,-0.890123,-0.901234,-0.111111,0.123456,greater than 0.9013542725
-0.234567,0.345678,-0.456789,0.56789,0.678901,-0.789012,0.890123,-0.901234,less than 0.523583695
0.555556,-0.666667,0.777778,-0.888889,0.999999,-1.1,-1.21,0.111111,between 0.523583695 and 0.708821715
-0.777778,0.888889,-0.999999,1.1,-1.21,0.111111,-0.222222,0.333333,greater than 0.9013542725
0.333333,-0.444444,0.555555,-0.666667,0.777778,-0.888889,0.999999,-1.1,between 0.708821715 and 0.9013542725
0.444444,-0.555555,0.666667,-0.777778,0.888889,-0.999999,1.1,-1.21,less than 0.523583695
-0.111111,0.222222,-0.333333,0.444444,-0.555555,0.666667,-0.777778,0.888889,between 0.523583695 and 0.708821715
-1.1,0.999999,-1.21,0.111111,-0.222222,0.333333,-0.444444,0.555556,greater than 0.9013542725
1.21,-0.111111,0.222222,-0.333333,0.444444,-0.555555,0.666667,-0.777778,between 0.708821715 and 0.9013542725
-0.222222,0.333333,-0.444444,0.555555,-0.666667,0.777778,-0.888889,0.999999,less than 0.523583695
-0.888889,0.999999,-1.1,0.111111,-0.222222,0.333333,-0.444444,0.555556,between 0.523583695 and 0.708821715
0.999999,-0.111111,0.222222,-0.333333,0.444444,-0.555555,0.666667,-0.777778,greater than 0.9013542725
-1.0,0.111111,-0.222222,0.333333,-0.444444,0.555555,-0.666667,0.777778,between 0.708821715 and 0.9013542725
0.1,-0.2,0.3,-0.4,0.5,-0.6,0.7,-0.8,between 0.523583695 and 0.708821715
0.2,-0.3,0.4,-0.5,0.6,-0.7,0.8,-0.9,greater than 0.9013542725
-0.9,0.1,-0.2,0.3,-0.4,0.5,-0.6,0.7,less than 0.523583695
-0.7,0.8,-0.9,0.1,-0.2,0.3,-0.4,0.5,between 0.523583695 and 0.708821715
0.6,-0.7,0.8,-0.9,0.1,-0.2,0.3,-0.4,greater than 0.9013542725
-0.5,0.6,-0.7,0.8,-0.9,0.1,-0.2,0.3,between 0.708821715 and 0.9013542725
0.3,-0.4,0.5,-0.6,0.7,-0.8,0.9,-1.0,less than 0.523583695
