theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,y
0.11546707,-0.37215727,-0.94610393,0.45715418,-1.1841068,1.2723554,-1.0754693,-0.7992793,between 0.523583695 and 0.708821715
-1.2344293,0.81879756,-0.36438422,-0.75515747,0.57389167,0.35037472,-0.76312095,1.4446543,less than 0.523583695
-0.6892705,-0.96038164,-0.71604957,0.89165472,-0.37494787,-1.0756843,0.93746455,-0.28042634,between 0.523583695 and 0.708821715
-0.14599633,-0.33645033,-0.28104064,-1.2957599,0.82171636,0.67672628,-1.4185614,-0.9607957,less than 0.523583695
0.69981255,-0.65050275,1.1925562,0.73946095,-1.108463,1.0623872,-0.39215733,0.94489034,between 0.523583695 and 0.708821715
1.0336706,-0.4754599,-0.93431444,0.62378927,-1.2943922,-0.33578977,1.1998626,-0.8801431,greater than 0.9013542725
-1.4619667,-0.6774935,0.9418322,1.0327762,1.0631815,0.54982155,-0.9603819,0.61339467,less than 0.523583695
-1.2404614,-0.8371406,-1.3023416,-0.8218298,-0.76617685,-0.5863054,-0.65917764,1.0502369,between 0.523583695 and 0.708821715
0.9356129,-1.3258148,-0.42968926,0.94232777,-1.0119264,1.1939818,1.0723291,0.43652556,greater than 0.9013542725
1.0794405,-0.6442457,-1.1989475,0.77633475,1.3730165,-0.7371913,-1.1933698,1.2194207,less than 0.523583695
-0.7898575,0.6853174,0.81559067,-0.6463277,-0.92521534,0.8857719,0.7678163,-0.82417724,between 0.523583695 and 0.708821715
0.90810714,0.77123393,1.1987015,0.27058845,0.7048051,-0.34986217,0.96215566,0.63044574,greater than 0.9013542725
0.7539819,-0.9991496,1.136747,1.2029452,0.9408052,-0.6541585,-0.9102591,0.6498707,between 0.523583695 and 0.708821715
-0.9623993,0.9106308,1.1573354,-0.9175042,-1.3498136,0.7155841,0.7785862,1.0616955,less than 0.523583695
-1.243634,0.95581665,-0.95658447,1.203855,-1.1456841,-0.8242892,0.7761166,-0.5545171,between 0.523583695 and 0.708821715
-1.2192796,-0.7781541,0.75558457,-1.375635,0.39634414,0.77845564,1.0366852,-0.6572594,greater than 0.9013542725
