theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,y
-1.105415,1.0339345,-0.91019465,-0.28251722,-0.94361124,-0.7763393,-0.17022498,0.9260562,between 0.523583695 and 0.708821715
-0.7341869,0.46859015,-1.4506847,-0.96189136,-0.319191,-1.011479,-0.67874675,-1.0243814,between 0.708821715 and 0.9013542725
0.6666679,-0.7104457,-0.745098,-0.8965429,1.2955965,-0.999596,0.86037577,-0.76775534,greater than 0.9013542725
1.2043485,-0.9795963,-1.0334428,-0.8658464,-0.678612,-0.6231414,1.3847342,-0.939591,less than 0.523583695
-0.4277453,0.5105435,0.7595494,-0.6126314,0.9044092,0.6423819,-0.8494753,0.5521495,between 0.523583695 and 0.708821715
-1.2344293,1.157581,-1.1308857,0.778656,-0.5319874,0.9331158,-0.24545455,1.0921033,less than 0.523583695
-1.2666434,0.9822315,1.3641237,0.6847657,-0.24696176,-1.0361294,-0.9799155,-0.6666667,greater than 0.9013542725
1.1818182,-1.345518,-1.2130174,-0.9343964,1.2062826,0.9854171,-1.1920433,-0.9655172,less than 0.523583695
1.1456292,0.8361296,-1.1899498,0.8214406,0.982456,-0.77633125,-0.6716795,1.196516,between 0.708821715 and 0.9013542725
0.5902439,-0.9600524,-1.0408163,-0.984815,-0.72959375,0.734375,0.78472275,-0.6876713,between 0.523583695 and 0.708821715
1.4864865,0.763394,-1.4273504,-0.61574026,0.9440376,-0.7702737,-1.4444445,-0.9644068,between 0.708821715 and 0.9013542725
0.6273506,-0.6273506,1.1084333,0.4273506,-0.97222222,-1.1111111,1.037037,0.4074074,less than 0.523583695
0.9621212,0.1111111,0.2777778,0.5740741,-0.6296296,0.6296296,0.5555556,-1.2962963,less than 0.523583695
-1.2037037,0.7037037,-0.6481481,0.6481481,-1.4814815,0.7407407,0.2962963,0.6666667,greater than 0.9013542725
1.4814815,-1.4814815,0.2592593,0.7407407,-0.9259259,0.4814815,-0.6666667,0.1111111,between 0.523583695 and 0.708821715
-0.9259259,-0.2222222,0.7777778,0.7777778,-0.0740741,0.7777778,-0.9259259,0.7777778,less than 0.523583695
0.7777778,-0.9259259,-0.9259259,1.4814815,-0.7777778,0.037037,1.3703704,-0.7777778,greater than 0.9013542725
-0.7777778,-1.3703704,-0.2962963,-0.7777778,1.3333333,0.7777778,-0.9259259,0.9259259,between 0.708821715 and 0.9013542725
1.2962963,0.9259259,-0.0740741,0.7407407,-0.8148148,-0.9259259,0.8148148,0.4444444,less than 0.523583695
0.8148148,-0.4444444,-0.8148148,0.8148148,-0.8148148,0.9259259,1.1111111,0.8148148,less than 0.523583695
1.1111111,-0.8148148,-1.1111111,0.4444444,1.3703704,0.8148148,1.1111111,0.4444444,between 0.708821715 and 0.9013542725
-0.8148148,-0.8148148,0.8148148,-0.3703704,-0.8148148,1.2222222,-0.2222222,0.3703704,between 0.523583695 and 0.708821715
0.3703704,-0.2962963,-1.2962963,-0.4444444,-1.1111111,-0.8518519,1.4444445,-0.4444444,greater than 0.9013542725
-0.4444444,1.4444445,-0.8518519,-0.8518519,1.2222222,1.3703704,0.4444444,-0.6666667,between 0.523583695 and 0.708821715
-0.6666667,-1.3703704,-0.8148148,-0.4074074,0.8148148,-0.8148148,-0.8148148,-0.9259259,less than 0.523583695
0.8148148,1.1111111,-0.9259259,-0.9259259,-0.8148148,0.9259259,0.8148148,0.8148148,less than 0.523583695
0.9259259,-1.1111111,1.1111111,-1.1111111,-0.9259259,0.8148148,0.9259259,0.9259259,between 0.708821715 and 0.9013542725
1.1111111,-1.4814815,0.9259259,-1.4814815,0.8148148,0.9259259,-0.8148148,-0.8148148,less than 0.523583695
-0.8148148,-0.8148148,-0.8148148,-0.8148148,-1.4814815,0.8148148,-1.3703704,-0.8148148,greater than 0.9013542725
-1.3703704,1.1111111,0.9259259,0.8148148,0.8148148,-1.3703704,1.3703704,1.1111111,between 0.708821715 and 0.9013542725
-0.8148148,-1.3703704,-1.3703704,0.8148148,0.8148148,-0.8148148,-1.4814815,-1.1111111,less than 0.523583695
1.3703704,-0.8148148,-0.9259259,0.8148148,-0.8148148,1.3703704,-0.9259259,0.9259259,less than 0.523583695
-0.9259259,1.3703704,0.8148148,-0.8148148,-0.9259259,0.8148148,0.9259259,-0.8148148,less than 0.523583695
1.1111111,1.1111111,-1.4814815,-0.8148148,0.8148148,0.8148148,-0.8148148,1.3703704,between 0.708821715 and 0.9013542725
-0.8148148,-0.8148148,0.8148148,0.9259259,-0.8148148,1.1111111,1.3703704,0.8148148,less than 0.523583695
0.8148148,-1.1111111,-0.9259259,0.8148148,-0.8148148,0.8148148,0.9259259,-1.1111111,between 0.708821715 and 0.9013542725
-1.1111111,0.8148148,0.9259259,-0.8148148,-0.8148148,-0.8148148,-0.8148148,0.8148148,between 0.708821715 and 0.9013542725
0.8148148,-1.3703704,1.3703704,-0.8148148,-0.8148148,0.8148148,-0.8148148,-0.8148148,between 0.523583695 and 0.708821715
-0.8148148,0.8148148,-0.8148148,1.3703704,-1.1111111,0.8148148,-0.8148148,1.1111111,greater than 0.9013542725
1.3703704,-0.8148148,1.3703704,-0.8148148,0.8148148,0.8148148,1.1111111,0.8148148,between 0.708821715 and 0.9013542725
-0.8148148,-0.8148148,0.8148148,0.8148148,-0.8148148,0.8148148,0.8148148,1.4814815,less than 0.523583695
0.8148148,1.4814815,-0.8148148,0.8148148,1.3703704,-0.8148148,0.8148148,0.8148148,between 0.708821715 and 0.9013542725
0.8148148,0.8148148,0.8148148,-1.4814815,-1.3703704,-0.8148148,-1.4814815,0.8148148,between 0.523583695 and 0.708821715
1.3703704,0.8148148,-1.4814815,0.8148148,-0.8148148,-0.8148148,-1.3703704,1.3703704,greater than 0.9013542725
-1.3703704,0.8148148,-0.8148148,0.8148148,-0.8148148,-0.8148148,0.8148148,0.8148148,less than 0.523583695
0.8148148,-0.8148148,-0.8148148,-0.8148148,-0.8148148,-1.4814815,0.8148148,-0.8148148,less than 0.523583695
-0.8148148,-0.8148148,0.8148148,0.8148148,0.8148148,-1.3703704,-0.8148148,-0.8148148,between 0.708821715 and 0.9013542725
0.8148148,1.1111111,-1.3703704,0.8148148,1.1111111,0.8148148,-0.8148148,-0.8148148,greater than 0.9013542725
