bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,date_year,date_month,date_day,price
2,2.25,1780,8820,1.0,0,0,4,8,1480,300,1966,0,98032,47.3618,-122.289,1780,8625,2015,5,7,between 321950.0 and 450000.0
3,2.5,2200,7350,1.0,0,0,5,8,1570,630,1988,0,98058,47.4395,-122.161,2350,7557,2014,5,4,between 321950.0 and 450000.0
4,2.25,2660,7957,1.0,0,0,4,8,1750,910,1977,0,98011,47.7351,-122.199,1890,8250,2015,4,14,between 450000.0 and 645000.0
3,1.0,960,9624,1.0,0,0,3,7,960,0,1953,0,98155,47.7758,-122.301,1540,9624,2015,4,29,less than 321950.0
4,2.0,2390,8261,1.0,0,0,3,7,1420,400,1969,0,98034,47.7197,-122.219,1920,7961,2014,10,14,between 450000.0 and 645000.0
2,1.75,1040,20524,1.0,0,3,3,6,1040,0,1949,1989,98014,47.6981,-121.875,1880,38996,2014,9,9,less than 321950.0
5,3.75,4170,8142,2.0,0,2,3,10,4170,0,2006,0,98056,47.5354,-122.181,3030,7980,2015,3,17,greater than 645000.0
3,2.25,1860,5028,2.0,0,0,3,8,1860,0,2012,0,98019,47.7318,-121.982,2320,5465,2014,12,23,between 321950.0 and 450000.0
3,3.25,4220,41300,1.0,1,4,4,11,2460,1760,1958,1987,98008,47.6083,-122.11,3810,30401,2014,12,30,greater than 645000.0
3,2.5,2410,9916,2.0,0,0,4,10,2410,0,1989,0,98052,47.6911,-122.103,2310,8212,2014,9,5,greater than 645000.0
4,3.0,1820,8261,1.0,0,0,3,7,1420,400,1969,0,98034,47.7197,-122.219,1920,7961,2014,10,14,between 450000.0 and 645000.0
2,1.0,1130,2640,1.0,0,0,4,8,1130,0,1927,0,98109,47.6438,-122.357,1680,3200,2014,6,24,between 450000.0 and 645000.0
3,2.75,3910,7080,1.0,0,0,5,9,1970,1940,1949,0,98112,47.6324,-122.289,3480,7370,2015,2,18,greater than 645000.0
3,1.0,1000,9170,1.0,0,0,3,7,1000,0,1980,0,98058,47.4405,-122.134,1610,9170,2015,4,15,between 321950.0 and 450000.0
4,1.75,1730,6500,1.0,0,0,3,7,1250,480,1945,0,98115,47.6982,-122.282,1910,8100,2014,11,25,greater than 645000.0
3,2.5,3530,9753,2.0,0,0,3,10,3530,0,1997,0,98006,47.5539,-122.103,3220,9234,2014,8,28,greater than 645000.0
4,3.5,3310,4684,2.0,0,0,3,9,2290,1020,2014,0,98116,47.579,-122.389,1850,4750,2014,10,14,greater than 645000.0
3,3.0,1876,1531,3.0,0,0,3,9,1876,0,2009,0,98115,47.6864,-122.265,1876,1533,2015,5,1,between 450000.0 and 645000.0
4,2.0,1810,8750,1.0,0,0,2,7,1110,700,1967,0,98058,47.4307,-122.17,1810,8750,2014,6,16,less than 321950.0
