bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,date_year,date_month,date_day,price
3,2.25,1760.0,968.0,2.0,0,0,3,7,1140.0,620.0,1984.0,0.0,98119,47.6328,-122.375,1460.0,1531.0,2014,7,24,between 321950.0 and 450000.0
4,2.5,3880.0,5700.0,2.0,0,0,3,7,3880.0,0.0,2008.0,0.0,98053,47.6834,-122.04,2620.0,5070.0,2014,9,3,between 450000.0 and 645000.0
2,1.0,2360.0,105850.0,1.0,0,2,2,6,1180.0,1180.0,1943.0,0.0,98022,47.2499,-121.97,2640.0,386812.0,2015,6,12,between 321950.0 and 450000.0
4,2.0,1810.0,8750.0,1.0,0,0,2,7,1110.0,700.0,1964.0,0.0,98058,47.4302,-122.171,1810.0,8750.0,2014,8,19,less than 321950.0
3,3.0,1700.0,4250.0,1.0,0,0,3,6,890.0,810.0,1939.0,0.0,98199,47.6535,-122.384,1440.0,4250.0,2014,4,28,between 321950.0 and 450000.0
3,2.25,1650.0,10000.0,2.0,0,0,3,7,1650.0,0.0,1993.0,0.0,98198,47.3867,-122.315,1420.0,10000.0,2014,10,21,less than 321950.0
4,2.75,1810.0,7350.0,1.0,0,0,4,7,1200.0,610.0,1975.0,0.0,98030,47.3703,-122.171,1750.0,7350.0,2014,7,27,less than 321950.0
5,2.25,3410.0,7140.0,1.0,0,0,4,7,1250.0,1250.0,1963.0,0.0,98008,47.6233,-122.11,2230.0,8400.0,2014,6,22,between 450000.0 and 645000.0
2,1.5,1159.0,4800.0,1.0,0,0,3,7,1159.0,0.0,1954.0,0.0,98199,47.6582,-122.399,1640.0,4800.0,2014,5,1,between 450000.0 and 645000.0
4,1.75,1730.0,6500.0,1.0,0,0,3,7,1250.0,480.0,1940.0,0.0,98115,47.6975,-122.281,1910.0,8100.0,2014,11,9,between 321950.0 and 450000.0
2,1.0,910.0,2002.0,1.5,0,0,3,6,910.0,0.0,1917.0,0.0,98112,47.6194,-122.307,1190.0,1208.0,2014,6,8,between 450000.0 and 645000.0
4,3.0,2520.0,4104.0,2.0,0,0,3,7,2520.0,0.0,2002.0,0.0,98065,47.5357,-121.88,2510.0,5015.0,2015,4,16,between 450000.0 and 645000.0
6,2.5,4140.0,9066.0,1.0,0,0,3,7,2070.0,2070.0,1971.0,0.0,98125,47.7304,-122.292,1440.0,1865.0,2014,7,16,between 450000.0 and 645000.0
3,1.0,1310.0,9554.0,1.0,0,0,4,7,960.0,350.0,1967.0,0.0,98001,47.2943,-122.284,1310.0,9845.0,2015,3,19,less than 321950.0
5,3.0,3223.0,6371.0,2.0,0,0,3,9,3223.0,0.0,2011.0,0.0,98042,47.3592,-122.162,1979.0,19030.0,2014,7,4,between 450000.0 and 645000.0
4,2.5,2280.0,9491.0,1.0,0,0,4,7,1290.0,990.0,1961.0,0.0,98008,47.6291,-122.117,1560.0,8050.0,2015,3,11,between 450000.0 and 645000.0
2,1.0,1000.0,3554.0,1.0,0,0,4,8,1000.0,0.0,1979.0,0.0,98198,47.3816,-122.321,1150.0,4000.0,2014,9,1,less than 321950.0
3,2.0,1590.0,8670.0,1.0,0,0,3,7,1590.0,0.0,1999.0,0.0,98042,47.3723,-122.073,1590.0,9253.0,2014,10,25,less than 321950.0
4,3.5,3310.0,4684.0,2.0,0,0,3,9,2290.0,1020.0,2013.0,0.0,98116,47.5791,-122.39,1850.0,4750.0,2014,8,21,greater than 645000.0
3,2.25,1850.0,37264.0,2.0,0,0,3,8,1850.0,0.0,1986.0,0.0,98053,47.6483,-122.035,2390.0,36036.0,2015,5,6,between 450000.0 and 645000.0
4,2.25,2190.0,4080.0,2.0,0,0,3,8,1800.0,390.0,1922.0,0.0,98119,47.6431,-122.358,2100.0,4080.0,2014,8,2,greater than 645000.0
2,1.0,700.0,8100.0,1.0,0,0,3,6,700.0,0.0,1947.0,0.0,98155,47.7493,-122.311,1230.0,8100.0,2014,7,13,less than 321950.0
3,2.5,1870.0,5449.0,2.0,0,0,3,8,1870.0,0.0,2001.0,0.0,98011,47.7558,-122.22,2000.0,7687.0,2014,6,27,between 321950.0 and 450000.0
3,2.0,1720.0,5525.0,1.0,0,2,5,7,960.0,760.0,1942.0,0.0,98108,47.5591,-122.298,1760.0,5525.0,2014,8,1,between 450000.0 and 645000.0
4,2.5,3070.0,7200.0,2.0,0,0,3,8,3070.0,0.0,2004.0,0.0,98059,47.49,-122.138,2590.0,7200.0,2015,2,4,between 450000.0 and 645000.0
5,4.5,4400.0,15580.0,2.0,0,0,3,11,3390.0,1010.0,2007.0,0.0,98004,47.6234,-122.206,2150.0,14249.0,2014,10,20,greater than 645000.0
6,2.5,3900.0,9100.0,2.0,0,0,3,8,2870.0,1030.0,1984.0,0.0,98052,47.6616,-122.137,2080.0,9216.0,2014,5,24,greater than 645000.0
4,2.0,1810.0,8261.0,1.0,0,0,3,7,1420.0,400.0,1973.0,0.0,98034,47.7193,-122.219,1920.0,7961.0,2014,9,11,between 450000.0 and 645000.0
2,1.75,1000.0,3554.0,1.0,0,0,4,8,1000.0,0.0,1977.0,0.0,98198,47.3819,-122.322,1150.0,4000.0,2014,4,29,less than 321950.0
3,3.25,4220.0,41300.0,1.0,1,4,4,11,2460.0,1760.0,1963.0,1992.0,98008,47.6091,-122.109,3810.0,30401.0,2014,6,26,greater than 645000.0
3,2.25,1700.0,9008.0,1.0,0,0,3,8,1340.0,360.0,1989.0,0.0,98125,47.7158,-122.317,2340.0,8003.0,2015,6,1,between 450000.0 and 645000.0
