bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,date_year,date_month,date_day,price
3,1.75,1750.0,8600.0,1.0,0,0,3,8,1750.0,0.0,1982.0,0.0,98056,47.5311,-122.353,1650.0,6350.0,2015,4,18,less than 321950.0
4,2.25,2450.0,4300.0,1.5,0,0,3,7,1750.0,700.0,1995.0,0.0,98117,47.6955,-122.376,2100.0,4200.0,2014,7,14,between 321950.0 and 450000.0
5,3.5,3800.0,12000.0,2.0,0,0,3,9,2800.0,1000.0,2001.0,0.0,98038,47.4379,-122.011,3200.0,11500.0,2015,3,22,greater than 645000.0
3,2.0,2000.0,6000.0,1.0,0,0,4,7,1500.0,500.0,1978.0,0.0,98074,47.6035,-122.005,1800.0,5750.0,2014,9,10,less than 321950.0
4,2.75,3000.0,9000.0,2.5,0,0,3,8,2200.0,800.0,1992.0,0.0,98115,47.6845,-122.315,2600.0,9000.0,2015,2,17,between 450000.0 and 645000.0
3,1.5,1400.0,5000.0,1.0,0,0,3,7,1400.0,0.0,1965.0,0.0,98052,47.6912,-122.115,1450.0,4800.0,2014,6,20,less than 321950.0
4,3.25,3500.0,10000.0,2.0,0,0,3,9,3200.0,300.0,2006.0,0.0,98027,47.5371,-122.073,3000.0,9500.0,2014,11,15,greater than 645000.0
3,2.25,2200.0,7000.0,2.0,0,0,3,8,2000.0,200.0,1988.0,0.0,98108,47.5684,-122.314,2300.0,6700.0,2015,1,11,between 321950.0 and 450000.0
5,3.0,4200.0,13000.0,2.5,0,0,3,9,3800.0,400.0,2003.0,0.0,98042,47.3449,-122.151,3600.0,12500.0,2014,8,24,greater than 645000.0
4,2.5,2800.0,8000.0,1.5,0,0,3,7,2400.0,400.0,1999.0,0.0,98118,47.5459,-122.265,2500.0,7500.0,2015,4,6,between 450000.0 and 645000.0
3,1.75,1600.0,5800.0,1.0,0,0,4,7,1600.0,0.0,1971.0,0.0,98011,47.7351,-122.199,1700.0,5650.0,2014,10,19,less than 321950.0
4,3.0,3200.0,11000.0,2.0,0,0,3,8,2800.0,400.0,2007.0,0.0,98103,47.6853,-122.331,3000.0,10500.0,2015,3,27,between 450000.0 and 645000.0
5,3.5,4500.0,15000.0,2.5,0,0,3,9,4200.0,300.0,2009.0,0.0,98056,47.4934,-122.166,3800.0,14000.0,2014,7,16,greater than 645000.0
3,2.0,1800.0,6200.0,1.0,0,0,3,7,1800.0,0.0,1974.0,0.0,98106,47.5311,-122.353,2000.0,6000.0,2015,2,13,less than 321950.0
4,2.75,2600.0,7800.0,1.5,0,0,3,8,2400.0,200.0,1994.0,0.0,98074,47.6035,-122.005,2800.0,7500.0,2014,9,23,between 321950.0 and 450000.0
3,1.5,1200.0,4000.0,1.0,0,0,4,7,1200.0,0.0,1968.0,0.0,98038,47.4379,-122.011,1300.0,3900.0,2015,4,5,less than 321950.0
4,3.25,3400.0,12000.0,2.0,0,0,3,9,3000.0,400.0,2002.0,0.0,98115,47.6845,-122.315,3200.0,11500.0,2014,6,25,between 450000.0 and 645000.0
