bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,date_year,date_month,date_day,price
3,2.5,1780.0,7340.0,1.0,0,0,3,8,1150.0,630.0,1973.0,0.0,98055,47.5862,-122.224,1510.0,6300.0,2015,4,11,less than 321950.0
4,2.75,3120.0,11800.0,2.0,0,0,3,9,3120.0,0.0,1992.0,0.0,98103,47.6839,-122.278,2820.0,12000.0,2014,7,25,greater than 645000.0
3,1.75,1620.0,6000.0,1.5,0,0,3,7,1240.0,380.0,1982.0,0.0,98063,47.5551,-122.184,1740.0,6500.0,2014,10,29,less than 321950.0
3,2.0,1890.0,11100.0,1.0,0,0,5,7,1250.0,640.0,1962.0,0.0,98042,47.4941,-122.161,1650.0,10500.0,2015,3,13,less than 321950.0
4,2.25,2400.0,10000.0,1.0,0,0,4,8,1680.0,720.0,1999.0,0.0,98052,47.6368,-122.123,2600.0,10400.0,2014,6,26,between 450000.0 and 645000.0
3,2.0,1430.0,9800.0,1.5,0,0,3,8,1180.0,250.0,1996.0,0.0,98114,47.6774,-122.293,1530.0,10400.0,2014,8,16,less than 321950.0
4,1.75,1850.0,7600.0,2.0,0,0,3,7,1630.0,220.0,2008.0,0.0,98104,47.6213,-122.208,1850.0,7600.0,2015,1,22,greater than 645000.0
2,1.5,1050.0,5700.0,1.0,0,0,4,7,1050.0,0.0,1986.0,0.0,98117,47.7035,-122.373,1140.0,5920.0,2014,11,18,between 321950.0 and 450000.0
4,3.25,3840.0,13440.0,1.5,0,2,3,10,3440.0,400.0,1990.0,0.0,98056,47.5429,-122.142,3480.0,13440.0,2015,2,14,greater than 645000.0
3,2.75,2030.0,8000.0,2.0,0,0,4,9,2030.0,0.0,1983.0,0.0,98065,47.5233,-122.196,2240.0,9000.0,2014,10,24,between 450000.0 and 645000.0
3,1.0,940.0,4800.0,1.0,0,0,3,6,940.0,0.0,2003.0,0.0,98059,47.5032,-122.151,1340.0,5600.0,2014,7,27,less than 321950.0
4,3.5,4440.0,18400.0,2.0,0,0,3,12,4440.0,0.0,2000.0,0.0,98028,47.5732,-122.032,4440.0,18400.0,2015,4,20,greater than 645000.0
3,2.25,1750.0,7200.0,1.5,0,0,3,8,1300.0,450.0,1997.0,0.0,98107,47.6644,-122.305,1750.0,7200.0,2014,6,15,between 321950.0 and 450000.0
4,2.0,1920.0,12000.0,1.0,0,0,5,7,1200.0,720.0,1974.0,0.0,98071,47.624,-122.199,1800.0,12400.0,2014,12,11,between 450000.0 and 645000.0
2,1.75,1440.0,6000.0,1.0,0,0,3,7,940.0,500.0,1978.0,0.0,98112,47.6259,-122.184,1510.0,6000.0,2015,3,2,between 321950.0 and 450000.0
3,3.0,2700.0,11000.0,1.0,0,0,3,8,2100.0,600.0,1991.0,0.0,98033,47.6931,-122.202,2610.0,11500.0,2014,10,17,greater than 645000.0
4,2.5,3000.0,9000.0,2.0,0,0,4,7,3000.0,0.0,1994.0,0.0,98052,47.6938,-122.102,2700.0,9300.0,2015,1,28,between 450000.0 and 645000.0
4,1.5,1300.0,4800.0,1.5,0,0,3,6,1300.0,0.0,1972.0,0.0,98105,47.6672,-122.289,1300.0,4800.0,2014,7,22,between 321950.0 and 450000.0
