bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,date_year,date_month,date_day,price
2,1.5,1240.0,4800.0,1.0,0,0,3,7,1240.0,0.0,1945.0,0.0,98092,47.5863,-122.256,1200.0,4600.0,2014,5,18,between 321950.0 and 450000.0
4,2.0,2800.0,11500.0,2.0,0,0,4,8,2100.0,700.0,1998.0,0.0,98118,47.6332,-122.245,2350.0,10000.0,2015,2,10,greater than 645000.0
3,2.25,1820.0,7500.0,1.0,0,0,3,8,1820.0,0.0,1982.0,0.0,98039,47.6789,-122.145,1550.0,6000.0,2014,12,25,between 450000.0 and 645000.0
2,1.0,960.0,3200.0,1.0,0,0,3,6,960.0,0.0,1920.0,0.0,98011,47.6011,-122.355,950.0,3600.0,2014,7,5,less than 321950.0
3,2.0,1430.0,4000.0,1.0,0,0,0,4,1430.0,0.0,1953.0,0.0,98104,47.5482,-122.278,1200.0,3200.0,2015,1,22,between 321950.0 and 450000.0
4,2.75,2900.0,12000.0,2.5,0,0,4,9,2400.0,500.0,2002.0,0.0,98053,47.6645,-122.184,2600.0,11000.0,2014,6,15,greater than 645000.0
3,2.5,2010.0,8000.0,1.5,0,0,3,8,2010.0,0.0,1995.0,0.0,98112,47.6167,-122.304,1750.0,6800.0,2015,5,10,between 450000.0 and 645000.0
2,1.25,1000.0,2400.0,1.0,0,0,3,6,1000.0,0.0,1949.0,0.0,98065,47.6219,-122.258,1000.0,2800.0,2014,8,28,less than 321950.0
4,2.0,2400.0,10000.0,2.0,0,0,4,8,1800.0,600.0,1993.0,0.0,98119,47.6381,-122.201,2200.0,10000.0,2015,4,16,greater than 645000.0
2,1.75,1300.0,3600.0,1.0,0,0,3,7,1300.0,0.0,1967.0,0.0,98029,47.6253,-122.246,1200.0,3800.0,2014,5,25,between 321950.0 and 450000.0
5,3.5,3600.0,15000.0,2.0,0,0,3,9,3600.0,0.0,2008.0,0.0,98092,47.5999,-122.216,3200.0,14000.0,2015,3,18,greater than 645000.0
3,2.0,1600.0,6000.0,1.5,0,0,3,7,1600.0,0.0,1985.0,0.0,98033,47.6298,-122.187,1400.0,5200.0,2014,12,2,between 321950.0 and 450000.0
2,1.5,1100.0,2800.0,1.0,0,0,3,6,1100.0,0.0,1943.0,0.0,98122,47.6081,-122.294,950.0,3000.0,2015,5,28,less than 321950.0
4,2.5,2600.0,11000.0,2.0,0,0,4,8,2000.0,600.0,1991.0,0.0,98065,47.6232,-122.204,2300.0,10000.0,2014,7,20,greater than 645000.0
3,2.25,1900.0,8000.0,1.0,0,0,3,8,1900.0,0.0,1992.0,0.0,98014,47.6368,-122.169,1700.0,6000.0,2015,2,26,between 450000.0 and 645000.0
2,1.75,1400.0,4000.0,1.0,0,0,3,7,1400.0,0.0,1962.0,0.0,98039,47.6499,-122.245,1300.0,3600.0,2014,10,1,between 321950.0 and 450000.0
3,2.5,2000.0,9000.0,1.5,0,0,3,8,2000.0,0.0,1996.0,0.0,98103,47.6192,-122.208,1800.0,6800.0,2015,1,16,between 450000.0 and 645000.0
4,2.0,2500.0,12000.0,2.0,0,0,4,9,2500.0,0.0,2004.0,0.0,98092,47.6324,-122.182,2400.0,11000.0,2014,8,16,greater than 645000.0
