theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,y
-0.043108623,-1.3060228,-0.7323249,0.56390345,-1.0190852,1.2710131,-1.1854446,0.10218777,between 0.523583695 and 0.708821715
0.25716943,-0.41285777,-0.017102588,-1.2829491,-1.4294637,0.35492286,-0.9849105,1.4171774,between 0.523583695 and 0.708821715
-0.626365,1.3172704,1.2332695,0.47728425,-0.54188293,-0.48119935,0.12570778,1.1899965,between 0.708821715 and 0.9013542725
-0.8872537,1.513774,-0.6199676,1.1025014,0.4695988,-0.46300793,0.088883966,-0.046129588,between 0.523583695 and 0.708821715
-0.055817675,0.3033832,0.47472292,-1.4459858,1.02346,0.81731516,1.3903037,0.22153047,between 0.523583695 and 0.708821715
-0.46914032,0.046023145,0.3279525,1.3372151,-1.1919583,0.71964437,0.94465804,1.0956857,less than 0.523583695
0.8712994,-0.11925709,-1.4457958,0.3402926,-0.33732283,0.38614407,-1.3276485,0.35982627,greater than 0.9013542725
0.44187692,-0.7009452,-0.9501199,-0.69711494,-0.1813375,-0.79820377,0.5953722,-1.359483,greater than 0.9013542725
-0.75587654,-1.2430419,0.8985102,0.62277126,1.2857674,-0.872768,0.9914222,1.4090418,between 0.523583695 and 0.708821715
-1.3716677,0.3428954,-1.2066939,-0.3832026,0.7221366,1.2584374,-0.41879708,0.0834663,greater than 0.9013542725
1.4192003,-1.1833524,-0.27240953,0.10218983,0.88958144,0.24599254,-0.973502,1.3992804,greater than 0.9013542725
0.112089306,0.3174071,0.4585114,-1.0182132,-1.3221786,-0.61074615,-0.2947297,-0.30859587,between 0.523583695 and 0.708821715
-0.85087824,-1.3440043,0.029220426,-1.2805241,0.11662962,-0.7513136,-0.47507364,-0.20670146,between 0.523583695 and 0.708821715
0.89102155,-0.52210027,0.50545555,0.69221413,-0.1324512,0.5477473,0.6569415,1.463238,less than 0.523583695
-1.0019227,0.9494398,-1.3737009,-1.3014957,-1.174698,0.21555075,1.3648808,-0.35569012,greater than 0.9013542725
-0.8308124,0.7955482,0.9273677,0.49195084,-0.060439184,0.74997455,-0.31622493,-1.051109,between 0.708821715 and 0.9013542725
0.57870203,0.5931586,0.3427376,-0.01577978,-0.6303051,0.45394003,-0.8671788,-0.43203002,less than 0.523583695
1.4856845,0.9462042,-0.02778401,-0.5544851,1.130959,0.9390069,-1.1258466,-0.16107234,greater than 0.9013542725
0.7887443,0.18973176,-1.1366313,0.16085745,0.6145513,1.3072699,-1.0329348,-0.6284167,greater than 0.9013542725
