theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,y
0.717996,1.1761584,1.2569469,0.9923754,-0.38114518,-0.96247923,1.2223115,0.52295506,between 0.708821715 and 0.9013542725
-0.17920546,-0.079061985,1.0642185,0.16300629,1.6642029,-0.60314655,0.111983195,0.808187,between 0.708821715 and 0.9013542725
-1.2401458,1.1545516,-1.2002462,-0.31535533,-0.9087287,-1.0557964,0.13380967,0.23170622,between 0.523583695 and 0.708821715
0.65610576,0.98215425,-0.47785354,1.1524067,-1.07621,0.89473414,1.0171703,1.0130149,greater than 0.9013542725
0.9510885,-1.1596866,-0.33027294,-0.9063313,0.0645718,1.5127882,-0.20274231,1.3500091,between 0.708821715 and 0.9013542725
0.08694889,0.730954,-0.6497577,-1.1816083,-0.7614049,0.46184576,1.2921084,-1.2844242,between 0.523583695 and 0.708821715
0.2858893,-0.037355248,-1.5165436,0.033913836,-1.5273126,-0.4482662,-1.0711274,0.7373222,greater than 0.9013542725
-1.0507758,1.505091,-0.5472612,-0.5414453,-1.4405472,-1.0447302,0.2529555,-1.4017321,between 0.523583695 and 0.708821715
1.3847506,1.428266,-0.25600109,-0.93226445,-1.1907203,-1.0252898,-0.21424791,0.11265853,greater than 0.9013542725
-1.0700967,-0.47905627,0.24313104,0.84632665,-1.4775544,0.18739012,1.3959867,0.20209406,between 0.523583695 and 0.708821715
0.8727255,-0.0817599,0.43664807,-1.1769074,1.4158373,-0.15361036,0.598595,-0.9807028,between 0.708821715 and 0.9013542725
0.6607554,-0.03585629,-1.0622505,0.27300948,1.14955,1.138204,1.0836768,-1.0409967,greater than 0.9013542725
1.5438154,-1.3977873,-0.7121733,-0.7361642,0.6206467,-0.47866634,-0.0039804885,-0.4893718,between 0.523583695 and 0.708821715
0.21896526,0.93499094,-0.49909958,0.17559801,-1.0980661,-0.8304362,-0.2695843,1.2158045,between 0.708821715 and 0.9013542725
0.98372996,0.006826817,1.230711,-0.92767924,-0.49774632,-0.52515364,1.3025732,0.49464154,between 0.708821715 and 0.9013542725
-0.94906634,0.8840941,-0.1411156,-0.3405705,-1.0173951,0.17209254,-0.06258319,0.86232823,greater than 0.9013542725
0.9065014,0.20637141,-1.4816413,-1.3641702,0.5797703,1.0122303,0.40666744,-0.9447316,between 0.523583695 and 0.708821715
0.8320517,-0.8600195,-0.072355464,0.70412505,-1.5230604,-0.75363714,0.19458602,1.1482705,between 0.523583695 and 0.708821715
0.91222197,0.5039358,-0.64758486,0.3836862,-0.38144904,1.0490733,-0.33226132,-0.08734129,between 0.708821715 and 0.9013542725
0.5783931,0.22571018,-0.63065106,-1.2601345,-0.6390178,0.6599487,0.07525814,0.7157786,between 0.708821715 and 0.9013542725
-0.18359724,1.11843,0.8607698,1.4789041,0.22278346,0.67209524,0.6568554,0.75351524,between 0.523583695 and 0.708821715
-1.3334842,0.09249013,-0.27287242,-1.2301643,-0.53567505,1.3285382,0.19922286,-0.57812387,between 0.708821715 and 0.9013542725
-0.1508784,-0.1456942,-0.46590126,-0.8388428,1.2185351,1.0701737,-0.034789097,0.0016787541,between 0.523583695 and 0.708821715
-0.54312915,0.19526209,-0.8083182,0.30207494,-0.9945959,0.72687715,0.9870825,1.010808,between 0.523583695 and 0.708821715
1.1487098,-0.37837902,0.37116995,-0.92238104,-1.2786894,1.532393,0.7113336,0.8590403,between 0.708821715 and 0.9013542725
1.0686659,0.51746666,-0.98746246,-1.3693166,0.4748848,0.86120856,0.66771466,1.510796,greater than 0.9013542725
-0.7283827,0.94039255,0.64768445,0.9087395,1.3267956,-0.53212535,-0.15632159,0.44310766,between 0.523583695 and 0.708821715
-0.20938024,0.7463425,-0.6505313,0.58451575,0.81471163,-0.9490671,0.29948825,0.22706974,greater than 0.9013542725
