theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,y
0.10325877,-0.340717,-0.7829903,0.29833806,0.6792309,0.5886828,1.4384736,1.014972,between 0.523583695 and 0.708821715
-0.18623982,-0.94661474,0.5285559,-0.87591845,1.5023476,-0.38369802,-1.0947005,0.9449097,less than 0.523583695
-0.5878752,-0.27343118,0.69224477,0.12655528,0.79601735,-1.3078444,-0.84889567,0.6562925,between 0.523583695 and 0.708821715
-0.5075041,0.8804986,1.3573896,-0.2712798,1.2996925,0.7918563,1.1010119,1.5434397,less than 0.523583695
0.8029274,0.11020733,-1.0996209,0.6319585,-0.14484258,0.30293107,-1.0914254,1.274342,between 0.708821715 and 0.9013542725
-1.1259377,-0.83881634,-1.0087917,0.2885263,1.2530533,0.12551309,0.6607882,0.80012625,between 0.523583695 and 0.708821715
0.6486926,0.9641932,-0.60779375,0.48311803,-1.431626,-0.7107213,0.25352144,-1.3224714,between 0.708821715 and 0.9013542725
-0.19656847,0.66739625,-0.70983297,0.10579663,-1.2233377,-0.20594971,0.7019603,0.07224812,between 0.708821715 and 0.9013542725
-0.025408695,-0.03568714,-1.1691502,-0.71361345,1.1349121,0.4275946,-0.8980672,-0.58319426,between 0.708821715 and 0.9013542725
-0.5415366,0.6346494,0.32080874,0.3255344,-0.12869905,0.09832033,-1.2934095,1.6608336,between 0.708821715 and 0.9013542725
-1.1127756,-1.2348908,-0.42112997,-0.690281,0.51692116,-1.5191303,0.021857541,0.026293851,between 0.708821715 and 0.9013542725
0.11261783,-0.9998197,-0.65256953,0.7415039,-0.8436781,-1.016814,-0.3509077,0.17753172,between 0.708821715 and 0.9013542725
0.95759916,0.9531982,-1.4294171,1.2876184,-1.261165,-1.054383,-0.8267895,1.1688137,between 0.523583695 and 0.708821715
0.9846436,-0.19094871,-0.09838503,-1.3434368,1.6631861,-1.4266547,0.8639868,-1.3008342,between 0.708821715 and 0.9013542725
1.070069,-0.8957098,0.95120996,-1.2068481,-0.6550886,0.100981995,0.32740676,1.2642912,between 0.708821715 and 0.9013542725
-0.34000137,1.376078,-0.62725866,-0.9814062,0.42067355,-0.98472714,-1.483954,0.9489502,between 0.523583695 and 0.708821715
-1.299889,-0.29533675,0.8928118,-1.176142,-0.6990298,-1.2837881,-0.61317104,-0.6261907,between 0.523583695 and 0.708821715
-0.6200174,-0.6205018,0.64419717,0.7155391,1.0869838,-1.5402672,0.34489238,0.08626517,between 0.523583695 and 0.708821715
-1.3327434,-1.2649698,-0.57532245,-0.7814731,-1.1243783,-0.7605274,-1.2761877,-0.57562006,between 0.708821715 and 0.9013542725
-0.37813652,-1.2925214,-0.9790258,0.061662197,1.0935618,0.22784582,-0.21552204,0.5865446,between 0.523583695 and 0.708821715
1.8395495,0.3511927,1.2853575,-0.1648897,0.3705306,0.73615783,0.20498505,0.5863487,less than 0.523583695
-1.1114513,0.27453467,-1.123238,0.1251903,0.1505757,0.5707359,-1.2624937,1.2702227,greater than 0.9013542725
0.9893036,-0.4697724,-0.671287,-1.1574142,0.5154196,1.1463643,-0.27556112,1.3725839,between 0.523583695 and 0.708821715
0.7673399,0.24401198,0.666381,0.47647226,-0.961136,-1.3606571,-0.80276823,-0.71145785,between 0.708821715 and 0.9013542725
0.70007104,-0.74514604,0.5418135,-0.8207095,0.1880346,0.9317724,0.9397382,-0.7715127,between 0.708821715 and 0.9013542725
0.96450603,-0.028283497,-0.72180176,-0.7813347,-0.85498774,-1.0579573,-0.26644108,-0.11241362,between 0.708821715 and 0.9013542725
-1.1462799,-1.6282797,1.5762632,0.1391083,1.3782427,1.1708518,0.19086133,-1.0373132,less than 0.523583695
-0.014444638,-0.31991315,-1.2890459,0.29610085,0.9494681,-0.6272613,0.8308401,-0.4741852,between 0.708821715 and 0.9013542725
0.44119698,0.6936448,-0.32784998,0.720163,-1.3942618,-1.0163794,0.30076426,0.47510135,less than 0.523583695
1.6241586,-1.3519266,-1.2413745,-0.513756,1.4719372,-0.07786956,-1.5703336,0.19234416,between 0.708821715 and 0.9013542725
-0.525106,0.474584,-0.6212312,1.0931206,0.36141872,-1.3855964,-1.4374987,-0.3197408,greater than 0.9013542725
1.0612106,0.82636815,0.6708453,-1.6157218,-0.8520737,-0.83658504,0.11239616,1.2666187,between 0.523583695 and 0.708821715
1.143905,0.59097695,0.105169766,0.68308127,1.0792888,-0.47963247,-1.0128745,0.45191136,greater than 0.9013542725
1.3780043,0.5208914,0.5987347,-0.14360078,-1.0012169,0.5119294,0.23970045,0.98623717,between 0.708821715 and 0.9013542725
-0.41943762,0.30729583,0.283988,-0.5401101,-0.9017297,1.2206986,0.87273544,-0.8659085,less than 0.523583695
0.18423884,-1.1752719,0.23078799,-0.7255283,-0.1038973,0.9752709,-1.2661049,-0.5957807,between 0.523583695 and 0.708821715
0.81341547,-0.634882,-0.15627852,0.49684885,0.25330362,-1.3281609,0.63930935,-0.32016173,greater than 0.9013542725
0.06840911,-1.216501,0.022131233,-0.80962855,-0.6595034,-1.4273057,1.1541108,-0.64656156,between 0.708821715 and 0.9013542725
0.6991954,0.8828779,-0.003423041,1.2502168,0.9728397,-0.19895837,0.011557687,-0.6542441,between 0.708821715 and 0.9013542725
0.39779437,-1.3808173,-0.6912113,1.6077119,0.09829888,-1.4589711,0.5215364,0.7695182,between 0.523583695 and 0.708821715
-0.12204206,-1.0219328,-0.6341489,-1.2061894,1.020326,-0.22634134,-0.52752125,1.0605454,between 0.708821715 and 0.9013542725
-0.69800323,1.3713819,-0.34752598,0.80320644,0.8343894,-1.5481024,-0.49203452,-1.2942368,between 0.708821715 and 0.9013542725
-1.2196779,1.0811781,-0.51665866,-0.5359798,1.1660181,-1.0908682,-1.4623682,-1.3408113,between 0.708821715 and 0.9013542725
1.2847321,-1.5142479,-1.5051962,1.5510343,1.2649639,0.43712384,1.4702919,-1.1091319,between 0.523583695 and 0.708821715
1.41143,-0.54352164,-1.3528641,0.15459539,-0.168413,0.6568788,-0.58189356,1.5702361,between 0.523583695 and 0.708821715
-0.28875104,0.5170308,1.3633031,-0.17642255,-0.94893336,0.6994739,-1.526769,-0.19446605,between 0.708821715 and 0.9013542725
-0.6664247,1.2055484,0.61141384,-0.17508464,-1.5397329,0.16861115,-1.5915027,0.8650319,between 0.708821715 and 0.9013542725
1.0316159,-0.21885532,-1.1143881,-0.7460856,0.34401202,0.7745236,0.7354441,-0.73940885,between 0.708821715 and 0.9013542725
-0.20497769,0.61445934,-0.31228143,-0.98930734,0.13161612,-1.1533251,0.056514777,-1.0838281,between 0.523583695 and 0.708821715
-1.3823861,-0.17349666,-0.6388849,1.1577592,0.3188296,-1.1565651,1.4785081,0.8757097,between 0.708821715 and 0.9013542725
0.12188092,-1.4021765,0.5682552,0.07979875,0.4269116,1.1240935,0.7131066,1.416434,between 0.523583695 and 0.708821715
0.18640158,-0.42525658,1.0486385,0.5318731,1.3432747,-0.41041467,-0.67392254,-0.13496847,between 0.708821715 and 0.9013542725
0.54896724,-0.996323,0.93087125,0.52815545,0.22797123,-0.18159036,1.6504006,-0.8434893,greater than 0.9013542725
0.829014,-0.2591618,1.1668127,-0.8475106,-0.13555655,0.9522916,-0.8331515,-0.74293685,between 0.708821715 and 0.9013542725
0.60525614,-0.6354563,-0.13697937,0.7255809,-1.0856099,-0.5355045,-0.23176134,0.72051173,between 0.708821715 and 0.9013542725
-0.12512068,0.7236866,0.50580484,-1.2519698,1.1899532,0.6506076,0.59303904,-1.0651149,between 0.708821715 and 0.9013542725
0.041181084,0.54079574,-1.3848759,1.4922504,0.0012452913,-0.63113195,-1.2307127,0.7105426,between 0.708821715 and 0.9013542725
-0.8324377,1.0878817,1.5061285,-0.06204415,1.0109711,-1.3765785,-0.034423865,0.6995978,between 0.708821715 and 0.9013542725
1.0992082,-0.9894533,-1.3029068,-0.73806983,0.15422252,0.94043547,0.55683434,-1.1055948,between 0.523583695 and 0.708821715
1.2785026,0.15171309,-1.4185238,1.298556,1.5128521,1.1874255,1.0994747,-0.849918,greater than 0.9013542725
-1.1492522,-0.70852274,0.39876443,-0.043382503,-1.649566,1.2400287,-0.43181857,0.32290006,between 0.523583695 and 0.708821715
0.6983698,0.9431351,-1.3410051,1.608152,1.3119229,-0.45313352,0.5791113,-0.7866745,between 0.523583695 and 0.708821715
-0.8941192,0.9345819,1.367285,1.4932612,-1.0743654,-0.6957541,-0.2729449,-1.6105962,less than 0.523583695
-0.31422934,-1.1308938,0.4015045,0.02468539,0.2574786,-0.57635564,0.32310343,1.3417805,between 0.523583695 and 0.708821715
