theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,y
0.90592843,-1.0307782,-0.6905912,1.3077209,0.7920741,0.7939661,-0.23618762,1.2039375,between 0.708821715 and 0.9013542725
-0.5123613,0.7463777,1.1710039,-0.8281198,0.66419786,1.2099843,-0.5951745,0.95223266,greater than 0.9013542725
1.0056306,0.24725965,-1.6479582,-1.191365,0.34096637,-0.5908368,-1.4664061,-0.82002497,between 0.708821715 and 0.9013542725
0.297085,1.0226439,-0.32304564,-1.2639751,1.1567584,1.1975195,0.3176667,0.26763391,greater than 0.9013542725
-0.07921983,0.024280516,0.8367346,-1.4620959,0.47504085,-0.3216259,-1.014319,0.7310188,between 0.523583695 and 0.708821715
-0.4142386,-0.7242264,-0.24885653,-0.68566173,-0.79172057,-0.71878934,-0.6160147,0.5875745,between 0.708821715 and 0.9013542725
-0.64363617,-1.0921068,0.0065243156,-1.6126134,-1.2335159,0.2770515,-1.4709096,0.4939941,between 0.523583695 and 0.708821715
-0.4636685,-1.3076673,0.3030839,-0.82382166,0.94969803,-0.17650867,-0.32717386,-0.049287967,between 0.708821715 and 0.9013542725
0.53454286,1.1649245,-0.8916339,1.6436824,0.12322301,-1.6494749,0.955302,-0.917906,between 0.523583695 and 0.708821715
-0.023007536,-1.491449,-0.22767574,-0.892974,-0.36253417,0.47818387,-0.13802283,-1.0617065,between 0.523583695 and 0.708821715
-0.30789518,-0.20340055,-1.1724517,0.6143383,0.30343542,0.59336245,-0.64184976,1.535288,between 0.523583695 and 0.708821715
0.28154567,0.12683083,0.15876277,-1.603162,-0.47761893,-1.8367268,1.2965307,0.22768614,between 0.523583695 and 0.708821715
-0.89970195,0.48790509,0.45895696,-0.6470603,-1.1085832,-0.9858597,-0.22551583,-0.74482125,less than 0.523583695
0.7720353,0.1579934,1.5515294,-1.1836392,-0.8302394,1.0873454,-0.2136267,-0.3884411,between 0.708821715 and 0.9013542725
1.0318394,1.000598,-0.913064,-0.98525316,0.4138047,1.3159289,-0.22529927,-0.6321217,less than 0.523583695
1.5503724,-0.98739505,-1.6579931,0.11009741,-0.29162514,-0.78598315,-0.9697472,1.4283847,between 0.708821715 and 0.9013542725
-1.1455686,-0.6497278,-0.63728076,1.3329976,0.7968804,-1.7077545,-1.4751428,-0.98588413,between 0.708821715 and 0.9013542725
-0.5881883,0.34724474,-0.91746813,-1.1042937,-0.19558261,1.5478911,0.67580736,-1.3276894,between 0.523583695 and 0.708821715
1.1200962,-0.59397835,-0.9737761,1.2309608,0.09290126,-0.7221973,-0.3092263,-1.463458,between 0.523583695 and 0.708821715
-1.3282615,-1.3632815,0.36355305,-0.55839765,1.0813862,1.7281352,0.51265216,-1.2116687,between 0.523583695 and 0.708821715
1.2322164,-1.3024381,-0.5506864,-1.2580017,0.67939705,0.94906193,0.6640858,-1.3019725,between 0.708821715 and 0.9013542725
0.22655854,-0.0292497,0.3441784,-1.1386995,-0.79015726,-0.2714491,-1.0640385,0.45969042,between 0.523583695 and 0.708821715
-0.8382427,-0.42440253,0.064590484,-0.33669877,0.1007781,-0.9698024,-0.7965615,-1.3763729,between 0.708821715 and 0.9013542725
-1.2156848,-0.34990436,-1.2165319,0.7349049,0.8245331,0.45848623,-1.2052579,-1.5609024,between 0.708821715 and 0.9013542725
0.28161624,-0.08180162,1.0369858,1.4607689,-0.61403376,1.2917935,-1.1058637,-1.3375446,greater than 0.9013542725
-0.34115112,-1.3484432,0.79570884,0.5787843,1.575276,-0.90853864,-0.9493319,0.12509052,between 0.523583695 and 0.708821715
-0.71494824,0.917828,0.97070026,-0.96022713,-0.35743505,0.85736614,-0.43484887,0.1213345,between 0.523583695 and 0.708821715
0.8490722,0.15448089,0.8301763,-1.5283657,0.33717754,1.4754074,1.6389997,-1.3443971,between 0.523583695 and 0.708821715
-0.64321405,1.2635598,0.5227244,-0.14232609,-1.0549519,-0.86205477,0.9505412,0.7803649,greater than 0.9013542725
1.2455572,0.21947852,-0.514203,-0.2651883,1.7812879,1.2438538,-0.31863716,0.08936429,greater than 0.9013542725
0.9158129,0.4225,0.31267774,0.7597161,-2.9410522,1.4599602,-0.66164386,0.5695451,between 0.708821715 and 0.9013542725
-0.58148265,1.1261984,0.7415387,0.8629406,2.124866,-1.1822774,-1.5236541,-0.45257184,between 0.708821715 and 0.9013542725
