theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,y
1.4401953,0.7760808,0.078560434,-0.9288495,0.2102348,-1.0032923,-0.9998596,1.0909771,between 0.708821715 and 0.9013542725
0.4993079,1.3660159,0.41777974,0.8515834,0.5555879,0.78273135,-0.010308862,-1.5778198,less than 0.523583695
-0.42871332,-0.43655977,0.5023344,-1.3303972,-0.16841082,0.83815205,-0.4392658,0.423815,less than 0.523583695
-0.30019528,0.38662857,-0.97383356,-1.1044116,1.3622783,-1.0226005,0.5384323,1.3638344,greater than 0.9013542725
-0.59037775,-0.6880942,-0.8661205,1.4011796,-0.6920814,-1.3768147,-1.0748876,0.83566535,greater than 0.9013542725
-1.3103658,-0.77819014,0.067485295,0.42051685,0.9576609,-0.34351128,-0.16730785,0.74373317,less than 0.523583695
-1.428873,-0.48494425,1.3842788,-0.070972614,0.36392963,-0.6973245,0.061226565,-1.1576803,less than 0.523583695
-0.6855417,1.1813961,-0.224166,0.43311083,-0.5856311,-0.969964,-1.4926639,-1.145854,between 0.708821715 and 0.9013542725
1.0473541,-0.91125107,0.87649137,-1.4414439,-0.070975475,0.8474934,-1.461508,-1.1512982,between 0.523583695 and 0.708821715
-0.731705,-1.3783863,1.2300856,-0.19099362,0.16239603,1.2189412,-1.0948974,1.4219887,between 0.523583695 and 0.708821715
-1.3708721,-1.0468345,0.5898011,0.7027018,-0.5321077,-0.2256686,0.8657252,-1.562923,less than 0.523583695
-0.3910274,0.4376506,0.8920326,-0.38479277,1.1998602,1.0299387,1.4568669,-1.2168508,less than 0.523583695
1.086941,1.0711069,-0.29531786,0.49837857,0.20062612,0.9085645,0.45961487,-1.2858269,between 0.708821715 and 0.9013542725
-0.5371655,-0.021849748,1.4149227,-1.2746023,-1.3803626,-0.34697655,-1.1104919,1.1025778,between 0.523583695 and 0.708821715
0.011369539,-0.92704886,0.5374889,-0.9879339,-0.55212456,1.2994907,0.18302774,1.0726259,less than 0.523583695
1.1461349,-0.47954065,-1.3893887,1.3895656,-1.112529,0.35806143,-1.063552,-1.2152125,between 0.708821715 and 0.9013542725
1.8147477,0.33379862,1.5514803,-0.6338219,1.1273173,1.3199356,-0.84762144,1.2155684,less than 0.523583695
1.4212264,0.9724534,-1.346581,-0.5292028,1.375963,0.42367643,-1.4803746,0.37903786,greater than 0.9013542725
-0.75315446,0.82978606,-0.109766714,0.5960821,-0.6796853,-1.2547874,1.1089432,1.6163605,between 0.708821715 and 0.9013542725
-1.282613,-0.44325092,-0.429829,-0.09365502,0.40568376,-1.0857978,-0.92903227,-1.4659072,greater than 0.9013542725
-1.2209084,0.96224356,0.16284381,1.2047625,0.41023776,-1.3316859,-1.3621341,0.33175388,between 0.708821715 and 0.9013542725
-0.60162944,-1.0330205,-0.17558077,-0.07786515,0.5080734,0.7195323,1.0269713,0.9339381,between 0.523583695 and 0.708821715
1.4081407,0.95820254,0.24906333,-0.36246195,0.2269531,-0.7610634,0.3260888,-0.43694142,between 0.708821715 and 0.9013542725
1.481892,0.41964424,-1.3430998,-0.9982162,1.2126604,-1.1944925,0.9010238,0.6318439,greater than 0.9013542725
-1.2339244,-1.3407886,-0.71823555,-0.01220839,0.6781877,1.2720132,1.5059735,0.42919415,between 0.708821715 and 0.9013542725
0.27386296,0.7680168,0.2782454,-0.91989243,1.3560227,-0.36701915,0.24891691,0.04952127,between 0.708821715 and 0.9013542725
-0.49064782,-0.17710066,0.5390379,0.48192045,-0.68787205,-1.3278415,0.42819777,-0.12670344,between 0.523583695 and 0.708821715
-0.8302763,-1.0709103,-0.9235256,-0.63298327,0.5990299,-0.5599542,-1.291263,-0.100221746,greater than 0.9013542725
-0.16800816,-1.3775321,0.80743265,-0.26182202,0.76922125,1.371611,0.94009775,1.2669408,less than 0.523583695
0.57480025,0.8434741,0.7947414,-1.3177347,-0.86182654,0.0095941555,-0.47886127,0.8714601,between 0.708821715 and 0.9013542725
-0.13515942,0.5558853,-0.1898135,-0.12379321,-0.56368613,0.5528956,-1.609571,0.91087484,between 0.523583695 and 0.708821715
-0.63385195,0.8217659,-0.7883585,1.3821003,0.537343,-0.23199359,1.3417528,1.2218366,greater than 0.9013542725
-1.3088542,0.5335926,0.6892337,1.1570349,0.6050444,0.66684437,-0.10088913,-0.5128611,less than 0.523583695
1.0680168,0.1334904,0.7721537,0.77195877,0.73437345,-0.40278634,-0.07936707,0.9927192,between 0.523583695 and 0.708821715
1.5043004,1.0997964,-1.06305,-1.5297304,-1.4235599,0.36600325,-0.39287275,-0.22397727,greater than 0.9013542725
1.1274697,0.8956693,-0.60535586,1.2173193,0.029163495,-1.4201983,0.55438495,0.6866973,greater than 0.9013542725
-0.10256657,-0.31034553,-0.27520448,0.5810215,1.2311007,0.9763955,-0.5586738,0.523949,between 0.708821715 and 0.9013542725
-1.4077338,-0.3115895,1.4115084,1.5526471,1.3374156,-0.35573998,0.689375,-0.6386249,between 0.523583695 and 0.708821715
0.5708576,-0.99624634,1.0679942,-0.3423351,-0.13095911,-0.90298426,-1.5211219,0.5183403,between 0.523583695 and 0.708821715
-1.3574749,-0.8263792,-0.47499546,-0.48897228,1.6195346,-1.4693207,-0.72906446,0.09436101,between 0.523583695 and 0.708821715
0.8682448,-1.0543989,0.6126417,1.5705112,-0.6648944,1.4138917,-0.9103918,0.25730398,between 0.523583695 and 0.708821715
0.21097727,-0.881882,-1.2102659,0.5818351,-0.095690206,-1.2674816,-0.5354905,0.18428834,greater than 0.9013542725
-0.3494613,-0.88303596,0.40697128,-1.0500358,1.5542635,0.10182672,0.83866453,1.178124,between 0.523583695 and 0.708821715
0.34809092,0.13874263,0.8458763,0.31478992,1.2108631,-0.6049325,1.1436685,0.6052306,greater than 0.9013542725
0.16912061,-1.2669591,0.1766055,-1.44647,1.1236677,0.17664272,-0.46236157,0.97615486,between 0.523583695 and 0.708821715
-1.0405158,0.009927698,0.94020766,-0.16562933,-0.9579606,1.3640878,1.4378215,0.13161884,less than 0.523583695
-0.4097592,0.37965956,0.68158,-0.25134143,1.3174862,-0.6048149,-0.8055203,-0.67073065,between 0.523583695 and 0.708821715
0.8364435,-0.87122434,-1.0601711,-0.22038497,0.6540303,-0.20469615,-1.0283295,0.13364127,greater than 0.9013542725
0.4745099,1.531172,-0.76197755,0.14064555,-0.43922108,1.4116833,-0.6104776,0.6619286,less than 0.523583695
1.3725065,1.4627758,-0.24305981,0.4292562,1.2642423,0.7600884,0.9343384,-1.2163985,less than 0.523583695
0.70255566,-0.8732762,-1.3539081,-1.1516213,-1.4206519,-0.9261785,0.4319737,1.2124668,greater than 0.9013542725
1.4009006,-0.6743048,1.4641962,1.4952924,1.1634656,-0.29359946,0.53352,-1.2000469,less than 0.523583695
-0.053934146,0.029769411,1.3850963,0.44583187,-0.39106283,-1.050835,0.7966786,-0.27660674,between 0.523583695 and 0.708821715
1.2188885,-0.34208342,1.5400609,-0.06272036,0.43995786,0.8880437,-0.16928929,-1.5149996,less than 0.523583695
-0.20856082,-1.2033601,0.6261705,1.1717293,0.98095286,0.09260497,0.34924874,1.2552888,between 0.708821715 and 0.9013542725
-0.85905725,-0.8464054,1.0786294,-1.5739912,-0.023677083,0.7826527,-0.97062737,0.54827917,between 0.523583695 and 0.708821715
-1.5476344,0.5833406,1.1947324,1.4251926,1.2836294,1.3550076,-0.3565658,0.8707608,less than 0.523583695
0.38175517,-0.13705328,0.02398856,-1.4161079,-0.13550988,1.4635578,-1.0239078,0.13398653,less than 0.523583695
0.96069247,0.16879424,-1.1762294,1.4543585,0.18430664,1.4340699,0.3706919,0.27669358,greater than 0.9013542725
-0.4884603,1.4971249,-1.062689,1.1630812,0.38887456,1.0828459,-1.2710211,-1.4446826,between 0.708821715 and 0.9013542725
-1.2605637,0.15996158,1.1960404,0.20178844,-1.4143348,1.0370554,-0.90240806,0.07927724,less than 0.523583695
-1.5556505,0.34255376,1.0328528,-1.3326473,0.9058511,1.3739585,1.3241291,0.14397481,less than 0.523583695
-0.5169075,0.4969411,1.0563014,-1.1859623,-0.6497489,-0.8506161,-0.9550403,1.2061133,between 0.523583695 and 0.708821715
0.46195823,-0.37887612,0.79274493,-0.30761212,1.2874228,-0.18680167,0.7978368,-1.3568794,less than 0.523583695
0.7061683,-0.63064414,0.24358119,-0.7041092,0.86938536,0.9402393,0.6606354,1.1490561,between 0.708821715 and 0.9013542725
-1.2877824,-1.4521413,0.73322314,-0.9626764,-1.4217397,0.36012235,-0.85051113,0.80547005,between 0.708821715 and 0.9013542725
0.5498018,-1.5144802,-1.3554322,0.19796826,0.14057572,0.6556627,-0.86385137,1.0348206,greater than 0.9013542725
-0.049511526,-1.4857457,0.88845915,0.120164886,-0.45280796,0.1399722,-0.4517013,0.06675281,less than 0.523583695
1.0341452,-0.019790497,-0.84367615,-0.24465565,-0.7271873,-0.37549138,1.3272587,1.3469981,between 0.708821715 and 0.9013542725
-1.2201047,-0.74368525,-0.33269948,-0.16708238,0.75389016,-0.65684193,-0.37598523,1.3010474,between 0.708821715 and 0.9013542725
-1.3573138,1.4232546,0.9536968,0.5622486,-1.4295995,0.3559411,-0.024424147,-0.18986149,between 0.708821715 and 0.9013542725
0.36309034,-0.01945362,-0.7317931,-0.3738652,-0.0027682008,-0.98317194,-1.4117875,0.031870168,between 0.523583695 and 0.708821715
1.1152222,1.2828811,-1.5374998,-1.5833341,0.4417041,0.7006929,-1.586961,-0.15807351,between 0.523583695 and 0.708821715
0.6941658,-0.31856775,-1.0407679,-1.3170335,0.6491589,0.3387677,-1.5157288,-1.1029453,greater than 0.9013542725
0.07903277,-0.31883407,-1.3354677,-0.70600957,1.2311642,-0.8707813,0.28936654,-0.20294471,greater than 0.9013542725
0.83544666,-0.6352619,-1.0924164,1.0330411,1.5505688,0.9286494,-0.94834125,-1.566767,greater than 0.9013542725
-1.1724206,0.1048962,1.4173416,1.5656512,-1.1954751,-0.4793209,1.3160915,1.612822,less than 0.523583695
-0.43822423,0.7131944,0.42608893,-0.28545663,-1.0032692,1.2045999,1.5203698,0.16446884,less than 0.523583695
-0.8685439,-1.2225795,0.2907651,0.28952998,-1.5431936,-0.651197,1.5289612,-1.2588022,between 0.523583695 and 0.708821715
0.5684761,-0.90574765,0.06608042,1.288847,-0.64627314,0.5162233,-0.81557286,1.3095816,between 0.708821715 and 0.9013542725
0.3035703,-0.89342463,-1.294523,0.22158328,0.46952853,-1.1589003,0.73789334,-1.417815,greater than 0.9013542725
-0.98888725,-1.5097723,1.0030979,-1.0999197,1.1462201,0.30959725,-0.33256105,-1.345539,less than 0.523583695
0.86201257,-0.0073776366,-0.99973196,0.4015935,-1.1673572,-1.6437361,0.8260641,-0.65470946,greater than 0.9013542725
0.09927555,-1.2793188,-0.41539606,0.09885057,-1.0001845,1.3751185,0.29597047,1.4783802,between 0.523583695 and 0.708821715
1.3234245,1.3701851,-1.0838588,-0.59569,-1.0738711,0.60301155,0.2043263,0.09867524,greater than 0.9013542725
0.88101774,0.7124154,1.3024479,-0.49750492,0.7024671,-0.8076336,1.0127436,0.048756946,less than 0.523583695
-0.40095907,-0.99753374,1.1669962,0.5573641,-0.8986388,0.6821524,0.11642358,1.0918527,less than 0.523583695
1.5798882,0.30588582,-1.0135392,1.3984715,1.1100563,-0.3459265,1.4647325,1.3768119,greater than 0.9013542725
-0.8497398,-1.0789201,1.2029511,0.1679973,-1.1181829,0.8267525,1.5362338,1.3269695,less than 0.523583695
