theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,y
0.71175957,-0.45135027,0.1375675,0.68000627,-1.4257623,2.1799614,0.66050285,1.4000546,between 0.523583695 and 0.708821715
0.6964965,1.4260122,-0.8129017,-0.33414873,-0.42608353,-0.1138552,-0.95175517,1.0526305,between 0.523583695 and 0.708821715
-1.4499483,-1.4514893,1.4594377,0.36468336,-0.87594897,1.3486187,-1.2747788,0.8414282,between 0.708821715 and 0.9013542725
1.3767134,-1.0544554,1.7732896,-1.1532985,-1.0706786,0.79569364,-0.6561036,0.17383893,less than 0.523583695
0.12980326,-1.0826927,-0.33594885,-0.33306307,1.0439367,0.6028789,0.26463282,1.2697937,less than 0.523583695
0.0861967,-0.4151013,-0.9008541,0.34499136,1.3103342,0.39290676,0.8975532,0.20726968,greater than 0.9013542725
1.6161858,1.1728876,-0.18553632,-0.58651525,0.8285392,0.62009156,1.2151871,1.1182171,between 0.708821715 and 0.9013542725
1.379921,-0.04380641,-1.1455709,1.0391588,-0.74028313,0.38120797,0.87536323,1.0618861,greater than 0.9013542725
-0.4569575,-0.6170242,-0.4550401,0.3592483,1.3628672,0.5024872,1.2298378,-1.5572988,between 0.523583695 and 0.708821715
-0.7443361,-0.7217486,1.0459522,0.98569566,-0.46584958,-0.03594531,1.159147,-1.0549781,less than 0.523583695
-0.54379976,1.1201428,0.26402047,-0.5742684,-1.5420934,0.74132997,-0.64095736,0.7100234,less than 0.523583695
-0.6020131,0.62508065,-0.24099442,0.87529534,-0.15136942,1.5105524,1.2647072,0.9939011,between 0.523583695 and 0.708821715
1.5198786,0.41365355,-0.120025866,0.20902087,0.05863411,0.74190897,0.12420798,-0.48196912,between 0.708821715 and 0.9013542725
-0.38024715,1.2342222,-1.3939652,0.87826586,-0.31159887,1.244341,0.75933737,0.64862585,greater than 0.9013542725
0.8114705,-0.9223784,1.089717,-0.43642938,-0.9686927,-0.93146473,0.15633124,-0.1798401,between 0.523583695 and 0.708821715
-1.2017192,0.5505732,1.1522771,-0.1656772,-0.94683766,0.288713,-1.0570174,0.19621763,between 0.708821715 and 0.9013542725
-1.50221,0.840415,0.23614188,0.8128845,-0.48774263,0.27291694,0.1982683,-0.7054913,greater than 0.9013542725
-0.7550923,-0.97737616,-1.0548486,-0.5871413,-1.5202206,0.9112894,-0.88348573,1.1056932,between 0.523583695 and 0.708821715
1.4486351,0.011960635,-1.2234745,-0.08832102,0.38909805,1.0157226,0.75670165,0.14421639,between 0.708821715 and 0.9013542725
-0.62973547,1.3595148,0.4449388,1.1823016,0.59726125,0.43452522,-0.54042834,0.43985286,between 0.708821715 and 0.9013542725
0.52092797,1.6554248,-1.2711966,1.1761307,0.7940752,-1.1958193,0.4251782,-1.1751938,between 0.523583695 and 0.708821715
0.4365857,0.5206898,-0.589601,-1.0463623,-1.1495216,-0.3354842,-0.064736366,0.88829356,between 0.708821715 and 0.9013542725
0.051568735,1.3261884,1.8282897,0.819739,1.36393,0.3974236,-0.13339108,1.4872422,less than 0.523583695
0.5913514,0.80594295,1.2552491,-1.3920238,-1.3678787,0.48828837,0.86094236,-1.2699254,less than 0.523583695
1.2242389,0.16025466,-0.66801596,0.733848,0.16237962,0.40381557,-1.0508715,1.0810022,between 0.523583695 and 0.708821715
0.949959,-0.17408231,-0.8331739,0.6596078,-0.41044694,-0.4546142,1.7057161,0.4345,between 0.523583695 and 0.708821715
0.8479353,0.8583721,-1.5231081,0.20119508,0.047845446,0.20004141,-0.39753583,1.0527064,greater than 0.9013542725
0.9404696,-0.5398033,0.93419814,-0.948274,-0.90737563,-0.29622778,1.1370707,-0.23182969,between 0.523583695 and 0.708821715
-0.78660864,-0.8642711,-1.2506874,-0.50327325,-1.378038,1.0621207,1.0866382,-0.9684128,between 0.708821715 and 0.9013542725
0.42781854,-0.24010594,0.3449629,-0.16634837,-0.16540702,0.15522829,1.2581925,0.83034253,between 0.523583695 and 0.708821715
0.5853909,0.60547715,-0.10140022,-1.2289734,-0.1700454,-0.5536879,1.0149565,-1.0854683,greater than 0.9013542725
0.024328288,0.10296738,0.70872486,-0.045016177,0.34912091,0.15603021,0.11803489,1.4406852,between 0.523583695 and 0.708821715
