tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab
7.39051719196711,8.46391110953348,3.46798249611355,9.68631433541185,4.02314945023671,-1.46501176588217,-1.73481433134849,-0.854213309604441,0.627823357110059,0.450735111325965,0.739843111637361,0.689219281741101,between 0.01714170443331965 and 0.044878440872278276
6.81920948328179,3.44411111111111,8.11122227777778,2.44444444444444,3.55555555555556,-1.22222222222222,-0.777777777777778,-1.33333333333333,0.277777777777778,0.888888888888889,0.999999999999999,0.111111111111111,greater than 0.044878440872278276
9.30213579294424,7.7530612244898,5.16164383561644,4.02197368774447,2.91661131650222,-0.981832598762821,-0.642821203118895,-1.46309182795708,0.435167273794556,0.612209465281129,0.746103456497697,0.852103167597836,less than -0.015556906596825749
5.26315789473684,8.42105263157895,9.47368421052632,7.73684210526316,3.94736842105263,-0.842105263157895,-1.57894736842105,-1.39473684210526,0.68421052631579,0.473684210526316,0.263157894736842,0.421052631578947,greater than 0.044878440872278276
6.05263157894737,4.73684210526316,7.36842105263157,8.47368421052632,4.47368421052632,-1.57894736842105,-0.842105263157895,-1.10526315789474,0.394736842105263,0.342105263157895,0.342105263157895,0.736842105263158,between 0.01714170443331965 and 0.044878440872278276
3.34210526315789,0.789473684210526,6.71052631578947,2.36842105263158,4.10526315789474,-0.526315789473684,-1.36842105263158,-1.71052631578947,0.342105263157895,0.789473684210526,0.105263157894737,0.631578947368421,between -0.015556906596825749 and 0.01714170443331965
3.73684210526316,7.15789473684211,8.05263157894737,5.63157894736842,3.47368421052632,-0.894736842105263,-0.578947368421053,-0.842105263157895,0.394736842105263,0.447368421052632,0.473684210526316,0.710526315789473,between 0.01714170443331965 and 0.044878440872278276
4.63157894736842,3.42105263157895,6.47368421052632,8.21052631578947,4.36842105263158,-0.447368421052632,-1.10526315789474,-0.578947368421053,0.578947368421053,0.263157894736842,0.473684210526316,0.210526315789473,greater than 0.044878440872278276
9.23684210526316,8.36842105263158,4.34210526315789,1.05263157894737,2.84210526315789,-0.473684210526316,-0.710526315789473,-0.631578947368421,0.526315789473684,0.473684210526316,0.578947368421053,0.578947368421053,between -0.015556906596825749 and 0.01714170443331965
6.63157894736842,9.84210526315789,2.36842105263158,3.15789473684211,4.21052631578947,-1.26315789473684,-0.631578947368421,-1.57894736842105,0.157894736842105,0.368421052631579,0.526315789473684,0.631578947368421,less than -0.015556906596825749
8.36842105263158,7.63157894736842,8.21052631578947,9.47368421052632,3.21052631578947,-1.52631578947368,-0.894736842105263,-1.10526315789474,0.789473684210526,0.947368421052632,0.394736842105263,0.631578947368421,between 0.01714170443331965 and 0.044878440872278276
9.78947368421053,1.36842105263158,7.47368421052632,4.21052631578947,3.36842105263158,-1.71052631578947,-0.368421052631579,-0.842105263157895,0.210526315789473,0.631578947368421,0.473684210526316,0.631578947368421,greater than 0.044878440872278276
5.42105263157895,2.05263157894737,3.34210526315789,8.84210526315789,4.05263157894737,-1.57894736842105,-0.947368421052632,-0.894736842105263,0.368421052631579,0.526315789473684,0.631578947368421,0.368421052631579,less than -0.015556906596825749
0.631578947368421,5.36842105263158,1.63157894736842,5.21052631578947,3.94736842105263,-1.63157894736842,-0.578947368421053,-1.73684210526316,0.368421052631579,0.394736842105263,0.631578947368421,0.473684210526316,between -0.015556906596825749 and 0.01714170443331965
7.36842105263158,4.73684210526316,8.36842105263158,6.21052631578947,3.36842105263158,-0.368421052631579,-1.36842105263158,-0.447368421052632,0.631578947368421,0.368421052631579,0.157894736842105,0.210526315789473,between 0.01714170443331965 and 0.044878440872278276
8.23684210526316,2.73684210526316,5.57894736842105,1.78947368421053,4.36842105263158,-0.368421052631579,-0.631578947368421,-1.26315789473684,0.368421052631579,0.157894736842105,0.736842105263158,0.736842105263158,less than -0.015556906596825749
