tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab
5.432112,8.194521,3.982145,6.753201,4.521411,-1.382191,-1.739821,-1.451231,0.823191,0.657832,0.493721,0.372191,greater than 0.044878440872278276
3.982145,5.657832,2.145612,8.394521,4.098765,-1.654321,-1.293847,-1.823109,0.951234,0.782391,0.634521,0.521874,between 0.01714170443331965 and 0.044878440872278276
8.657823,9.384521,1.823109,7.654321,3.765432,-0.982135,-1.654321,-1.394873,0.657823,0.823109,0.394521,0.657823,greater than 0.044878440872278276
2.394873,6.823109,4.973649,5.394521,2.983721,-1.234567,-1.876543,-1.012346,0.546732,0.982135,0.657823,0.394521,less than -0.015556906596825749
6.549872,8.129874,3.213456,9.012346,5.012346,-1.654321,-1.234567,-1.876543,0.982135,0.657823,0.394521,0.657823,greater than 0.044878440872278276
1.876543,3.213456,7.983721,6.549872,4.120987,-0.987654,-1.321098,0.876543,0.546732,0.657823,0.982135,0.123456,less than -0.015556906596825749
4.56789,5.012346,2.345678,8.765432,3.456789,-1.234567,-1.876543,-1.012346,0.678901,0.345678,0.901234,0.56789,between 0.01714170443331965 and 0.044878440872278276
7.890123,9.012346,1.234567,3.456789,5.678901,-1.876543,-1.012346,-1.765432,0.901234,0.56789,0.890123,0.456789,greater than 0.044878440872278276
3.456789,6.789012,4.56789,9.012346,2.345678,-1.012346,-1.765432,-1.876543,0.56789,0.890123,0.901234,0.123456,less than -0.015556906596825749
1.012346,8.901234,7.654321,7.823109,4.982135,-1.654321,-1.394873,-1.823109,0.823109,0.982135,0.657823,0.521874,between 0.01714170443331965 and 0.044878440872278276
6.765432,2.109874,3.549872,1.982135,4.56789,-1.876543,-1.012346,-1.765432,0.890123,0.456789,0.56789,0.901234,less than -0.015556906596825749
2.109874,9.876543,4.012346,6.765432,3.901234,-0.901234,-1.654321,-1.823109,0.657823,0.823109,0.394521,0.657823,greater than 0.044878440872278276
7.823109,8.394873,0.901234,8.901234,4.823109,-1.012346,-1.876543,-1.012346,0.982135,0.657823,0.394521,0.657823,greater than 0.044878440872278276
0.901234,6.987654,7.765432,8.234567,3.456789,-0.876543,-1.321098,-1.654321,0.778901,0.901234,0.123456,0.56789,less than -0.015556906596825749
1.754321,0.56789,4.890123,7.901234,4.432109,-0.983721,-1.655321,-1.762109,0.321098,0.456789,0.123456,0.901234,less than -0.015556906596825749
7.765432,2.323456,3.983721,7.982135,4.876543,-1.443211,-1.728395,-1.312548,0.870123,0.609523,0.589012,0.395821,between 0.01714170443331965 and 0.044878440872278276
