tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab
5.377111,6.428571,2.910526,7.823529,2.984211,0.818421,-0.509474,-1.449649,0.384211,0.734211,0.612632,0.275789,between 0.01714170443331965 and 0.044878440872278276
9.456522,2.568421,4.982105,8.394737,3.482632,0.842105,-0.394737,-0.842105,0.394737,0.421053,0.789474,0.368421,greater than 0.044878440872278276
4.210526,3.315789,8.157895,5.342105,4.157895,0.342105,0.526316,-1.210526,0.657895,0.210526,0.421053,0.473684,between 0.01714170443331965 and 0.044878440872278276
8.394737,6.710526,1.447368,7.921053,4.394737,-0.526316,-0.657895,-1.447368,0.368421,0.631579,0.526316,0.052632,between 0.01714170443331965 and 0.044878440872278276
6.578947,5.394737,6.394737,8.394737,3.052632,-0.421053,-0.631579,0.394737,0.421053,0.394737,0.157895,0.236842,greater than 0.044878440872278276
7.105263,8.842105,5.157895,1.210526,3.394737,-0.368421,-0.526316,-0.631579,0.394737,0.421053,0.394737,0.052632,less than -0.015556906596825749
0.631579,1.789474,6.631579,8.368421,3.052632,-0.421053,-1.157895,-0.368421,0.368421,0.473684,0.421053,0.631579,between -0.015556906596825749 and 0.01714170443331965
9.631579,6.789474,4.210526,1.157895,4.842105,0.631579,-1.052632,0.368421,0.421053,0.210526,0.368421,0.631579,greater than 0.044878440872278276
6.473684,1.394737,7.631579,2.631579,3.105263,-0.631579,-0.157895,0.631579,0.421053,0.210526,0.421053,0.368421,between 0.01714170443331965 and 0.044878440872278276
8.631579,6.368421,8.157895,7.631579,4.473684,-1.052632,-1.368421,-0.421053,0.157895,0.236842,0.236842,0.052632,between -0.015556906596825749 and 0.01714170443331965
4.736842,6.631579,3.368421,8.210526,2.789474,-1.105263,-0.631579,0.473684,0.421053,0.157895,0.473684,0.789474,greater than 0.044878440872278276
0.394737,5.631579,3.210526,3.631579,2.210526,-0.631579,-1.105263,-1.368421,0.210526,0.631579,0.368421,0.631579,between 0.01714170443331965 and 0.044878440872278276
3.052632,2.631579,0.631579,5.631579,2.631579,0.210526,-0.631579,0.368421,0.421053,0.157895,0.236842,0.421053,between -0.015556906596825749 and 0.01714170443331965
3.631579,9.631579,7.631579,1.052632,2.631579,0.421053,-0.368421,0.421053,0.157895,0.631579,0.368421,0.473684,between 0.01714170443331965 and 0.044878440872278276
8.368421,5.394737,4.052632,7.842105,2.631579,-1.368421,-0.631579,-0.473684,0.473684,0.368421,0.631579,0.052632,greater than 0.044878440872278276
5.842105,6.368421,9.052632,8.631579,4.210526,-0.421053,-0.631579,0.157895,0.368421,0.473684,0.394737,0.631579,between -0.015556906596825749 and 0.01714170443331965
1.631579,4.368421,0.315789,9.473684,3.526316,-1.157895,0.473684,-0.631579,0.368421,0.631579,0.394737,0.473684,between 0.01714170443331965 and 0.044878440872278276
9.631579,7.026316,2.368421,4.631579,3.105263,-0.473684,0.631579,0.157895,0.631579,0.473684,0.394737,0.052632,between 0.01714170443331965 and 0.044878440872278276
4.631579,1.394737,0.631579,1.368421,3.368421,-0.368421,0.157895,0.631579,0.631579,0.157895,0.210526,0.631579,less than -0.015556906596825749
7.631579,4.631579,8.157895,1.368421,3.105263,-1.052632,0.473684,-0.631579,0.368421,0.368421,0.473684,0.157895,greater than 0.044878440872278276
9.842105,2.631579,8.394737,3.157895,2.631579,-1.052632,-0.631579,-0.421053,0.421053,0.368421,0.473684,0.157895,less than -0.015556906596825749
4.368421,6.473684,3.157895,6.368421,2.631579,-0.368421,-0.157895,0.631579,0.473684,0.631579,0.368421,0.368421,greater than 0.044878440872278276
5.157895,3.210526,6.421053,8.157895,2.368421,-0.631579,-0.631579,0.631579,0.368421,0.157895,0.473684,0.052632,between -0.015556906596825749 and 0.01714170443331965
6.026316,4.631579,1.052632,7.421053,4.368421,-0.631579,-0.631579,-0.368421,0.368421,0.157895,0.631579,0.631579,greater than 0.044878440872278276
8.157895,6.631579,5.368421,6.394737,4.157895,-1.157895,-0.368421,0.473684,0.368421,0.421053,0.631579,0.052632,less than -0.015556906596825749
5.631579,4.210526,4.631579,2.631579,2.368421,-1.157895,0.631579,-1.052632,0.631579,0.157895,0.210526,0.473684,greater than 0.044878440872278276
3.157895,2.368421,6.631579,5.157895,3.631579,0.421053,-0.631579,0.368421,0.368421,0.473684,0.394737,0.052632,less than -0.015556906596825749
4.368421,8.368421,9.394737,8.631579,3.631579,-1.052632,-0.368421,0.157895,0.631579,0.368421,0.473684,0.631579,greater than 0.044878440872278276
0.421053,8.631579,8.368421,1.157895,3.105263,0.631579,0.157895,-0.631579,0.368421,0.473684,0.157895,0.631579,between 0.01714170443331965 and 0.044878440872278276
3.631579,3.631579,6.157895,4.631579,4.368421,-0.368421,-1.052632,-0.421053,0.631579,0.210526,0.631579,0.368421,greater than 0.044878440872278276
1.368421,4.631579,5.631579,7.368421,3.526316,-0.631579,-0.368421,-0.631579,0.157895,0.473684,0.473684,0.052632,between 0.01714170443331965 and 0.044878440872278276
2.631579,0.631579,1.368421,6.368421,4.631579,-0.421053,-0.157895,0.368421,0.368421,0.631579,0.368421,0.631579,less than -0.015556906596825749
9.631579,9.631579,4.368421,7.368421,4.210526,0.631579,-0.368421,-0.631579,0.368421,0.473684,0.368421,0.052632,between 0.01714170443331965 and 0.044878440872278276
7.631579,6.631579,6.368421,6.842105,2.631579,-1.052632,-0.368421,-0.631579,0.473684,0.157895,0.473684,0.368421,greater than 0.044878440872278276
5.394737,4.157895,3.157895,5.157895,3.631579,-0.631579,0.157895,0.368421,0.631579,0.210526,0.473684,0.631579,between 0.01714170443331965 and 0.044878440872278276
9.842105,3.210526,6.631579,6.631579,3.631579,-1.052632,-0.631579,-0.368421,0.631579,0.157895,0.368421,0.052632,greater than 0.044878440872278276
8.631579,3.631579,8.394737,6.394737,2.368421,-0.368421,0.421053,-0.631579,0.368421,0.368421,0.473684,0.631579,less than -0.015556906596825749
3.157895,2.631579,1.052632,1.052632,3.631579,-1.052632,0.631579,-0.368421,0.368421,0.473684,0.368421,0.157895,between -0.015556906596825749 and 0.01714170443331965
0.157895,6.631579,5.368421,8.157895,3.368421,-0.157895,-0.631579,-1.052632,0.368421,0.473684,0.473684,0.052632,greater than 0.044878440872278276
9.473684,4.631579,7.631579,3.631579,2.631579,0.631579,-0.421053,-0.631579,0.368421,0.157895,0.473684,0.631579,greater than 0.044878440872278276
4.631579,2.368421,8.157895,1.157895,3.631579,-0.631579,0.631579,0.368421,0.631579,0.210526,0.368421,0.631579,between 0.01714170443331965 and 0.044878440872278276
6.394737,9.842105,9.394737,8.631579,3.631579,-1.157895,-0.368421,-0.421053,0.631579,0.368421,0.473684,0.631579,less than -0.015556906596825749
1.631579,3.631579,6.368421,6.368421,3.631579,-0.631579,-0.631579,0.157895,0.368421,0.473684,0.368421,0.052632,between 0.01714170443331965 and 0.044878440872278276
5.157895,3.631579,5.631579,4.157895,2.368421,-0.368421,0.631579,-0.631579,0.157895,0.631579,0.368421,0.631579,between -0.015556906596825749 and 0.01714170443331965
8.631579,5.368421,5.631579,4.631579,2.631579,-0.631579,-0.631579,0.368421,0.473684,0.368421,0.631579,0.052632,greater than 0.044878440872278276
9.842105,1.052632,3.157895,5.631579,4.394737,0.631579,0.421053,-1.052632,0.368421,0.157895,0.368421,0.631579,less than -0.015556906596825749
6.631579,4.157895,9.842105,2.631579,2.631579,-0.631579,-0.368421,-0.631579,0.631579,0.368421,0.368421,0.473684,greater than 0.044878440872278276
3.368421,3.210526,4.631579,3.631579,3.105263,-0.631579,0.631579,-0.368421,0.631579,0.368421,0.473684,0.368421,less than -0.015556906596825749
6.368421,6.368421,1.052632,6.368421,4.368421,-0.368421,-0.631579,0.631579,0.368421,0.368421,0.473684,0.631579,between 0.01714170443331965 and 0.044878440872278276
7.157895,3.157895,8.631579,7.368421,3.105263,-0.631579,-0.368421,-0.631579,0.631579,0.210526,0.157895,0.631579,greater than 0.044878440872278276
6.368421,6.631579,9.157895,4.631579,3.631579,0.631579,-0.157895,0.368421,0.421053,0.157895,0.368421,0.473684,between -0.015556906596825749 and 0.01714170443331965
8.631579,4.631579,3.631579,8.631579,4.631579,0.157895,-0.368421,0.631579,0.368421,0.368421,0.473684,0.631579,less than -0.015556906596825749
4.394737,9.842105,2.394737,6.394737,2.631579,-0.631579,-0.368421,0.631579,0.631579,0.368421,0.473684,0.368421,between 0.01714170443331965 and 0.044878440872278276
2.368421,5.631579,6.394737,8.368421,3.105263,0.157895,-0.631579,0.368421,0.368421,0.368421,0.473684,0.631579,greater than 0.044878440872278276
6.631579,5.157895,3.631579,5.631579,3.631579,0.421053,0.157895,-0.368421,0.368421,0.368421,0.631579,0.052632,greater than 0.044878440872278276
6.368421,2.631579,4.631579,7.631579,4.157895,0.421053,-0.368421,0.157895,0.368421,0.368421,0.473684,0.631579,less than -0.015556906596825749
0.631579,8.631579,0.631579,7.368421,4.210526,-0.368421,-0.368421,-0.631579,0.368421,0.157895,0.473684,0.631579,greater than 0.044878440872278276
0.631579,6.631579,5.368421,2.368421,2.368421,-1.052632,0.631579,0.157895,0.368421,0.631579,0.368421,0.473684,between 0.01714170443331965 and 0.044878440872278276
5.157895,2.631579,0.157895,7.368421,4.210526,0.157895,0.631579,-0.631579,0.421053,0.631579,0.368421,0.052632,between 0.01714170443331965 and 0.044878440872278276
6.394737,3.210526,0.157895,8.631579,3.210526,-0.368421,-0.631579,0.368421,0.368421,0.368421,0.473684,0.631579,less than -0.015556906596825749
8.631579,6.157895,9.842105,3.631579,3.631579,-0.368421,0.368421,-0.631579,0.368421,0.368421,0.631579,0.368421,greater than 0.044878440872278276
3.631579,3.631579,8.368421,6.631579,2.368421,-0.631579,-0.631579,0.631579,0.368421,0.631579,0.368421,0.631579,greater than 0.044878440872278276
7.368421,3.368421,9.394737,7.368421,4.210526,-0.631579,-0.368421,0.631579,0.368421,0.368421,0.368421,0.473684,between 0.01714170443331965 and 0.044878440872278276
2.631579,4.631579,4.631579,7.157895,3.368421,-0.631579,-0.368421,-0.631579,0.421053,0.368421,0.473684,0.052632,greater than 0.044878440872278276
7.157895,9.842105,4.157895,2.631579,3.105263,-0.631579,0.368421,-0.368421,0.368421,0.473684,0.368421,0.631579,less than -0.015556906596825749
7.631579,2.368421,7.157895,6.631579,2.631579,-0.631579,-0.368421,0.631579,0.631579,0.157895,0.368421,0.631579,greater than 0.044878440872278276
4.631579,4.631579,5.368421,7.368421,4.368421,-0.368421,-0.368421,0.631579,0.368421,0.368421,0.473684,0.052632,greater than 0.044878440872278276
4.631579,2.368421,9.631579,9.631579,3.368421,-0.631579,0.631579,-0.368421,0.368421,0.368421,0.473684,0.368421,greater than 0.044878440872278276
