tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab
3.189563,4.892154,7.194382,2.473942,4.231421,-0.981231,-1.473942,-1.234567,0.812391,0.421982,0.654321,0.275467,between 0.01714170443331965 and 0.044878440872278276
6.453421,9.876543,3.217632,8.654321,4.892135,-1.276543,-0.943217,-1.765432,0.467821,0.982135,0.113456,0.786543,greater than 0.044878440872278276
2.987654,1.234567,8.765432,9.087654,3.456789,-1.054321,-1.943217,-0.765432,0.982654,0.117632,0.654321,0.467821,between 0.01714170443331965 and 0.044878440872278276
5.432198,7.654321,2.109874,1.054321,4.238761,-1.982135,-1.276543,-1.943217,0.786543,0.234567,0.982135,0.654321,less than -0.015556906596825749
0.654321,3.217632,9.087654,8.943217,2.467821,-0.982135,-1.654321,-0.876543,0.213456,0.896543,0.467821,0.113456,between -0.015556906596825749 and 0.01714170443331965
4.238761,2.109874,1.054321,6.543219,3.945673,-0.943217,-1.982135,-1.117632,0.982135,0.765432,0.421982,0.896543,greater than 0.044878440872278276
9.087654,1.765432,8.943217,3.945673,4.893721,-1.654321,-0.982135,-1.054321,0.467821,0.982135,0.786543,0.275467,between 0.01714170443331965 and 0.044878440872278276
1.054321,8.765432,9.654321,2.982135,3.217632,-0.943217,-1.117632,-1.982135,0.896543,0.213456,0.982135,0.421982,less than -0.015556906596825749
6.876543,4.238761,3.945673,9.982135,2.654321,-1.982135,-0.876543,-0.982135,0.982135,0.896543,0.421982,0.786543,between 0.01714170443331965 and 0.044878440872278276
8.943217,9.654321,1.765432,4.893721,4.321098,-0.982135,-1.654321,-0.943217,0.467821,0.982135,0.896543,0.275467,greater than 0.044878440872278276
7.654321,3.945673,8.765432,6.543219,2.982135,-1.054321,-1.276543,-1.982135,0.982135,0.421982,0.786543,0.896543,between 0.01714170443331965 and 0.044878440872278276
2.109874,1.765432,9.654321,8.943217,4.893721,-0.943217,-0.982135,-0.876543,0.786543,0.982135,0.467821,0.421982,less than -0.015556906596825749
3.945673,6.876543,3.217632,1.765432,3.456789,-0.982135,-0.943217,-0.982135,0.982135,0.896543,0.786543,0.275467,between 0.01714170443331965 and 0.044878440872278276
9.982135,1.054321,8.943217,2.109874,2.654321,-0.876543,-0.982135,-0.943217,0.896543,0.982135,0.421982,0.786543,greater than 0.044878440872278276
4.893721,8.765432,1.765432,6.876543,4.321098,-0.982135,-0.943217,-0.654321,0.982135,0.467821,0.896543,0.421982,between 0.01714170443331965 and 0.044878440872278276
1.765432,9.654321,8.943217,3.945673,3.945673,-0.943217,-0.982135,-0.876543,0.786543,0.982135,0.896543,0.275467,less than -0.015556906596825749
6.543219,4.893721,9.087654,2.982135,4.238761,-0.982135,-0.943217,-0.982135,0.467821,0.982135,0.421982,0.786543,between 0.01714170443331965 and 0.044878440872278276
8.765432,1.054321,3.945673,9.982135,2.982135,-0.943217,-0.982135,-0.876543,0.982135,0.896543,0.786543,0.896543,greater than 0.044878440872278276
7.321098,3.945673,1.765432,4.893721,3.456789,-0.982135,-0.943217,-0.982135,0.982135,0.421982,0.896543,0.275467,between 0.01714170443331965 and 0.044878440872278276
2.654321,9.087654,8.943217,6.543219,4.893721,-0.943217,-0.982135,-0.876543,0.786543,0.982135,0.467821,0.421982,less than -0.015556906596825749
4.321098,1.765432,9.654321,2.109874,2.982135,-0.982135,-0.943217,-0.982135,0.982135,0.896543,0.786543,0.275467,between 0.01714170443331965 and 0.044878440872278276
9.654321,8.765432,1.765432,9.982135,4.321098,-0.943217,-0.982135,-0.876543,0.896543,0.982135,0.421982,0.786543,greater than 0.044878440872278276
1.765432,3.945673,8.943217,4.893721,3.945673,-0.982135,-0.943217,-0.982135,0.982135,0.896543,0.786543,0.896543,less than -0.015556906596825749
6.876543,9.087654,9.654321,2.982135,2.654321,-0.943217,-0.982135,-0.876543,0.786543,0.982135,0.467821,0.421982,between 0.01714170443331965 and 0.044878440872278276
8.943217,1.765432,3.945673,6.543219,4.893721,-0.982135,-0.943217,-0.982135,0.982135,0.896543,0.786543,0.275467,greater than 0.044878440872278276
7.654321,9.654321,8.943217,1.765432,3.456789,-0.943217,-0.982135,-0.876543,0.896543,0.982135,0.421982,0.786543,between 0.01714170443331965 and 0.044878440872278276
2.109874,8.765432,1.765432,9.982135,2.982135,-0.982135,-0.943217,-0.982135,0.982135,0.896543,0.786543,0.896543,less than -0.015556906596825749
3.945673,4.893721,9.087654,4.893721,4.321098,-0.943217,-0.982135,-0.876543,0.786543,0.982135,0.467821,0.421982,between 0.01714170443331965 and 0.044878440872278276
9.982135,9.654321,8.943217,2.109874,2.654321,-0.943217,-0.982135,-0.876543,0.896543,0.982135,0.421982,0.275467,greater than 0.044878440872278276
1.765432,1.765432,3.945673,6.876543,3.945673,-0.982135,-0.943217,-0.982135,0.982135,0.896543,0.786543,0.896543,less than -0.015556906596825749
6.543219,3.945673,1.765432,9.982135,4.238761,-0.982135,-0.943217,-0.982135,0.467821,0.982135,0.896543,0.421982,between 0.01714170443331965 and 0.044878440872278276
8.765432,8.765432,8.943217,2.982135,2.982135,-0.943217,-0.982135,-0.876543,0.982135,0.896543,0.786543,0.275467,greater than 0.044878440872278276
