Column,Metric,Score
frequency,TVComplement,0.7984068627450981
angle_of_attack,TVComplement,0.7046569104190658
chord_length,TVComplement,0.5122549188773545
free_stream_velocity,TVComplement,0.6893382352941176
displacement_thickness,TVComplement,0.5085786205305207
sound_pressure,TVComplement,0.9362745098039216
All,Average Shape,0.6915850096116798
frequency and angle_of_attack,ContingencySimilarity,0.2892156862745099
frequency and chord_length,ContingencySimilarity,0.34405637254901955
frequency and free_stream_velocity,ContingencySimilarity,0.4500612745098038
frequency and displacement_thickness,ContingencySimilarity,0.2735906862745098
frequency and sound_pressure,ContingencySimilarity,0.5827205882352942
angle_of_attack and chord_length,ContingencySimilarity,0.3673406862745099
angle_of_attack and free_stream_velocity,ContingencySimilarity,0.4224877450980391
angle_of_attack and displacement_thickness,ContingencySimilarity,0.3400735294117647
angle_of_attack and sound_pressure,ContingencySimilarity,0.430453431372549
chord_length and free_stream_velocity,ContingencySimilarity,0.477328431372549
chord_length and displacement_thickness,ContingencySimilarity,0.2619485294117647
chord_length and sound_pressure,ContingencySimilarity,0.461703431372549
free_stream_velocity and displacement_thickness,ContingencySimilarity,0.22671568627450978
free_stream_velocity and sound_pressure,ContingencySimilarity,0.6697303921568627
displacement_thickness and sound_pressure,ContingencySimilarity,0.3244485294117647
All Pairs,Average Corr Similarity,0.39479166666666665
