LATITUDE,LONGITUDE,LND_SQFOOT,TOT_LVG_AREA,SPEC_FEAT_VAL,RAIL_DIST,OCEAN_DIST,WATER_DIST,CNTR_DIST,SUBCNTR_DI,HWY_DIST,age,avno60plus,month_sold,structure_quality,SALE_PRC
25.6911864807,-80.4312199637,5625.0,1530.0,22997.0,16131.9,49531.6,40710.8,84409.3,38784.5,13857.2,31,0,10,4,between 235000.0 and 310000.0
25.5099620076,-80.417339827,5162.0,2940.0,2046.0,23903.8,25700.5,19180.7,121912.0,73308.5,958.0,11,0,9,2,between 235000.0 and 310000.0
25.6714585044,-80.4645644642,5000.0,2117.0,0.0,4796.7,56094.9,45647.8,97297.8,50136.3,25042.1,19,0,1,4,between 235000.0 and 310000.0
25.5351167898,-80.400676807,4500.0,1622.0,13.0,14544.1,22891.2,15216.8,111320.3,62665.0,3296.3,26,0,11,2,less than 235000.0
25.6682973298,-80.2967909927,42688.0,5670.0,68129.0,7920.3,10115.2,4144.2,52078.2,8967.3,7062.9,11,0,4,5,greater than 428000.0
25.8941618431,-80.2322446459,10500.0,1260.0,890.0,4691.3,36270.9,1871.3,44570.0,44570.0,7464.5,62,0,10,4,less than 235000.0
25.6925650529,-80.2987499857,15333.0,4491.0,52140.0,1152.7,14047.6,8510.2,46326.1,4986.6,5966.6,0,0,3,5,greater than 428000.0
25.7492452216,-80.4481568624,5000.0,1845.0,3864.0,13223.7,66772.6,37303.7,84644.2,49521.6,13996.5,12,0,6,4,between 310000.0 and 428000.0
25.8797965532,-80.2847841032,6300.0,1204.0,10051.0,7979.3,53866.6,4989.2,48138.8,48052.7,12641.4,28,0,9,4,between 235000.0 and 310000.0
25.4962914136,-80.4192810683,6080.0,1220.0,3214.0,22038.6,26108.9,17273.6,126273.8,78018.5,510.5,10,0,6,2,less than 235000.0
25.4592199682,-80.4549707988,15280.0,2160.0,7284.0,8428.7,37914.1,26356.0,144084.8,95418.1,2299.5,17,0,2,2,less than 235000.0
25.6623654172,-80.4284728936,5045.0,1804.0,960.0,8712.0,43833.0,34693.6,88006.2,39030.9,13505.0,27,0,9,4,between 235000.0 and 310000.0
25.6788528081,-80.3038154613,38027.0,5253.0,38590.0,3686.7,13540.6,7271.1,50878.2,4565.1,3498.0,13,0,12,5,greater than 428000.0
