LATITUDE,LONGITUDE,LND_SQFOOT,TOT_LVG_AREA,SPEC_FEAT_VAL,RAIL_DIST,OCEAN_DIST,WATER_DIST,CNTR_DIST,SUBCNTR_DI,HWY_DIST,age,avno60plus,month_sold,structure_quality,SALE_PRC
25.7566724609,-80.2174224662,7250.0,2368.0,0.0,2963.0,4891.5,4878.8,10850.7,10850.7,3188.4,21,0,7,4,greater than 428000.0
25.4724344934,-80.4233509419,4039.0,2483.0,2232.0,18311.0,27286.2,15972.2,134129.0,86414.5,4432.0,9,0,8,2,less than 235000.0
25.9110641687,-80.1896256588,7500.0,1809.0,30001.0,8817.4,22389.2,2960.9,48821.0,47856.6,6621.9,26,0,9,4,between 235000.0 and 310000.0
25.5505772541,-80.383101515,5000.0,2176.0,5095.0,7098.2,18696.9,7499.6,103324.5,55061.8,6700.2,0,0,6,2,between 235000.0 and 310000.0
25.5461001417,-80.3833806577,5135.0,2176.0,110.0,8729.3,18189.6,8584.0,104681.9,56593.9,5679.2,0,0,9,2,between 235000.0 and 310000.0
25.6029489068,-80.4342490822,6379.0,2259.0,2178.0,1639.2,41271.0,22874.9,101508.5,50442.8,18552.9,1,0,8,4,between 310000.0 and 428000.0
25.7589467906,-80.2680460723,7500.0,1442.0,0.0,9620.9,15082.8,7691.5,25581.4,4541.4,8749.7,63,0,9,4,between 310000.0 and 428000.0
25.4802330489,-80.4231330202,6000.0,2237.0,6582.0,18794.2,27236.8,16222.8,131757.1,83820.7,2215.5,12,0,2,2,less than 235000.0
25.6832125647,-80.471561808,5350.0,3099.0,8803.0,2604.4,59845.4,50162.5,97836.2,52067.9,27158.8,3,0,7,2,greater than 428000.0
25.8938034675,-80.1733939074,6850.0,1320.0,4920.0,1208.7,16956.4,2312.9,42974.8,40003.1,11794.7,0,0,3,2,between 235000.0 and 310000.0
25.6557172073,-80.346977852,18014.0,4947.0,53515.0,5398.8,19705.3,18014.4,67102.9,16155.6,8221.6,0,0,5,5,greater than 428000.0
25.8540343906,-80.2939265537,7500.0,1340.0,3018.0,2780.4,48328.4,5920.9,43535.1,39649.2,9344.2,41,0,6,4,between 235000.0 and 310000.0
25.6841064254,-80.4145448982,9933.0,2186.0,26116.0,15168.3,43529.0,37452.7,80347.2,33291.5,8379.1,29,0,6,4,between 310000.0 and 428000.0
25.680832325,-80.375578379,38551.0,2992.0,5751.0,4363.0,32759.1,28069.3,69438.7,20586.5,4283.3,32,0,8,2,greater than 428000.0
25.6795202518,-80.3631288292,13100.0,2575.0,6306.0,948.7,29711.0,25875.2,66232.2,16630.8,1189.9,50,0,4,2,greater than 428000.0
25.7053999558,-80.4601767458,5775.0,2435.0,27765.0,8093.7,60347.3,45897.7,91747.9,48689.2,24020.5,13,0,2,4,between 310000.0 and 428000.0
25.4489377454,-80.4477754249,9921.0,3202.0,34605.0,12336.5,36169.6,23968.2,145726.2,97609.1,6699.0,10,0,4,2,between 235000.0 and 310000.0
25.829121004,-80.2293425229,6345.0,1466.0,1792.0,3812.6,30622.0,10881.2,22489.6,22489.6,6111.5,79,0,11,2,less than 235000.0
25.941277206,-80.292028251,3715.0,1414.0,0.0,19494.7,56510.5,1846.8,68124.3,68124.3,5845.5,20,0,5,4,between 235000.0 and 310000.0
25.9148198291,-80.1765342829,8486.0,1644.0,2100.0,4874.6,18088.5,4514.6,50435.5,47555.3,10185.2,31,0,9,2,between 235000.0 and 310000.0
25.8894063385,-80.2002809662,6840.0,993.0,1173.0,8737.2,25881.5,2013.9,40998.6,40998.6,2891.9,66,0,4,1,less than 235000.0
25.7035129045,-80.44844263,5000.0,1844.0,0.0,11978.8,56732.0,42818.4,88238.7,44752.9,20087.5,14,0,3,4,between 310000.0 and 428000.0
25.5545464659,-80.3669315518,5000.0,1815.0,0.0,6645.9,14731.6,2431.0,99002.1,51704.5,1380.3,11,0,3,2,less than 235000.0
25.8933646426,-80.2040717131,7920.0,1423.0,763.0,10300.5,27034.7,2986.7,42518.9,42518.9,1708.6,35,0,1,2,less than 235000.0
25.9329421223,-80.2580538534,7575.0,1217.0,2468.0,11285.5,45144.8,2443.5,60675.5,60675.5,2576.4,62,0,4,5,less than 235000.0
25.7695817412,-80.2968129608,6750.0,2083.0,855.0,3662.5,24595.8,2478.7,34297.1,14440.0,5357.6,60,0,10,4,between 310000.0 and 428000.0
25.8789368256,-80.2410258214,10204.0,1498.0,3380.0,3391.9,39525.5,480.7,40376.0,40376.0,10473.6,0,0,4,4,less than 235000.0
25.7383803664,-80.365560222,8625.0,2270.0,3598.0,14499.4,39333.2,13113.7,58514.5,24922.9,6127.0,60,0,5,5,between 310000.0 and 428000.0
25.6982916828,-80.2868756731,13500.0,3909.0,40681.0,2209.9,11905.2,4294.1,42024.7,9361.6,9923.0,9,0,2,5,greater than 428000.0
25.5339810007,-80.3830099023,5057.0,2172.0,2460.0,13070.8,17049.9,11062.2,108170.9,60599.5,1332.9,0,0,3,4,between 235000.0 and 310000.0
25.89925744,-80.1752729481,8580.0,1323.0,1369.0,2673.0,17482.5,3104.2,44850.7,42072.4,11256.6,66,0,10,2,less than 235000.0
25.567024649,-80.3404514994,3722.0,1684.0,0.0,11958.2,10912.1,6143.0,90375.3,44984.4,7334.1,4,0,10,4,between 235000.0 and 310000.0
