LATITUDE,LONGITUDE,LND_SQFOOT,TOT_LVG_AREA,SPEC_FEAT_VAL,RAIL_DIST,OCEAN_DIST,WATER_DIST,CNTR_DIST,SUBCNTR_DI,HWY_DIST,age,avno60plus,month_sold,structure_quality,SALE_PRC
25.6911864807,-80.4312199637,5625.0,1530.0,22997.0,16131.9,49531.6,40710.8,84409.3,38784.5,13857.2,31,0,10,4,between 235000.0 and 310000.0
25.5099620076,-80.417339827,5162.0,2940.0,2046.0,23903.8,25700.5,19180.7,121912.0,73308.5,958.0,11,0,9,2,between 235000.0 and 310000.0
25.6714585044,-80.4645644642,5000.0,2117.0,0.0,4796.7,56094.9,45647.8,97297.8,50136.3,25042.1,19,0,1,4,between 235000.0 and 310000.0
25.5351167898,-80.400676807,4500.0,1622.0,13.0,14544.1,22891.2,15216.8,111320.3,62665.0,3296.3,26,0,11,2,less than 235000.0
25.6682973298,-80.2967909927,42688.0,5670.0,68129.0,7920.3,10115.2,4144.2,52078.2,8967.3,7062.9,11,0,4,5,greater than 428000.0
25.8941618431,-80.2322446459,10500.0,1260.0,890.0,4691.3,36270.9,1871.3,44570.0,44570.0,7464.5,62,0,10,4,less than 235000.0
25.6925650529,-80.2987499857,15333.0,4491.0,52140.0,1152.7,14047.6,8510.2,46326.1,4986.6,5966.6,0,0,3,5,greater than 428000.0
25.7492452216,-80.4481568624,5000.0,1845.0,3864.0,13223.7,66772.6,37303.7,84644.2,49521.6,13996.5,12,0,6,4,between 310000.0 and 428000.0
25.8797965532,-80.2847841032,6300.0,1204.0,10051.0,7979.3,53866.6,4989.2,48138.8,48052.7,12641.4,28,0,9,4,between 235000.0 and 310000.0
25.4962914136,-80.4192810683,6080.0,1220.0,3214.0,22038.6,26108.9,17273.6,126273.8,78018.5,510.5,10,0,6,2,less than 235000.0
25.4592199682,-80.4549707988,15280.0,2160.0,7284.0,8428.7,37914.1,26356.0,144084.8,95418.1,2299.5,17,0,2,2,less than 235000.0
25.6623654172,-80.4284728936,5045.0,1804.0,960.0,8712.0,43833.0,34693.6,88006.2,39030.9,13505.0,27,0,9,4,between 235000.0 and 310000.0
25.6788528081,-80.3038154613,38027.0,5253.0,38590.0,3686.7,13540.6,7271.1,50878.2,4565.1,3498.0,13,0,12,5,greater than 428000.0
25.7300963854,-80.4086195259,5235.0,1555.0,2117.0,19042.9,52597.9,26701.5,73030.4,34780.8,8065.9,30,0,8,4,between 235000.0 and 310000.0
25.6973626466,-80.3006464704,10032.0,1341.0,0.0,394.1,15434.6,8000.7,45691.7,5238.7,5402.5,66,0,3,4,between 310000.0 and 428000.0
25.8864220585,-80.197147955,7301.0,1806.0,0.0,7358.9,24946.2,1619.0,39885.0,39885.0,3849.3,40,0,6,2,between 235000.0 and 310000.0
25.5878009267,-80.3207230082,8625.0,4967.0,0.0,16364.9,4131.0,2505.6,80506.2,36617.6,14847.4,10,0,9,2,greater than 428000.0
25.7797700203,-80.3659792179,3890.0,1624.0,0.0,927.1,45311.8,11704.3,56996.2,36945.5,274.6,36,0,12,5,between 310000.0 and 428000.0
25.9177312537,-80.177092478,7215.0,1630.0,19042.0,5106.9,18286.3,4507.8,51471.0,48619.7,9196.0,21,0,5,4,between 235000.0 and 310000.0
25.6807466432,-80.4599775427,7066.0,2678.0,0.0,6396.4,56007.4,46745.0,94597.6,48305.3,23384.3,20,0,7,4,between 310000.0 and 428000.0
25.8507425909,-80.138708359,6625.0,1902.0,0.0,15251.6,6488.7,574.7,32189.1,21956.7,13735.6,23,0,4,5,greater than 428000.0
25.7112698964,-80.4619679446,5000.0,2255.0,5316.0,7544.8,62006.5,45515.1,91740.1,49586.2,25136.0,10,0,6,4,between 310000.0 and 428000.0
25.4915222993,-80.4434837968,7500.0,1721.0,662.0,14312.0,33991.5,23795.5,132486.3,83363.9,4922.7,25,0,4,2,less than 235000.0
25.8250499636,-80.2886726359,6350.0,938.0,2148.0,2670.1,38463.0,870.6,36098.3,29093.8,10271.6,36,1,5,5,between 310000.0 and 428000.0
25.689833297,-80.3447039527,12000.0,2313.0,3970.0,1241.9,27640.6,19427.4,59085.4,10256.4,1050.7,54,0,10,4,greater than 428000.0
25.9029284577,-80.1838590358,9525.0,1461.0,0.0,5764.1,20279.4,3644.1,45917.8,44368.5,8529.1,21,0,4,4,less than 235000.0
25.7080605894,-80.2619185286,13800.0,3334.0,18816.0,5059.4,4388.9,255.1,33707.5,15041.9,18246.8,29,0,2,3,greater than 428000.0
25.8492803654,-80.2913989911,7500.0,1323.0,677.0,879.0,46440.3,5116.3,41791.9,37755.8,10130.1,61,0,7,4,between 235000.0 and 310000.0
25.6360608854,-80.4338234866,4880.0,1410.0,3709.0,876.6,42525.6,29884.7,94380.0,43952.9,16014.0,16,0,2,4,between 235000.0 and 310000.0
25.944510078,-80.3322304191,4895.0,2354.0,5837.0,25019.6,69752.2,1292.9,76289.5,74831.6,5257.5,23,0,5,4,between 310000.0 and 428000.0
25.7434404287,-80.4299601524,6979.0,3700.0,2880.0,14310.1,60456.0,31724.6,78953.6,43199.0,12574.4,0,0,3,2,greater than 428000.0
25.9517747554,-80.2317022427,10007.0,2696.0,2700.0,10036.1,37020.8,3298.3,64877.0,64877.0,982.0,28,0,6,4,between 235000.0 and 310000.0
