lever_position,ship_speed,gas_turbine_shaft_torque,gas_turbine_rate_of_revolutions,gas_generator_rate_of_revolutions,starboard_propeller_torque,port_propeller_torque,hp_turbine_exit_temperature,gt_compressor_outlet_air_temperature,hp_turbine_exit_pressure,gt_compressor_outlet_air_pressure,gas_turbine_exhaust_gas_pressure,turbine_injecton_control,fuel_flow,gt_compressor_decay_state_coefficient
5.14,15,21638.782,1924.342,8508.368,175.339,175.339,713.758,642.04,2.074,11.006,1.026,25.373,0.502,less than 0.962
2.088,6,2838.128,1359.742,6780.812,25.046,25.046,509.031,559.66,1.198,6.494,1.019,12.447,0.141,between 0.962 and 0.975
2.088,6,2847.795,1363.658,6829.182,25.773,25.773,502.178,559.413,1.198,6.424,1.019,10.251,0.133,between 0.962 and 0.975
4.161,12,14723.532,1547.469,7797.767,113.795,113.795,635.595,606.946,1.656,8.834,1.023,16.927,0.335,between 0.962 and 0.975
9.3,27,72770.029,3560.412,9777.385,645.049,645.049,1099.519,785.21,4.495,22.611,1.049,91.048,1.802,less than 0.962
9.3,27,72763.064,3560.396,9767.086,644.899,644.899,1101.133,784.757,4.509,22.828,1.049,91.475,1.811,less than 0.962
6.175,18,29760.56,2306.817,8776.993,246.009,246.009,772.194,663.899,2.52,13.419,1.031,34.325,0.68,greater than 0.988
8.206,24,50993.528,3087.479,9307.34,438.091,438.091,909.085,728.022,3.584,18.331,1.042,59.2,1.172,between 0.975 and 0.988
9.3,27,72768.73,3560.413,9780.482,644.805,644.805,1105.971,786.979,4.493,22.639,1.049,91.574,1.813,less than 0.962
3.144,9,8378.39,1386.753,7103.074,60.34,60.34,590.865,582.79,1.389,7.508,1.02,12.492,0.247,between 0.962 and 0.975
4.161,12,14724.276,1547.469,7800.478,113.797,113.797,647.5,610.348,1.656,8.905,1.022,17.468,0.346,less than 0.962
5.14,15,21626.602,1924.325,8470.341,175.247,175.247,698.817,633.896,2.087,11.106,1.027,24.738,0.49,greater than 0.988
1.138,3,1412.922,1392.601,6761.326,10.025,10.025,477.142,552.978,1.144,6.077,1.019,0.0,0.099,less than 0.962
7.148,21,38985.993,2678.079,9131.569,332.173,332.173,827.691,692.005,2.966,15.479,1.035,44.052,0.872,between 0.962 and 0.975
2.088,6,3735.671,1386.737,6790.892,30.036,30.036,520.733,561.885,1.235,6.664,1.02,0.0,0.149,between 0.975 and 0.988
2.088,6,4707.79,1394.283,6775.563,31.492,31.492,546.016,565.06,1.27,6.872,1.02,0.0,0.18,between 0.975 and 0.988
1.138,3,3067.317,1413.218,6705.523,11.162,11.162,515.899,556.083,1.211,6.452,1.019,0.0,0.149,between 0.975 and 0.988
5.14,15,21637.947,1924.343,8506.327,175.301,175.301,711.2,641.104,2.075,11.0,1.026,25.245,0.5,less than 0.962
3.144,9,8378.705,1386.755,7118.435,60.356,60.356,575.766,578.816,1.389,7.411,1.02,11.876,0.235,between 0.962 and 0.975
7.148,21,38980.392,2678.079,9136.496,332.059,332.059,832.759,694.66,2.959,15.432,1.035,44.296,0.877,less than 0.962
2.088,6,6051.055,1351.256,6833.979,23.631,23.631,608.52,575.951,1.297,7.036,1.019,21.978,0.266,less than 0.962
8.206,24,50992.96,3087.446,9298.408,438.046,438.046,901.362,723.773,3.598,18.427,1.042,58.811,1.164,greater than 0.988
7.148,21,39007.517,2678.019,9116.72,332.379,332.379,812.448,684.027,2.987,15.622,1.036,43.31,0.858,greater than 0.988
9.3,27,72774.661,3560.431,9780.459,644.793,644.793,1091.063,783.495,4.489,22.435,1.049,90.161,1.785,less than 0.962
1.138,3,4064.852,1365.86,6604.451,8.398,8.398,563.473,559.921,1.238,6.735,1.019,11.066,0.21,greater than 0.988
5.14,15,21639.118,1924.345,8510.201,175.304,175.304,711.847,641.683,2.074,10.984,1.026,25.263,0.5,less than 0.962
1.138,3,5690.816,1401.449,6713.915,10.536,10.536,597.218,569.226,1.295,6.945,1.019,0.0,0.243,between 0.962 and 0.975
2.088,6,5488.264,1346.398,6734.883,22.684,22.684,570.955,563.285,1.282,6.924,1.019,22.713,0.233,greater than 0.988
9.3,27,72768.234,3560.402,9756.414,645.054,645.054,1077.048,778.178,4.518,22.707,1.05,89.453,1.771,between 0.975 and 0.988
6.175,18,29790.368,2307.459,8817.678,246.257,246.257,763.257,664.902,2.506,13.139,1.031,33.573,0.665,between 0.975 and 0.988
1.138,3,5311.377,1357.934,6628.423,7.964,7.964,601.909,565.873,1.275,6.924,1.019,14.917,0.258,greater than 0.988
8.206,24,50993.744,3087.496,9312.547,437.959,437.959,912.388,730.206,3.577,18.261,1.042,59.325,1.174,between 0.975 and 0.988
