lever_position,ship_speed,gas_turbine_shaft_torque,gas_turbine_rate_of_revolutions,gas_generator_rate_of_revolutions,starboard_propeller_torque,port_propeller_torque,hp_turbine_exit_temperature,gt_compressor_outlet_air_temperature,hp_turbine_exit_pressure,gt_compressor_outlet_air_pressure,gas_turbine_exhaust_gas_pressure,turbine_injecton_control,fuel_flow,gt_compressor_decay_state_coefficient
5.14,15,21636.889,1924.319,8497.393,175.297,175.297,725.433,644.213,2.078,11.142,1.026,26.042,0.515,less than 0.962
2.088,6,3635.558,1347.189,6852.338,22.84,22.84,532.623,563.929,1.221,6.535,1.019,20.332,0.177,less than 0.962
9.3,27,72760.007,3560.361,9737.681,644.77,644.77,1071.214,775.449,4.54,22.971,1.051,89.352,1.769,between 0.975 and 0.988
3.144,9,8377.158,1386.746,7080.796,60.336,60.336,585.123,580.274,1.39,7.505,1.02,12.274,0.243,between 0.975 and 0.988
1.138,3,5857.753,1320.913,6696.907,6.026,6.026,636.612,573.428,1.278,6.926,1.019,30.344,0.303,less than 0.962
9.3,27,72772.009,3560.427,9784.295,644.797,644.797,1101.549,786.287,4.487,22.503,1.049,91.049,1.802,less than 0.962
5.14,15,21632.356,1924.334,8488.962,175.26,175.26,703.221,637.059,2.081,11.037,1.026,24.894,0.493,between 0.962 and 0.975
4.161,12,14721.441,1547.459,7761.558,113.772,113.772,639.712,606.638,1.66,8.921,1.023,17.157,0.34,between 0.962 and 0.975
3.144,9,8377.453,1386.748,7084.073,60.338,60.338,591.025,582.148,1.39,7.532,1.02,12.509,0.248,between 0.962 and 0.975
9.3,27,72764.009,3560.383,9737.323,644.733,644.733,1058.607,772.282,4.539,22.819,1.051,88.15,1.745,greater than 0.988
9.3,27,72771.461,3560.421,9786.262,644.815,644.815,1106.85,787.691,4.485,22.538,1.049,91.496,1.811,less than 0.962
8.206,24,50992.698,3087.422,9304.599,438.093,438.093,932.215,733.289,3.592,18.652,1.041,61.17,1.211,between 0.975 and 0.988
8.206,24,50990.573,3087.337,9303.329,437.971,437.971,935.459,733.801,3.594,18.715,1.041,61.471,1.217,between 0.975 and 0.988
8.206,24,50994.731,3087.557,9326.393,438.039,438.039,927.925,737.805,3.557,18.152,1.041,60.2,1.192,less than 0.962
6.175,18,29761.422,2306.781,8804.609,245.918,245.918,780.957,668.851,2.509,13.331,1.03,34.701,0.687,between 0.975 and 0.988
5.14,15,21625.168,1924.339,8470.06,175.259,175.259,684.476,629.766,2.087,11.009,1.027,23.958,0.474,greater than 0.988
1.138,3,4794.862,1346.946,6621.714,7.322,7.322,587.421,562.726,1.256,6.807,1.019,19.857,0.245,greater than 0.988
4.161,12,14717.355,1547.442,7698.028,113.732,113.732,639.511,603.994,1.666,9.031,1.023,17.222,0.341,greater than 0.988
6.175,18,29762.263,2306.783,8805.455,245.947,245.947,768.596,665.407,2.509,13.235,1.03,33.945,0.672,between 0.975 and 0.988
3.144,9,8375.907,1386.739,7059.277,60.316,60.316,578.261,577.448,1.392,7.496,1.02,12.009,0.238,greater than 0.988
9.3,27,72773.194,3560.403,9746.822,644.787,644.787,1047.247,770.1,4.527,22.504,1.052,86.825,1.719,greater than 0.988
7.148,21,38977.226,2678.075,9138.969,332.147,332.147,839.597,697.225,2.956,15.443,1.035,44.711,0.885,less than 0.962
8.206,24,50995.011,3087.531,9309.845,437.991,437.991,933.735,734.979,3.584,18.565,1.041,61.151,1.211,between 0.962 and 0.975
1.138,3,698.211,1328.997,6644.226,6.34,6.34,472.465,546.534,1.111,5.976,1.019,18.87,0.108,between 0.962 and 0.975
5.14,15,21625.664,1924.328,8468.413,175.261,175.261,693.467,632.173,2.088,11.08,1.027,24.456,0.484,greater than 0.988
5.14,15,21638.201,1924.343,8507.309,175.299,175.299,711.732,641.356,2.075,10.998,1.026,25.269,0.5,less than 0.962
2.088,6,5651.848,1393.721,6815.582,31.417,31.417,565.14,567.975,1.299,6.959,1.02,0.0,0.207,between 0.975 and 0.988
8.206,24,50997.561,3087.611,9318.187,438.136,438.136,945.902,740.133,3.575,18.557,1.041,61.933,1.226,less than 0.962
1.138,3,3726.886,1373.032,6602.606,8.862,8.862,550.676,558.336,1.229,6.681,1.019,7.914,0.192,greater than 0.988
4.161,12,14722.64,1547.463,7777.715,113.781,113.781,644.223,608.532,1.659,8.922,1.022,17.345,0.343,between 0.962 and 0.975
5.14,15,21638.722,1924.356,8511.747,175.324,175.324,704.052,639.614,2.073,10.924,1.026,24.839,0.492,less than 0.962
6.175,18,29762.146,2306.811,8796.195,246.029,246.029,765.668,663.748,2.513,13.264,1.031,33.819,0.67,greater than 0.988
2.088,6,5980.911,1350.307,6801.533,23.452,23.452,611.539,575.768,1.296,7.078,1.019,22.532,0.268,less than 0.962
8.206,24,50993.3,3087.457,9298.33,438.08,438.08,907.438,725.34,3.598,18.497,1.042,59.314,1.174,greater than 0.988
9.3,27,72769.878,3560.409,9771.231,644.754,644.754,1091.699,782.857,4.502,22.622,1.05,90.473,1.791,between 0.962 and 0.975
