X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
3,6,jun,fri,91.1,94.1,232.1,7.1,19.2,38,4.5,0.0,between 0.0 and 0.52
4,5,sep,sun,91.0,276.3,825.1,7.1,13.8,77,7.6,0.0,between 0.0 and 0.52
2,5,jul,sat,91.6,104.2,474.9,9.0,18.7,53,1.8,0.0,between 0.0 and 0.52
7,4,jul,sat,91.6,104.2,474.9,9.0,24.2,32,1.8,0.0,between 0.0 and 0.52
4,5,feb,sat,84.7,8.2,55.0,2.9,14.2,46,4.0,0.0,between 0.0 and 0.52
8,4,aug,sat,91.6,273.8,819.1,7.7,21.3,44,4.5,0.0,greater than 6.57
4,4,sep,wed,90.1,82.9,735.7,6.2,12.9,74,4.9,0.0,between 0.0 and 0.52
3,4,mar,sat,69.0,2.4,15.5,0.7,17.4,24,5.4,0.0,between 0.0 and 0.52
8,6,aug,sat,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,between 0.0 and 0.52
4,4,sep,fri,92.1,99.0,745.3,9.6,20.8,35,4.9,0.0,greater than 6.57
2,5,jul,sat,90.8,84.7,376.6,5.6,23.8,51,1.8,0.0,between 0.0 and 0.52
2,5,aug,wed,95.5,99.9,513.3,13.2,23.8,32,5.4,0.0,between 0.52 and 6.57
6,3,aug,fri,91.1,141.1,629.1,7.1,19.3,39,3.6,0.0,between 0.52 and 6.57
7,4,aug,sun,91.6,181.3,613.0,7.6,19.3,61,4.9,0.0,between 0.0 and 0.52
8,6,aug,thu,95.2,131.7,578.8,10.4,20.7,45,2.2,0.0,between 0.52 and 6.57
8,6,sep,thu,93.7,80.9,685.2,17.9,23.7,25,4.5,0.0,between 0.52 and 6.57
4,3,sep,mon,91.6,108.4,764.0,6.2,9.8,86,1.8,0.0,between 0.0 and 0.52
5,6,aug,sun,91.6,181.3,613.0,7.6,24.3,33,3.6,0.0,between 0.52 and 6.57
2,4,sep,sat,92.5,121.1,674.4,8.6,24.1,29,4.5,0.0,between 0.0 and 0.52
3,4,oct,sun,92.6,46.5,691.8,8.8,20.6,24,5.4,0.0,between 0.0 and 0.52
4,3,jun,thu,93.0,103.8,316.7,10.8,26.4,35,2.7,0.0,greater than 6.57
4,4,mar,fri,85.9,19.5,57.3,2.8,13.7,43,5.8,0.0,between 0.0 and 0.52
6,4,aug,thu,95.2,131.7,578.8,10.4,20.3,41,4.0,0.0,between 0.52 and 6.57
1,4,jul,tue,92.3,96.2,450.2,12.1,23.4,31,5.4,0.0,between 0.0 and 0.52
9,9,jul,sun,90.1,68.6,355.2,7.2,24.8,29,2.2,0.0,between 0.52 and 6.57
2,4,sep,sun,50.4,46.2,706.6,0.4,12.2,78,6.3,0.0,between 0.0 and 0.52
2,2,aug,tue,92.1,152.6,658.2,14.3,21.8,56,3.1,0.0,between 0.52 and 6.57
5,4,sep,sat,92.2,102.3,751.5,8.4,24.1,27,3.1,0.0,between 0.0 and 0.52
8,6,aug,thu,94.8,222.4,698.6,13.9,27.5,27,4.9,0.0,greater than 6.57
5,4,sep,fri,93.3,141.2,713.9,13.9,27.6,30,1.3,0.0,between 0.0 and 0.52
1,4,sep,mon,92.1,87.7,721.1,9.5,18.1,54,3.1,0.0,between 0.52 and 6.57
3,4,sep,thu,91.1,88.2,731.7,8.3,22.8,46,4.0,0.0,between 0.52 and 6.57
