X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
8,6,sep,mon,91.6,108.4,764.0,6.2,22.7,35,2.2,0.0,greater than 6.57
7,4,aug,sun,91.4,142.4,601.4,10.6,16.3,60,5.4,0.0,between 0.0 and 0.52
2,4,aug,sun,93.6,235.1,723.1,10.1,20.9,66,4.9,0.0,greater than 6.57
6,4,mar,sat,90.8,41.9,89.4,7.9,13.3,42,0.9,0.0,greater than 6.57
2,5,oct,sun,92.6,46.5,691.8,8.8,15.4,35,0.9,0.0,between 0.0 and 0.52
8,6,aug,thu,90.7,194.1,643.0,6.8,16.2,63,2.7,0.0,greater than 6.57
3,4,sep,fri,93.3,141.2,713.9,13.9,18.6,49,3.6,0.0,greater than 6.57
5,4,sep,sat,92.2,102.3,751.5,8.4,24.1,27,3.1,0.0,between 0.0 and 0.52
3,4,sep,sun,92.4,124.1,680.7,8.5,22.5,42,5.4,0.0,between 0.0 and 0.52
3,4,aug,mon,91.5,145.4,608.2,10.7,10.3,74,2.2,0.0,between 0.0 and 0.52
1,5,sep,tue,91.0,129.5,692.6,7.0,21.6,33,2.2,0.0,greater than 6.57
7,4,sep,mon,91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,between 0.0 and 0.52
9,6,aug,thu,91.6,248.4,753.8,6.3,20.5,58,2.7,0.0,greater than 6.57
9,9,aug,fri,94.8,227.0,706.7,12.0,25.0,36,4.0,0.0,between 0.0 and 0.52
1,2,aug,sun,91.4,142.4,601.4,10.6,19.5,39,6.3,0.0,between 0.0 and 0.52
8,6,aug,thu,94.8,222.4,698.6,13.9,23.9,38,6.7,0.0,between 0.0 and 0.52
1,2,jul,fri,90.7,80.9,368.3,16.8,14.8,78,8.0,0.0,between 0.0 and 0.52
6,6,aug,mon,96.2,175.5,661.8,16.8,23.9,42,2.2,0.0,between 0.0 and 0.52
6,3,sep,tue,90.3,80.7,730.2,6.3,18.2,62,4.5,0.0,between 0.0 and 0.52
3,4,mar,wed,90.2,18.5,41.1,7.3,11.2,41,5.4,0.0,between 0.52 and 6.57
6,3,sep,mon,91.5,130.1,807.1,7.5,12.2,66,4.9,0.0,between 0.52 and 6.57
6,4,aug,thu,95.2,131.7,578.8,10.4,20.3,41,4.0,0.0,between 0.52 and 6.57
3,4,aug,tue,92.1,152.6,658.2,14.3,21.0,32,3.1,0.0,between 0.0 and 0.52
8,6,mar,fri,91.7,33.3,77.5,9.0,8.3,97,4.0,0.2,between 0.0 and 0.52
5,4,feb,sun,86.8,15.6,48.3,3.9,12.4,53,2.2,0.0,between 0.52 and 6.57
7,4,oct,fri,90.0,41.5,682.6,8.7,11.3,60,5.4,0.0,between 0.0 and 0.52
6,5,mar,wed,93.4,17.3,28.3,9.9,13.8,24,5.8,0.0,between 0.0 and 0.52
2,2,mar,sun,89.3,51.3,102.2,9.6,5.5,59,6.3,0.0,between 0.0 and 0.52
9,9,jul,sun,90.1,68.6,355.2,7.2,24.8,29,2.2,0.0,between 0.52 and 6.57
6,5,feb,tue,75.1,4.4,16.2,1.9,4.6,82,6.3,0.0,between 0.52 and 6.57
8,6,aug,sun,92.3,85.3,488.0,14.7,22.2,29,5.4,0.0,between 0.0 and 0.52
6,5,sep,fri,93.3,141.2,713.9,13.9,22.9,44,5.4,0.0,between 0.0 and 0.52
