X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
6,3,sep,mon,91.5,130.1,807.1,7.5,12.2,66,4.9,0.0,between 0.52 and 6.57
6,5,sep,fri,92.5,122.0,789.7,10.2,18.4,42,2.2,0.0,between 0.52 and 6.57
1,2,sep,thu,92.9,137.0,706.4,9.2,21.5,15,0.9,0.0,between 0.0 and 0.52
8,6,aug,tue,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,between 0.0 and 0.52
7,4,sep,thu,89.7,287.2,849.3,6.8,19.4,45,3.6,0.0,between 0.0 and 0.52
9,9,jul,sun,90.1,68.6,355.2,7.2,24.8,29,2.2,0.0,between 0.52 and 6.57
1,4,sep,mon,91.5,130.1,807.1,7.5,21.3,35,2.2,0.0,greater than 6.57
2,4,aug,thu,91.6,248.4,753.8,6.3,16.6,59,2.7,0.0,between 0.0 and 0.52
6,4,apr,sat,86.3,27.4,97.1,5.1,9.3,44,4.5,0.0,between 0.0 and 0.52
8,6,aug,sat,94.2,117.2,581.1,11.0,23.9,41,2.2,0.0,greater than 6.57
2,5,jun,thu,93.7,121.7,350.2,18.0,22.7,40,9.4,0.0,between 0.52 and 6.57
3,4,mar,sat,91.7,35.8,80.8,7.8,11.6,30,6.3,0.0,between 0.0 and 0.52
8,6,aug,mon,92.1,207.0,672.6,8.2,26.8,35,1.3,0.0,between 0.52 and 6.57
8,6,aug,tue,88.8,147.3,614.5,9.0,14.4,66,5.4,0.0,between 0.52 and 6.57
4,4,apr,fri,83.0,23.3,85.3,2.3,16.7,20,3.1,0.0,between 0.0 and 0.52
8,6,aug,mon,91.5,145.4,608.2,10.7,8.0,86,2.2,0.0,between 0.0 and 0.52
