LATITUDE,LONGITUDE,LND_SQFOOT,TOT_LVG_AREA,SPEC_FEAT_VAL,RAIL_DIST,OCEAN_DIST,WATER_DIST,CNTR_DIST,SUBCNTR_DI,HWY_DIST,age,avno60plus,month_sold,structure_quality,SALE_PRC
25.540417,-80.389336,5070.645,2170.1233,27930.967,13143.499,18998.23,11586.628,107799.29,59736.34,3643.9014,12.001631,0.0002029565,8.064116,1.9988402,between 235000.0 and 310000.0
25.716837,-80.357475,7044.099,1899.3118,7650.003,6226.8706,34908.5,1225.2401,57613.67,14851.569,3715.227,29.268513,-0.00013048039,6.8451343,4.0156255,between 235000.0 and 310000.0
25.834316,-80.208885,6387.002,886.93365,596.87164,4562.291,28203.992,5990.131,21196.053,22381.45,1634.4298,21.16081,-9.040622e-05,9.846394,0.98609793,between 235000.0 and 310000.0
25.841938,-80.19955,6919.0757,1136.8345,9649.3,3345.4355,26071.049,3516.9268,23614.84,25080.64,3391.076,35.585964,-9.443463e-05,4.8033752,4.0089784,less than 235000.0
25.607885,-80.428635,6229.723,1740.6184,35.280365,1968.6348,39979.016,36071.16,99325.66,48629.715,14371.135,5.114545,-0.00023606184,12.071045,4.010951,between 235000.0 and 310000.0
25.775602,-80.3061,5910.245,1993.2456,6421.982,4095.7153,26987.89,5199.5576,36621.703,17741.197,2006.5773,66.27369,0.00025594595,9.943502,4.005164,between 310000.0 and 428000.0
25.586271,-80.38451,7129.977,2105.182,-49.7799,14195.003,26992.19,17650.936,93949.28,43451.29,3084.7754,12.387337,-0.0002780893,0.68222606,1.9929832,between 235000.0 and 310000.0
25.895615,-80.19825,6270.285,1376.5496,5953.197,2827.1033,25087.79,3877.3987,43630.418,43527.61,2815.6362,-3.253472,-3.144669e-07,5.9334073,4.0089216,between 235000.0 and 310000.0
25.879206,-80.24469,5961.353,1220.3107,-307.78378,5265.6436,41248.406,1690.5435,40561.496,40792.086,7076.561,23.445768,-9.640404e-05,12.297519,3.9994235,less than 235000.0
25.925018,-80.24289,6978.45,1204.1069,1564.3452,16554.97,40542.473,6496.6514,56611.887,56587.566,6888.631,51.446033,7.597433e-05,7.9866767,4.0030656,less than 235000.0
25.935863,-80.21623,7900.399,1001.898,3104.9692,2043.2786,31098.334,1203.4711,58925.742,58328.65,2933.1765,-0.22307892,0.0004576735,4.8882747,2.005308,less than 235000.0
25.667292,-80.33234,6604.8003,2585.3835,6109.66,4763.8647,18616.488,21053.38,60258.74,8058.0376,1462.7349,37.192856,0.0001975593,8.038354,2.0080638,greater than 428000.0
25.871744,-80.27498,15786.617,1703.9818,45925.45,5336.77,46357.867,292.95944,44007.562,42113.266,9982.557,27.526178,7.5331394e-05,4.054943,4.009159,between 235000.0 and 310000.0
25.8109,-80.26715,9039.298,1832.28,2257.6765,4767.381,29277.346,2132.4382,26828.254,20144.043,3820.1448,66.2859,9.667524e-05,10.0256815,4.004229,between 235000.0 and 310000.0
