LATITUDE,LONGITUDE,LND_SQFOOT,TOT_LVG_AREA,SPEC_FEAT_VAL,RAIL_DIST,OCEAN_DIST,WATER_DIST,CNTR_DIST,SUBCNTR_DI,HWY_DIST,age,avno60plus,month_sold,structure_quality,SALE_PRC
25.832748,-80.23997,32238.672,4155.593,106442.52,5297.1016,9816.6875,3331.965,41870.926,37470.324,5057.289,14.169546,0,3.0376167,5.0012174,greater than 428000.0
25.589766,-80.38775,4696.3066,1340.5485,18119.305,6393.0674,23563.387,23302.387,91314.34,33336.254,4526.352,10.536056,0,9.692884,4.0182567,between 235000.0 and 310000.0
25.474255,-80.40697,5753.713,1527.2693,18692.455,17945.307,18804.543,11020.697,129482.14,83831.9,3520.2708,23.931496,0,7.424643,2.0085032,less than 235000.0
25.609657,-80.43694,4869.321,2978.3044,547.76373,6436.353,39902.04,36583.03,94392.79,41847.406,11469.879,18.886765,0,7.4631433,4.0131135,between 235000.0 and 310000.0
25.524376,-80.410934,5434.3984,2015.5566,334.06396,11083.327,24791.088,11004.971,122220.84,73278.96,2555.32,17.508736,0,9.20333,2.008449,less than 235000.0
25.65562,-80.35527,11042.588,2147.2217,51834.902,11023.41,36388.227,12986.602,67214.375,16258.62,17963.951,12.391025,0,1.8650733,4.002642,between 235000.0 and 310000.0
25.540417,-80.43644,8676.357,1538.2769,9362.025,5830.7754,34356.723,25225.926,118694.12,71047.84,7166.7305,21.462822,0,4.0888104,1.9994283,less than 235000.0
25.615732,-80.3928,19825.727,2179.3958,22385.512,2611.696,39431.25,10439.836,92118.51,39465.58,8801.076,29.996485,0,3.6738594,5.009189,less than 235000.0
25.752483,-80.229836,39720.03,5487.795,59309.8,5714.242,42605.633,2554.265,40476.02,13404.201,2252.4265,33.190704,0,8.848055,4.997693,between 235000.0 and 310000.0
25.605677,-80.298256,7030.51,2014.8619,11380.282,-2801.7466,16340.402,1274.7725,580070.06,35027.035,-1266.9883,6.09744,0,13.43462,4.997683,less than 235000.0
25.739685,-80.15904,7469.1235,835.1653,3565.9302,8548.83,2413.4785,479.5216,35154.297,2523.627,-12217.789,40.681053,0,6.0638356,5.0288463,greater than 428000.0
25.684969,-80.34237,8791.517,1407.4647,34876.13,11208.7705,20953.006,9480.964,60034.812,16399.947,6361.981,37.909924,0,6.910829,4.007685,less than 235000.0
25.746866,-80.43436,5844.251,1885.9587,6446.2856,6301.87,62694.96,44290.863,78120.59,39803.99,11339.438,41.51201,0,-1.8099657,4.003271,between 235000.0 and 310000.0
25.698254,-80.277016,42375.8,6011.359,100226.72,2505.1978,9242.722,3833.8962,40779.3,-1071.3596,6562.274,-14.809612,0,3.886059,5.0042357,greater than 428000.0
25.627699,-80.25405,41063.016,5182.8955,59620.527,-12.307323,8669.065,5010.3315,57261.062,10238.049,5502.9956,8.620903,0,10.810249,4.9966426,greater than 428000.0
25.655062,-80.27597,6873.645,1831.537,429.60794,6971.767,6087.1704,4975.2295,52142.79,7523.961,4378.353,28.042763,0,1.9771693,4.9970565,less than 235000.0
