LATITUDE,LONGITUDE,LND_SQFOOT,TOT_LVG_AREA,SPEC_FEAT_VAL,RAIL_DIST,OCEAN_DIST,WATER_DIST,CNTR_DIST,SUBCNTR_DI,HWY_DIST,age,avno60plus,month_sold,structure_quality,SALE_PRC
25.841524,-80.27625,5893.546,1866.959,-736.8903,11790.992,31452.398,9473.677,35150.062,33357.992,5598.387,21.250309,0,4.929941,3.9931421,less than 235000.0
25.721262,-80.40096,7695.922,2313.791,48014.3,7544.777,45293.7,15065.95,72645.96,30916.514,15401.448,56.477974,0,10.020957,4.005134,between 235000.0 and 310000.0
25.883884,-80.3704,34976.844,7802.3774,2450.343,12888.739,72556.73,12236.603,72729.76,62285.934,929.8397,32.15413,0,3.9862707,4.0073204,greater than 428000.0
25.757324,-80.31099,8028.6206,1989.9264,531.3385,12612.431,27514.912,6247.191,38595.098,13746.531,5832.011,32.569157,0,8.013772,4.0107064,between 310000.0 and 428000.0
25.577087,-80.39214,9125.305,2221.4612,5006.0293,4500.602,22123.459,12560.311,96636.3,45703.367,3800.9426,39.429802,0,3.859313,2.0090415,between 235000.0 and 310000.0
25.827173,-80.33268,10402.137,2417.1074,1322.6039,14846.576,51008.785,13180.713,52222.574,41040.863,12838.827,17.408976,0,3.9925041,4.0053844,greater than 428000.0
25.740433,-80.3896,7251.934,2157.834,3087.5396,13880.6045,44895.984,20096.047,65651.086,30988.516,2212.2388,33.16954,0,4.95548,4.532998,less than 235000.0
25.503536,-80.36647,9030.584,1219.0692,8437.734,16383.297,7956.5415,16112.792,113935.164,67517.914,1925.8177,13.39955,0,5.1415405,1.9945208,between 235000.0 and 310000.0
25.77913,-80.33181,7789.0835,3377.376,1028.6206,13078.562,39396.195,10022.929,45348.75,23680.559,855.97266,51.338226,0,4.035211,4.0043015,greater than 428000.0
25.793526,-80.19353,9611.572,2259.557,1893.2037,10063.063,10017.41,1818.6189,14429.837,12982.886,2780.8696,29.747192,0,11.209426,5.0179043,greater than 428000.0
25.555017,-80.44997,5308.987,1543.5284,1323.687,9999.033,44344.727,22410.977,116813.39,65285.383,-55.14282,-0.37036696,0,3.0466595,2.02522,greater than 428000.0
25.620773,-80.27175,5663.83,1385.2782,49568.816,12929.671,4688.7207,3579.8174,65180.457,10693.234,1159.5541,24.580154,0,9.072611,1.985008,greater than 428000.0
25.535381,-80.41146,5684.964,2265.6953,8302.053,1390.3634,25087.17,22673.037,112270.266,63474.645,7561.1323,50.420418,0,7.081618,2.0101821,less than 235000.0
25.751253,-80.4361,8908.121,3830.0298,2845.6375,10312.133,65543.07,20660.334,81801.445,47137.516,5784.2866,48.637432,0,2.985227,4.0038295,greater than 428000.0
25.787554,-80.301865,7898.2354,2071.085,204.64513,17980.512,30787.986,8100.8804,35437.227,20804.139,5384.5654,43.383904,0,6.0089617,4.000656,greater than 428000.0
25.610209,-80.43024,17818.955,2309.7769,35815.535,16226.474,41755.402,35942.273,98801.55,47953.234,3589.2617,19.763235,0,5.9171166,3.999955,less than 235000.0
25.77135,-80.356186,5889.5605,2166.9473,404.7518,6475.929,42765.516,8903.955,54289.836,31084.52,2350.2979,61.097973,0,5.0099235,5.0083933,greater than 428000.0
25.738043,-80.393486,7212.681,1320.0448,-8176.127,18605.568,49140.105,1295.5553,66195.33,27320.432,7989.7227,48.91556,0,1.7016157,1.1116803,greater than 428000.0
25.697435,-80.365974,5685.4443,1804.7921,5078.991,13947.057,32909.027,20550.75,63700.71,16781.27,6662.138,13.268094,0,8.014045,4.005181,greater than 428000.0
25.877901,-80.37172,24860.064,3056.0107,31568.867,12915.97,66490.055,22535.248,72813.836,61512.293,18250.025,19.631422,0,2.991566,4.006652,between 235000.0 and 310000.0
25.927952,-80.20392,21667.47,5182.4194,3713.895,2014.393,33084.78,-2606.191,57474.484,56497.215,6744.6626,82.725395,0,4.0488725,5.0191107,greater than 428000.0
25.596754,-80.41949,5055.8438,2371.4885,2864.2417,7075.7573,32931.875,20422.148,99402.91,48925.746,4410.7314,33.887672,0,2.9839556,4.003862,between 310000.0 and 428000.0
25.732561,-80.19294,6922.368,1194.0879,11644.252,2941.1506,320.44946,-389.23093,5746.8657,314.46335,3961.4263,42.36004,0,4.9790673,0.65193427,between 235000.0 and 310000.0
25.751694,-80.410614,8579.526,2427.084,1472.3806,6483.156,55687.22,19540.885,72314.516,40283.043,1659.6548,16.40357,0,4.0424576,3.9990363,between 235000.0 and 310000.0
25.920702,-80.323875,9219.727,1588.1229,510.96545,6959.884,58277.184,5629.118,67386.55,64406.277,3539.9167,44.26039,0,7.066174,5.0053015,less than 235000.0
25.74627,-80.372635,40735.105,1945.1455,59868.91,8021.917,35084.5,15780.1455,60179.145,27390.39,14050.384,12.408677,0,9.188886,3.9953926,greater than 428000.0
25.5838,-80.39626,10830.14,2384.3042,25195.77,-2158.565,29029.94,13012.938,96800.84,46127.14,7085.9272,11.394325,0,10.345482,2.0248384,between 235000.0 and 310000.0
25.753365,-80.38572,6353.0674,2540.9897,320.58563,5702.869,47981.74,26957.691,63266.242,33006.48,3376.9092,36.45754,0,4.008757,3.9969742,greater than 428000.0
25.654783,-80.41484,6825.628,2579.2046,2056.5437,11166.044,41304.29,9078.734,86847.25,37036.137,18086.283,72.21076,0,3.9491127,1.9521356,less than 235000.0
25.743183,-80.36158,6682.1797,1937.6802,10218.907,17878.053,37595.61,15713.575,56878.605,23984.275,7454.0435,61.51778,0,7.916296,4.98712,less than 235000.0
25.70604,-80.42036,7378.6616,2169.912,17871.605,16945.1,47285.723,28104.375,80157.59,36542.0,24752.863,53.62126,0,8.052593,4.001061,greater than 428000.0
25.780622,-80.35327,7400.4883,3384.845,7522.786,14735.553,36868.766,10682.72,50493.35,28108.676,9191.907,29.216599,0,3.994987,4.0096993,between 235000.0 and 310000.0
