fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
6.53655,0.33212075,0.42021164,1.0956832,0.03127308,15.067677,62.19765,0.9902625,3.2215452,0.4061279,11.29699,greater than 6.0
8.426295,0.25235644,0.49614966,4.66302,0.033392813,27.321838,174.79604,0.99491596,3.0740674,0.48179403,10.239765,greater than 6.0
4.986625,0.30510408,0.24544643,3.62711,0.043718938,76.609856,103.95221,0.9924128,3.2335718,0.572596,10.010367,between 5.0 and 6.0
7.4810696,0.2191691,0.26537815,10.429561,0.048740167,27.210024,130.96448,0.99509275,3.0289378,0.40085527,11.056229,greater than 6.0
6.6028767,0.30766773,0.3237731,7.5198283,0.04732967,30.151657,99.433846,0.99455786,3.0726483,0.37299705,9.874257,greater than 6.0
6.6723213,0.20891981,0.2531668,1.5295309,0.023937445,39.73183,168.83865,0.9909985,3.315934,0.4186094,11.046646,greater than 6.0
6.8235016,0.2848536,0.37435365,1.9825159,0.03767647,29.709196,179.52132,0.9951909,3.540333,0.5820587,9.591946,between 5.0 and 6.0
6.721591,0.3601678,0.23133089,8.599961,0.042772304,67.15685,176.45403,0.99461716,3.1845272,0.4417933,10.272294,between 5.0 and 6.0
7.793012,0.19062263,0.31780544,11.2372055,0.028772775,53.52354,193.5634,0.9933163,3.1101022,0.4519464,12.174461,greater than 6.0
6.2818904,0.17396182,0.24383217,8.768882,0.045383643,55.71534,174.41875,0.99590886,3.0789165,0.5962648,9.794026,greater than 6.0
6.1972294,0.4467849,0.34282172,10.529498,0.054593794,57.301502,132.99527,0.9952495,3.1051044,0.47737336,10.535101,greater than 6.0
5.829118,0.3240166,0.46171337,7.08174,0.051455975,19.66744,112.24599,0.99285465,3.2470267,0.5796183,11.188327,between 5.0 and 6.0
10.099191,0.27097973,0.4922221,4.9637303,0.03203473,45.865788,133.68721,0.99416643,2.9720395,0.6227113,9.8983965,between 5.0 and 6.0
6.9727335,0.24421602,0.28781533,3.0318022,0.045049004,18.530207,158.74547,0.9933671,3.2678306,0.49910915,10.342333,greater than 6.0
6.539301,0.39097053,0.25673866,3.4968112,0.04707501,24.234043,116.94075,0.9927266,3.0761814,0.3051088,10.02904,greater than 6.0
6.20176,0.13973776,0.3338405,2.123446,0.032639395,24.387247,138.61191,0.9917236,3.1593778,0.76597387,10.861191,greater than 6.0
7.7107997,0.17679825,0.2972025,6.5829406,0.03239159,9.8419,45.324196,0.994837,2.9733586,0.45297354,11.03125,greater than 6.0
7.1879106,0.36318946,0.22915462,5.8905907,0.022968601,32.846786,115.36439,0.9943065,3.2720704,0.64182246,11.376264,greater than 6.0
6.421116,0.37917316,0.17878628,1.5908066,0.0576771,40.99833,152.66968,0.99316186,3.1956718,0.5277801,9.248699,between 5.0 and 6.0
7.587741,0.40954232,0.42103624,4.6581607,0.030061083,68.16015,185.55978,0.99436414,3.1690056,0.46547338,9.625853,between 5.0 and 6.0
6.9206038,0.30357352,0.40629372,2.91889,0.03332179,19.628326,77.91779,0.9924824,3.2198675,0.3081859,10.568396,greater than 6.0
6.7822356,0.21070792,0.26856482,5.105469,0.043602113,60.131504,149.09224,0.99551696,3.4122846,0.5020451,10.055225,greater than 6.0
7.074529,0.21352716,0.26344395,8.968967,0.042975646,78.89263,185.76718,0.9948087,3.0845675,0.3703929,10.195294,greater than 6.0
6.6497,0.42353344,0.12944058,4.6230183,0.0536211,10.154928,154.95396,0.99314255,3.1885176,0.44494525,10.525745,greater than 6.0
6.9290924,0.3672308,0.18572721,11.746335,0.04418412,54.791428,171.92986,0.9968558,3.0672195,0.32194483,8.581891,between 5.0 and 6.0
7.9078636,0.3469493,0.2933114,4.848179,0.043215632,16.207623,83.45499,0.99428487,3.0293474,0.499892,9.877199,greater than 6.0
5.850512,0.32268584,0.28632683,1.4942006,0.02833264,46.93595,202.98973,0.99289775,3.6668968,0.6696754,10.692292,between 5.0 and 6.0
7.939887,0.38359383,0.2758609,7.6568794,0.034039576,35.36515,137.20078,0.9933698,3.2112079,0.5056672,12.323889,greater than 6.0
5.7313604,0.24648406,0.29417774,7.2349205,0.027886571,23.939138,118.103806,0.9924696,3.1817026,0.45833012,10.535835,greater than 6.0
6.4693995,0.32559237,0.2035593,2.6778548,0.032252934,31.253796,141.06654,0.9916981,3.3152535,0.36717653,11.01288,between 5.0 and 6.0
7.435527,0.3151171,0.14229737,3.255999,0.028069973,28.766348,154.61807,0.9904736,3.0888429,0.5672272,12.638995,greater than 6.0
6.9998837,0.24269557,0.3356438,7.392163,0.031368904,64.554184,110.892845,0.99314487,3.2577581,0.47923088,11.20251,greater than 6.0
5.9306703,0.28309375,0.21105827,1.6480399,0.19608577,41.328957,145.15007,0.9918129,3.5853403,0.551236,11.880843,greater than 6.0
6.4475484,0.31561318,0.22655082,1.7585561,0.043855023,14.077053,116.38968,0.9911001,3.1487293,0.5023532,10.496566,greater than 6.0
7.62498,0.35607943,0.3165536,2.1220994,0.115366235,50.345825,176.32805,0.9945968,3.3189433,1.2363937,10.772097,greater than 6.0
5.298454,0.21589912,0.2155344,5.0042386,0.052145265,23.776035,115.7014,0.99415797,3.1768436,0.3423282,9.966032,between 5.0 and 6.0
7.7504034,0.32496282,0.26442707,4.018335,0.030913062,36.554085,107.05091,0.9917302,3.391154,0.5548155,13.432828,greater than 6.0
7.9319377,0.1767251,0.3506929,12.067751,0.030867243,126.89281,116.99818,0.9947801,3.0420954,0.4126699,11.694964,greater than 6.0
6.067337,0.24780191,0.29601938,12.771141,0.03279053,49.75282,213.79167,0.9970245,3.2021961,0.42916444,9.251166,between 5.0 and 6.0
8.610784,0.28250623,0.25275448,14.4047985,0.05214852,32.952644,93.20975,0.9989648,2.993482,0.4107719,8.456232,between 5.0 and 6.0
5.0545535,0.26454148,0.24551696,3.7661037,0.024718054,27.252357,67.811615,0.9895772,3.3052988,0.47884423,12.240851,greater than 6.0
5.74443,0.35670325,0.3519787,2.3957396,0.06352131,16.412458,112.8609,0.9958752,3.3682373,0.41759005,8.3515005,less than 5.0
6.698782,0.26878092,0.21793137,1.7560738,0.028083727,35.53481,101.271645,0.9901757,3.1915767,0.5022857,12.359638,greater than 6.0
8.66522,0.3041848,0.38768512,6.6573663,0.034948274,64.22625,159.00989,0.9956841,3.1505568,0.63924557,9.707278,greater than 6.0
7.8256807,0.35627133,0.35030955,6.5293493,0.07914131,40.381687,119.22251,0.994262,3.2490041,0.52184874,11.006071,greater than 6.0
6.394495,0.2302255,0.23043726,20.389486,0.06380104,70.086075,167.39511,0.9992295,3.0982454,0.19933596,9.070687,between 5.0 and 6.0
5.9577193,0.3424721,0.4630425,4.617715,0.07471895,53.872974,120.54421,0.9943063,3.1624482,0.55175745,9.451392,between 5.0 and 6.0
6.6190143,0.22813113,0.54690725,5.398858,0.056632247,47.54325,197.91612,0.99497133,3.238274,0.5276324,9.9398775,between 5.0 and 6.0
7.1397247,0.2885301,0.55488575,5.0071397,0.05715798,24.291557,209.99687,0.99347734,3.124521,0.39517823,10.584266,greater than 6.0
6.2592883,0.19000685,0.73112786,4.214045,0.047548745,56.068436,148.69385,0.9948371,3.6442232,0.51642233,10.311504,greater than 6.0
7.82347,0.23272552,0.39882278,4.86605,0.0327391,29.627098,101.28932,0.99150205,3.0321066,0.47594553,12.16878,greater than 6.0
7.1500807,0.4519251,0.16903576,9.325737,0.0542408,33.832264,121.117744,0.996801,3.0168633,0.4663765,8.860672,between 5.0 and 6.0
7.601379,0.38458413,0.3717945,4.7756495,0.04461685,19.914455,109.73437,0.9935968,3.0891685,0.5592051,10.415209,greater than 6.0
7.5722804,0.32857102,0.25796875,8.122225,0.048509717,29.501759,153.57515,0.99593055,3.095981,0.45120984,9.396211,between 5.0 and 6.0
6.57013,0.22149196,0.37773114,6.0922446,0.04427693,22.88881,120.301956,0.99504447,3.251649,0.67102355,10.360425,between 5.0 and 6.0
7.200513,0.27044156,0.46345642,9.7619705,0.045150425,13.383271,16.980078,0.99454284,3.121738,0.3269481,11.92737,less than 5.0
7.4786325,0.30282414,0.4262519,9.08253,0.024746764,66.78476,228.06607,0.9949069,3.1897025,0.45907772,10.791275,greater than 6.0
6.419656,0.4225234,0.15783226,1.0624717,0.04301497,13.806574,152.98389,0.9928229,3.1893659,0.50216764,9.875219,between 5.0 and 6.0
6.0837107,0.27416095,0.46080852,2.3004096,0.04434699,40.540188,181.60985,0.9937421,3.2169104,0.5707332,9.228754,greater than 6.0
7.665558,0.3264601,0.34313065,2.1482613,0.026073901,-2.379198,88.12968,0.99128675,3.1355765,0.3402608,11.393302,between 5.0 and 6.0
7.024665,0.25659028,0.2374034,4.260999,0.049296346,26.551655,101.12202,0.9946016,3.3054538,0.47806212,10.3464365,greater than 6.0
5.353849,0.42087677,0.295851,1.0854944,0.027029796,17.576096,115.54772,0.99004793,3.3257177,0.5970402,11.468442,greater than 6.0
5.43119,0.33453697,0.21293674,7.7402687,0.054762397,36.643078,115.887436,0.9915555,3.4160867,0.62077254,12.066164,greater than 6.0
6.345839,0.1852165,0.25509658,7.190973,0.02980408,22.013227,109.986,0.99367976,3.0517285,0.2802133,10.677353,greater than 6.0
