fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
6.2368107,0.47417033,0.40907505,-1.1666688,0.033124182,36.52447,164.94975,0.99297917,3.129843,0.62348497,9.793044,greater than 6.0
7.2560697,0.4171321,0.34031945,1.5444326,0.04675124,12.995736,66.06024,0.99331176,3.1094403,0.44199815,11.520976,greater than 6.0
6.821728,0.31683445,0.44623855,8.824607,0.053589918,33.914925,159.04497,0.99825716,3.3796473,0.53817344,9.32756,greater than 6.0
6.9759965,0.30014038,0.4327247,17.775661,0.06251509,37.804672,179.91208,0.9961598,3.184263,0.42054784,9.241878,between 5.0 and 6.0
7.0582557,0.38092947,0.3000544,6.4496684,0.031113496,14.227362,81.3666,0.99420094,3.193784,0.36685005,10.499628,greater than 6.0
6.9552736,0.20849293,0.4175705,0.791766,0.045114294,37.90541,187.34903,0.99466234,3.116667,0.49390474,11.092981,greater than 6.0
6.8133526,0.25417385,0.3121863,17.192024,0.033084523,32.43488,96.02131,0.998228,2.9803588,0.45752317,9.455574,between 5.0 and 6.0
6.695652,0.35247326,0.11316762,16.872423,0.027270138,62.05921,239.71733,0.99770683,3.0790808,0.4626519,9.869119,greater than 6.0
6.117985,0.40653706,0.38754675,1.1588882,0.043187317,11.67562,166.90625,0.99075466,3.3009598,0.55214494,11.091978,greater than 6.0
6.1554184,0.23796043,0.38618922,17.524487,0.047251575,18.71898,142.71976,0.9980983,3.2859163,0.5417121,9.962676,greater than 6.0
7.704192,0.3434041,0.24719986,18.340574,0.04298439,39.7634,111.70035,0.9988811,3.089175,0.4435848,9.549331,greater than 6.0
8.4712715,0.2453941,0.27405003,7.668824,0.037868086,18.52231,89.87764,0.99547756,2.9727507,0.4165473,11.440291,greater than 6.0
8.50258,0.35191888,0.32713225,6.2673154,0.029918438,19.565742,130.28731,0.99485,3.1186616,0.41683784,10.662015,between 5.0 and 6.0
4.098342,0.26087543,0.1103853,5.670919,0.0542569,59.440594,156.26106,0.99062276,3.503542,0.5422978,10.802499,greater than 6.0
7.717291,0.4128875,0.42514786,1.4368142,0.03298526,22.567781,156.43471,0.99283624,3.0110083,0.4585663,11.160677,greater than 6.0
7.291611,0.37936252,0.47681457,16.072092,0.06457584,16.881393,176.81572,0.9982038,2.974884,0.5784335,10.2374,between 5.0 and 6.0
