fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
6.2670093,0.18878585,0.41944996,1.3625108,0.050474994,46.894657,120.045845,0.99143755,3.3429067,0.3773345,10.305279,greater than 6.0
7.5705466,0.15720914,0.3400311,1.1437911,0.03376548,44.83023,150.88051,0.99302804,3.2396748,0.40910608,9.970764,greater than 6.0
7.1791477,0.30564156,0.5040942,1.8894233,0.032239325,32.968025,162.99162,0.99291587,3.2056131,0.44448915,9.753539,between 5.0 and 6.0
7.5102563,0.17836447,0.45704362,18.540297,0.0420227,65.626854,214.87784,0.99928343,3.0098803,0.48021477,9.424676,greater than 6.0
7.006207,0.3747432,0.18827344,5.8416214,0.03575346,30.93428,97.39179,0.9930315,3.251682,0.39942923,11.15185,greater than 6.0
6.520458,0.14749737,0.34195626,1.2822796,0.038205214,33.95683,173.86786,0.9918858,2.828985,0.47908095,9.28109,greater than 6.0
7.105241,0.21299879,0.30370948,1.7442989,0.032209974,20.138205,140.79645,0.99249053,3.1278784,0.47758347,9.891727,greater than 6.0
6.1848874,0.35167813,0.12874483,1.4054747,0.036266994,11.864501,90.60657,0.9911175,2.951098,0.40812197,10.171744,between 5.0 and 6.0
7.180141,0.23145261,0.4732399,12.077298,0.044811845,13.919637,102.501785,0.99688876,3.2763753,0.4587068,10.512206,greater than 6.0
6.491452,0.22484332,0.19912905,10.775282,0.040921338,45.748634,118.51614,0.9949115,3.309086,0.3398582,10.822587,greater than 6.0
8.612169,0.39891773,0.49745157,1.1719093,0.030204063,18.171421,119.64495,0.99141043,3.013244,0.4188139,11.715144,greater than 6.0
7.2195945,0.36569077,0.26101938,9.690762,0.039438747,45.828865,108.81734,0.9921112,3.163103,0.42451945,13.193646,greater than 6.0
7.323568,0.22292085,0.38534513,3.8211637,0.04009713,31.60113,101.69816,0.99215704,3.155368,0.36574623,11.4962845,greater than 6.0
7.961252,0.18158084,0.34887505,18.072163,0.043240983,23.521135,124.00626,0.9971499,3.1118753,0.5611675,11.639858,greater than 6.0
7.2788677,0.28023624,0.39661598,8.845156,0.039745025,48.911446,117.731705,0.99488056,3.269223,0.45668715,11.451783,greater than 6.0
6.0747824,0.2516185,0.24458618,6.566822,0.038512107,38.882034,119.33526,0.9933365,3.4550803,0.75041276,11.570386,greater than 6.0
6.60182,0.29227877,0.22518286,9.324985,0.03130678,43.92375,157.98744,0.99407065,3.0710464,0.8398895,10.904634,between 5.0 and 6.0
5.909139,0.18985121,0.39237237,1.5228026,0.11741322,16.407612,114.60453,0.9934633,3.3366609,0.47312447,9.28932,between 5.0 and 6.0
6.466126,0.33763003,0.35618564,34.786583,0.055979244,60.9072,208.01097,0.98128146,3.120046,0.53451866,9.131734,between 5.0 and 6.0
