cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,strength
313.77386,-0.492485,-0.05940084,206.63864,0.009340202,974.3602,799.75555,28.661232,between 23.707115153 and 34.44277358
327.82687,84.04948,0.10709587,230.74016,4.2784386,1001.9115,627.2293,28.005669,between 34.44277358 and 46.13628654
259.91425,0.6606486,139.62535,151.6,6.098355,1089.4131,877.08777,57.634373,between 34.44277358 and 46.13628654
318.1183,-0.19819134,150.19498,230.29391,9.957799,846.22235,608.0305,28.48885,between 34.44277358 and 46.13628654
303.81012,-0.3640507,114.27088,157.85995,13.06295,918.9622,834.64526,27.630627,between 34.44277358 and 46.13628654
224.9139,90.64393,72.11177,179.50597,6.8523145,911.33295,793.51965,27.837793,between 23.707115153 and 34.44277358
284.69363,150.74545,-0.003234651,180.90025,9.618182,1021.19586,720.5609,2.355887,between 23.707115153 and 34.44277358
299.9011,0.47932807,119.22553,207.76419,11.027026,817.9428,762.6548,28.1763,between 34.44277358 and 46.13628654
336.87494,0.9008374,79.221565,210.00804,8.727347,801.00476,749.47955,7.2284126,between 34.44277358 and 46.13628654
246.22626,0.42870808,158.57097,165.33882,22.391684,842.0967,779.90717,27.98919,between 34.44277358 and 46.13628654
462.83298,0.5712493,137.22688,222.70708,3.577429,821.9308,693.5854,30.534016,between 34.44277358 and 46.13628654
265.59277,-0.085685045,110.670715,188.30876,8.746582,1089.3073,700.59845,29.499172,between 34.44277358 and 46.13628654
196.9732,-0.35843083,120.14928,170.66864,7.6868243,1054.7135,838.32404,28.149794,between 23.707115153 and 34.44277358
259.67685,116.798256,-0.19665012,184.38629,-0.012603397,990.5855,797.2584,9.808675,between 23.707115153 and 34.44277358
205.26897,0.4193049,106.22922,161.62563,9.792149,1003.68506,900.72797,100.002846,greater than 46.13628654
235.30682,95.49254,1.2150565,255.66452,-0.01268203,851.5793,668.04675,89.00644,greater than 46.13628654
96.86035,157.549,0.30982637,181.7302,0.06430851,952.36224,873.562,59.964203,between 23.707115153 and 34.44277358
294.67526,-0.5944654,130.7272,196.21669,11.17712,829.8135,786.7228,28.685625,between 23.707115153 and 34.44277358
379.77164,0.8090838,124.46169,182.09058,11.3757925,874.23645,745.1034,53.482143,greater than 46.13628654
320.4729,0.27115044,171.5676,145.00005,17.286402,946.38824,719.10815,56.898113,between 34.44277358 and 46.13628654
423.4352,52.01077,0.04702621,174.86732,4.1871595,941.1942,766.7003,13.809743,between 34.44277358 and 46.13628654
175.49536,227.9448,-0.010998122,192.67482,0.0346103,920.16064,718.3618,100.66178,greater than 46.13628654
403.88025,1.0699457,69.89403,201.00919,6.2985754,813.1562,770.61426,28.611822,between 34.44277358 and 46.13628654
493.2814,0.4127972,141.6944,212.11769,3.7955446,828.1821,668.07025,13.917752,between 34.44277358 and 46.13628654
177.55675,131.74197,0.33965102,191.26477,-0.01578834,1077.7273,759.60974,31.819086,between 23.707115153 and 34.44277358
228.30237,95.73851,-0.6215393,250.06892,0.11682361,827.0402,787.39166,28.963966,between 23.707115153 and 34.44277358
209.39526,49.58703,113.19615,196.28827,6.3120513,1028.9102,656.9629,26.609226,between 34.44277358 and 46.13628654
305.35727,0.3753658,-0.8254222,186.89426,0.04792678,1010.69305,832.04425,62.122658,between 34.44277358 and 46.13628654
516.50256,-0.3517199,-0.49730027,200.33415,-0.04546731,882.6912,690.9582,95.65228,greater than 46.13628654
151.13664,159.02458,0.22860551,214.24686,0.059434474,1076.1459,752.27216,93.87224,greater than 46.13628654
171.97203,151.00569,119.29549,178.35799,19.198927,1065.731,679.94006,27.65675,greater than 46.13628654
292.57297,135.6456,0.03951466,173.73383,10.633427,971.73,706.7253,5.7593255,between 34.44277358 and 46.13628654
259.02255,-0.4653079,94.41496,142.17116,6.008601,1030.0975,919.36865,3.9173274,less than 23.707115153
182.8997,106.733116,124.30262,159.78712,12.326915,994.1131,736.35675,30.171343,greater than 46.13628654
220.87645,92.50098,23.472612,183.2198,6.862895,1100.6656,755.7468,28.545288,between 34.44277358 and 46.13628654
177.77469,0.56865716,111.88732,194.97754,4.3348885,1036.7178,758.4218,27.393053,less than 23.707115153
449.0623,-45.658154,184.92012,162.34886,10.389056,990.85297,691.2012,97.079315,greater than 46.13628654
493.75394,-0.5259975,-0.0338258,229.49922,0.020314539,1039.0804,572.6497,27.937902,between 34.44277358 and 46.13628654
176.18976,130.63165,0.19777115,188.85625,0.16437799,1056.7325,789.43036,94.24961,between 34.44277358 and 46.13628654
362.5338,96.80093,0.13420494,165.35156,2.650541,1024.8861,749.8269,27.914236,greater than 46.13628654
183.76558,144.51692,111.10477,178.00903,7.7507997,1012.3959,691.7047,27.678728,between 34.44277358 and 46.13628654
344.47482,-0.22411835,96.55917,170.78218,9.133469,911.4757,818.58875,28.193531,between 34.44277358 and 46.13628654
184.29532,1.1706145,0.72211576,208.91438,10.848962,912.46454,884.2465,9.070109,less than 23.707115153
425.5732,110.19419,0.6377787,168.02567,10.864504,1116.5396,608.71796,5.972671,between 34.44277358 and 46.13628654
273.83243,0.044862755,145.91646,171.86253,13.888192,999.22186,675.5651,3.316358,less than 23.707115153
254.24426,-0.6745962,97.03946,164.65114,10.979469,977.0536,882.3884,28.340427,between 34.44277358 and 46.13628654
279.00928,-0.0012780204,-0.16259381,192.84647,-0.032290623,980.6867,860.7232,88.10048,between 34.44277358 and 46.13628654
329.37784,-0.5529724,-0.07424669,204.08595,3.19127e-05,964.7858,776.1635,94.44019,between 34.44277358 and 46.13628654
429.33255,22.416483,169.8486,146.28249,5.0609407,1118.6534,631.00446,6.673657,between 34.44277358 and 46.13628654
246.33803,79.70643,-0.46684152,203.45064,4.1356373,1124.1968,808.43854,3.6715589,less than 23.707115153
471.9009,116.17826,-0.1760373,142.03958,33.876442,850.9879,812.77454,97.83185,greater than 46.13628654
416.2466,22.962383,135.79254,163.31477,17.251127,1060.805,615.1195,180.76993,greater than 46.13628654
577.88776,-0.84177667,-0.57294273,222.34962,-0.03630717,932.6747,695.5182,32.079967,between 34.44277358 and 46.13628654
223.94978,99.544975,118.25293,163.54218,3.9176655,1005.66675,758.6518,90.145645,greater than 46.13628654
165.79538,119.00542,-0.14194395,192.2141,0.031037167,960.6558,868.85443,27.650137,less than 23.707115153
197.62405,108.85395,-1.4152384,193.06728,-0.036619388,1019.3488,842.5844,0.26528895,less than 23.707115153
164.3395,239.91547,-0.22295266,183.78528,13.36506,1023.9162,707.6314,7.7862253,less than 23.707115153
163.41512,28.622019,162.20059,163.05338,12.975806,906.2402,844.86115,27.677992,between 34.44277358 and 46.13628654
510.61826,-0.07879144,0.3523506,165.96652,2.2049954,1122.7035,607.3523,27.941832,greater than 46.13628654
411.0332,39.336937,-0.6826689,227.45482,-0.015411513,847.74884,779.5691,95.68403,between 34.44277358 and 46.13628654
492.424,-0.8246173,57.5297,163.60307,3.175876,1009.3273,671.5163,25.820261,between 34.44277358 and 46.13628654
248.54512,0.14770985,155.11067,201.90361,3.2058928,957.1426,825.9241,28.431772,greater than 46.13628654
136.5564,2.845274,199.25352,222.9426,6.0623875,900.75714,726.5163,3.3050828,less than 23.707115153
489.8089,-0.32740566,-0.4522897,229.32732,0.04072197,933.63434,693.7142,6.9644427,between 34.44277358 and 46.13628654
269.27527,-1.3114344,80.96434,176.1091,5.45474,1019.4781,856.9457,29.547953,between 34.44277358 and 46.13628654
