cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,strength
336.52505,-0.92512697,0.29870394,192.85327,0.008471281,1067.7842,792.9163,7.067781,less than 23.707115153
515.2878,25.633068,119.90456,142.53392,6.3999314,930.5547,809.69037,28.030005,greater than 46.13628654
448.55008,1.9412633,130.38077,209.92136,7.6167526,812.06415,696.4868,54.915142,greater than 46.13628654
430.72037,-0.5671719,0.049281552,198.65263,0.12019887,1010.8676,730.5268,27.916475,greater than 46.13628654
235.72919,-0.2911767,98.1257,194.62825,7.642796,1029.8804,706.92426,27.853685,less than 23.707115153
286.7857,0.040331975,-0.061170362,175.54095,-0.015271341,1108.3474,801.7465,1.7219305,less than 23.707115153
230.13834,0.093786746,123.796715,187.23283,6.221155,1026.0249,756.8523,55.48121,between 34.44277358 and 46.13628654
208.69456,-0.028333962,175.1196,238.08113,0.18296011,857.4371,757.70557,27.97568,less than 23.707115153
305.12854,19.85912,24.904186,148.41603,11.799962,984.26263,818.952,55.762512,greater than 46.13628654
176.72736,9.319019,176.83818,157.35477,12.334472,1045.1777,766.19885,27.78299,between 23.707115153 and 34.44277358
131.89531,217.0238,-0.4434604,191.71455,6.6896005,945.27966,802.93634,2.9190574,less than 23.707115153
382.708,0.20023732,-0.18537058,185.94975,0.014992665,1050.3413,741.5445,161.28053,between 34.44277358 and 46.13628654
304.45374,-0.14189336,0.82468736,184.76404,0.0051865145,1027.9688,818.8951,2.9551198,less than 23.707115153
306.9611,94.403244,24.886143,246.57928,7.8300724,853.876,751.35876,28.18938,between 34.44277358 and 46.13628654
427.73428,-0.14096527,-0.060807697,204.92105,-0.015448345,936.76526,693.0381,95.017975,between 34.44277358 and 46.13628654
472.22522,0.059328794,0.07461305,189.21915,6.8344016,847.45825,820.63043,26.075788,greater than 46.13628654
311.9901,0.21265349,90.71549,211.88055,-0.43192968,849.6427,756.67645,91.43727,greater than 46.13628654
254.51323,-0.04709685,120.80079,174.38197,9.511168,1024.6313,757.58075,28.346586,between 34.44277358 and 46.13628654
175.91211,0.2155219,185.90141,182.2224,11.525567,879.169,913.3243,56.087376,between 34.44277358 and 46.13628654
295.1379,-0.49452165,0.26037234,213.20978,5.6497803,900.17224,748.7868,28.18174,between 23.707115153 and 34.44277358
350.37726,-0.41380364,103.4929,159.85965,9.277717,1002.4124,802.8969,11.629192,between 23.707115153 and 34.44277358
501.32462,-1.1146258,124.69337,168.6034,24.552948,870.8619,858.63495,56.454617,greater than 46.13628654
289.74857,190.46716,0.108326584,175.35297,6.5354776,844.7123,858.26984,28.141235,greater than 46.13628654
495.4964,0.32579073,114.049355,188.98196,8.969562,839.83936,649.62787,27.820301,greater than 46.13628654
202.99248,141.52394,-0.32952434,191.63858,2.385965,1150.8357,724.6698,55.68563,between 23.707115153 and 34.44277358
184.17514,0.18771386,142.27057,162.13167,10.464571,1046.1453,768.55054,2.1648457,less than 23.707115153
191.11876,151.0981,0.55195606,199.07233,3.9397047,1102.0944,766.3747,14.248108,less than 23.707115153
491.20056,124.184265,-0.07272977,201.90033,-0.055652767,1130.7141,531.7312,99.35042,greater than 46.13628654
299.31952,0.22215825,-0.1980532,154.68784,11.148572,904.8724,961.6188,25.277609,between 23.707115153 and 34.44277358
275.2134,-0.9621092,0.67671573,187.6134,10.402902,1064.9308,688.5572,13.546748,less than 23.707115153
343.70956,-0.20790716,-0.10382946,217.53235,-0.040671155,1001.883,767.9556,28.212301,between 23.707115153 and 34.44277358
309.8431,-0.6210314,0.32763323,209.29564,6.2660627,885.3819,810.8404,28.124262,greater than 46.13628654
245.11366,-0.53128856,171.23515,157.6103,10.114368,1045.1321,803.58746,56.332443,greater than 46.13628654
191.80862,94.77104,0.08866525,189.49013,6.358073,907.89276,865.0884,27.846205,between 34.44277358 and 46.13628654
193.99287,-0.6719804,127.95613,223.77081,5.472391,920.91016,641.199,28.285294,between 34.44277358 and 46.13628654
354.21555,174.99475,-0.14324372,175.40576,9.649379,858.434,831.6227,116.80524,greater than 46.13628654
411.51996,-0.44928914,-0.15940347,143.07901,-3.0568912,1128.1818,797.0937,6.7931957,between 34.44277358 and 46.13628654
490.01312,0.6656333,-0.15998147,157.70181,3.3447077,852.18024,1003.05493,89.83869,greater than 46.13628654
141.73927,177.72662,145.03185,198.47717,7.711203,948.618,638.775,90.17458,between 34.44277358 and 46.13628654
478.35464,-0.69482625,121.74982,200.28899,6.9837675,825.956,671.0274,27.879454,between 34.44277358 and 46.13628654
336.34653,0.8663391,127.254295,134.19221,23.05448,1055.7802,822.0493,28.114897,greater than 46.13628654
334.2417,-0.22691295,0.035875276,188.93051,0.044983298,930.16156,855.41547,28.07354,greater than 46.13628654
304.47177,152.07909,0.119096525,180.24825,7.28693,946.12,762.12396,58.226494,greater than 46.13628654
168.8727,0.12175548,110.49415,166.00035,3.2780566,1124.2616,815.08984,29.772615,between 23.707115153 and 34.44277358
173.2414,162.57198,-0.3388825,176.27588,11.57007,854.7331,975.30383,6.6579204,less than 23.707115153
201.31868,0.48860228,141.7009,219.96184,8.289354,905.198,758.37805,95.943214,greater than 46.13628654
344.3455,2.7046237,131.65541,153.05077,10.724085,941.4617,812.0376,28.18839,between 34.44277358 and 46.13628654
206.70993,-0.25617614,0.43965703,167.3311,6.28166,991.7216,1041.8728,55.681713,between 34.44277358 and 46.13628654
295.99185,-0.084869266,66.474106,194.89552,5.8176484,954.3083,763.8232,54.377605,between 34.44277358 and 46.13628654
338.30313,-0.18207416,127.4666,193.42041,8.561822,820.50024,825.93744,2.7120419,less than 23.707115153
