cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,strength
525.56134,-0.3714931,-0.07929281,180.92659,11.283163,936.29095,683.94385,15.368757,between 23.707115153 and 34.44277358
327.0924,0.4206816,29.675833,209.83444,11.415761,883.2781,751.4345,27.903553,between 34.44277358 and 46.13628654
471.44174,24.643332,114.537735,209.83992,3.989081,883.8592,695.207,27.979229,between 34.44277358 and 46.13628654
479.1384,0.8165584,176.06396,203.21431,9.67955,930.7198,721.4189,27.877254,between 34.44277358 and 46.13628654
193.06555,123.63882,118.03813,180.03589,3.5635717,1007.469,747.79034,91.10157,greater than 46.13628654
392.0062,26.191252,126.84861,153.20773,14.074533,915.74475,863.1349,28.066519,between 34.44277358 and 46.13628654
419.3186,-0.5405045,0.16876328,219.31566,-0.014270831,1004.2904,756.2813,15.384736,less than 23.707115153
283.84198,0.7355734,96.05999,161.47995,3.00564,1107.3503,841.9922,97.50942,greater than 46.13628654
221.94728,252.3938,-0.2683712,184.73541,0.014453771,1026.1788,688.802,31.918312,greater than 46.13628654
434.54715,-0.86740005,155.75331,169.77565,10.456867,905.73065,821.5401,27.702692,greater than 46.13628654
422.4665,23.385548,78.278046,142.91342,14.568943,870.07745,938.8439,28.529533,greater than 46.13628654
241.6567,130.50804,-0.059393965,190.4415,0.01794843,968.35004,753.58575,1.9433094,less than 23.707115153
268.08286,0.24586648,0.041410398,185.62904,0.011603791,1072.3214,859.6535,88.95784,greater than 46.13628654
160.62119,103.09959,96.52297,180.70506,3.4755497,1003.4652,745.3958,55.05028,between 34.44277358 and 46.13628654
389.2968,0.0019044727,83.229126,161.63841,11.58917,938.5739,852.73895,3.3321314,less than 23.707115153
168.4277,139.96802,117.82258,190.1257,7.824382,1029.6061,777.881,3.9483502,less than 23.707115153
155.1813,110.024254,122.259514,169.96304,7.6341963,806.77527,1097.4783,103.020355,between 34.44277358 and 46.13628654
137.4566,25.962687,141.51494,131.22755,5.6462426,1005.0038,949.7729,60.613297,greater than 46.13628654
185.99474,130.31212,-0.085852996,190.69719,-0.0038335873,1110.5695,761.83307,2.09406,less than 23.707115153
212.64006,48.93325,104.421005,209.67062,-0.16390386,888.98065,733.82733,27.665209,less than 23.707115153
399.08524,0.1454843,29.422968,163.97112,-0.0025970042,1057.7765,732.70886,14.723007,between 34.44277358 and 46.13628654
424.8053,2.8459346,105.981026,211.31886,11.262053,911.77594,781.3593,0.82674664,between 23.707115153 and 34.44277358
469.56937,-0.39309207,-0.19496024,192.07959,0.0076204664,844.2785,921.62897,28.78632,between 34.44277358 and 46.13628654
151.24905,131.0863,1.1893811,203.56851,6.893421,1017.83545,772.54504,27.141182,less than 23.707115153
362.18634,0.12482861,-0.5183568,214.7237,-0.0024206713,1000.1229,711.7568,98.78584,greater than 46.13628654
163.39224,101.11269,25.272808,163.39441,3.4213107,1003.13635,816.0041,56.041553,between 34.44277358 and 46.13628654
175.83113,-0.7795005,100.50992,169.36871,6.341129,1048.159,710.1537,12.541747,less than 23.707115153
143.13847,271.60257,0.0008896738,161.91655,17.33843,830.66547,659.2023,27.727934,between 34.44277358 and 46.13628654
216.09874,-0.7045444,123.053894,181.24667,6.700416,880.1117,885.27905,3.1602228,less than 23.707115153
152.4337,193.62726,-0.21454224,177.29343,6.8252373,1008.6112,794.8551,98.539566,greater than 46.13628654
211.33739,-0.13424876,67.13942,158.74937,16.808008,1003.6391,886.0996,28.045607,between 34.44277358 and 46.13628654
246.17982,0.8965955,140.10495,183.15059,10.751357,876.60406,775.54034,4.0511885,less than 23.707115153
354.7539,186.40822,-0.16298896,227.07092,0.003922717,913.3056,633.2116,89.86375,greater than 46.13628654
314.1484,189.6514,-0.25993526,185.40318,0.062608,1033.4113,662.525,14.6645975,between 34.44277358 and 46.13628654
226.86827,-0.08832036,101.886536,189.39407,4.349545,985.0563,880.95984,9.838203,less than 23.707115153
348.1623,-0.20674355,0.28747538,153.63501,0.15493724,879.8798,933.72125,29.10884,greater than 46.13628654
317.07352,-0.5549914,79.24257,175.19646,9.425674,1043.0205,749.84955,27.895182,between 34.44277358 and 46.13628654
162.9792,0.7159436,119.103874,167.9833,9.671982,1006.77234,932.84314,28.217243,between 34.44277358 and 46.13628654
433.47998,21.92723,1.7600671,167.33223,11.94247,936.89026,774.495,14.055658,greater than 46.13628654
367.6146,0.32430047,-0.008138597,185.09459,-0.025692306,1027.3975,742.9373,96.34178,greater than 46.13628654
267.34894,158.54517,0.123043895,177.08675,7.074057,1021.8337,730.1862,55.26451,greater than 46.13628654
348.54083,-0.15237293,-0.20223096,191.99634,-0.066553876,952.2176,819.30505,8.138554,less than 23.707115153
200.29163,275.316,0.014473483,192.71837,0.031685226,928.9087,689.53296,100.21907,greater than 46.13628654
282.84564,170.8936,-0.37269157,196.27792,12.78248,926.9606,751.7927,89.55072,greater than 46.13628654
375.23297,0.4359358,121.96399,144.12502,14.130733,1042.9045,789.19696,27.984245,greater than 46.13628654
150.66866,-0.09664671,147.40175,157.54182,10.377725,989.907,874.12036,3.521738,less than 23.707115153
321.66855,0.21228652,0.98099995,150.81114,3.0610168,1084.5714,740.8525,-0.11076781,between 34.44277358 and 46.13628654
463.50726,23.045929,116.549324,164.85165,9.126052,1004.2931,736.89343,2.7288702,between 23.707115153 and 34.44277358
416.8913,-0.18011221,0.27164656,163.3509,9.783764,848.3483,780.0744,27.646963,between 34.44277358 and 46.13628654
463.04446,0.008881763,0.18057553,178.05922,9.491201,831.0163,741.8824,29.1872,greater than 46.13628654
433.9143,25.19608,74.36933,156.24158,3.0274441,851.8813,801.4289,99.371506,greater than 46.13628654
300.42798,-0.076444045,109.53923,176.06009,9.058192,1023.9105,754.75006,4.158016,less than 23.707115153
410.7182,0.9650326,78.46898,178.33324,7.467177,871.46716,774.6304,54.363537,greater than 46.13628654
263.4172,0.4122721,131.52936,171.20786,12.120713,855.9416,885.45056,27.651443,between 34.44277358 and 46.13628654
356.37985,-0.045820564,-0.45225972,186.20537,6.9340506,952.903,851.1587,94.94125,greater than 46.13628654
401.50458,51.31281,123.734886,223.2378,6.74536,876.7524,691.40497,55.716377,greater than 46.13628654
300.0902,0.291197,132.35661,164.39009,7.6665735,1006.2641,776.6785,100.50128,greater than 46.13628654
271.0118,-0.1402441,102.57219,173.39279,9.167164,1000.86884,766.4671,96.042046,greater than 46.13628654
398.44504,20.019787,117.03602,179.16748,3.8492627,919.87537,717.10376,56.460506,between 34.44277358 and 46.13628654
336.04807,0.10264914,87.69871,183.33041,7.384369,982.32275,841.8406,28.91287,between 34.44277358 and 46.13628654
386.55374,-0.39366305,122.20583,227.22604,4.570124,1158.7817,769.05975,9.907244,between 23.707115153 and 34.44277358
159.00578,159.03452,119.52068,180.22585,7.4180675,987.781,725.3593,14.330201,less than 23.707115153
312.73132,0.90209556,111.875404,191.01047,7.776855,939.43555,795.5339,90.3265,greater than 46.13628654
238.74062,118.52548,0.031089978,200.21475,6.816634,975.3635,759.46344,89.21394,between 34.44277358 and 46.13628654
