lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,pgout,ppgout,pgfree,pgscan,atch,pgin,ppgin,pflt,vflt,runqsz,freemem,freeswap,usr
5.8288274,-0.038356535,770.98596,74.583595,23.334558,0.37202317,0.5429115,148124.94,77871.21,-0.0003525922,-0.0010668524,0.033897243,-0.011617923,0.007101331,2.927339,3.327251,26.560886,36.856247,3.0298529,1421.3275,1009240.0,greater than 94.0
22.085108,1.7009168,871.43005,130.6822,69.60541,1.5019592,3.071206,-713931.1,30390.8,0.023039166,-0.0043590916,0.2788346,-0.05211392,-0.005632627,2.1750958,2.660145,75.07041,149.73477,3.6298766,704.2719,1052563.8,between 89.0 and 94.0
-0.71281713,0.2609683,-2.8759344,-14.403417,10.7405615,37.94584,12.542487,46456.223,52513.996,-0.0018266155,-0.008545979,-0.01995442,0.00065400265,0.0036938917,3.7975204,3.8044987,321.93707,1147.9106,1.4439169,3848.0652,1261302.6,between 81.0 and 89.0
5.825351,0.5265427,6195.6387,916.1616,513.49023,9.373978,9.32628,158328.14,94897.61,8.649819,15.286792,27.475182,24.928411,2.8193028,8.947168,7.947232,158.81357,686.2013,1.0546347,191.8645,1027394.56,less than 81.0
18.652138,3.6304512,963.73895,61.4877,36.29482,2.5279214,2.010792,-6212.3027,244804.33,-0.00027658464,-0.0016417,0.029670041,0.031968348,-0.19676115,4.2936163,5.2420382,111.60551,116.050186,1.9428966,531.1529,986386.06,greater than 94.0
31.075684,69.12847,8847.505,409.62714,407.68582,5.7037086,4.2808967,340503.34,72448.54,0.031854473,1.0473517,2.9657795,-0.0114265485,0.97108823,4.8755574,5.136112,293.04297,518.1331,1.2766576,288.14975,1254470.1,less than 81.0
0.017718557,0.12675422,2252.7454,151.73285,90.24752,0.28359073,0.44004792,254824.77,13356.501,1.415416,0.5313725,20.404251,35.00738,1.0603304,1.4249982,1.218745,25.11686,24.74342,1.9592896,426.61887,1635741.2,between 89.0 and 94.0
12.482433,1.1728239,2816.8203,461.2337,417.07703,1.392229,2.1762936,324127.8,74615.87,1.4310609,3.29994,60.7623,0.17252806,0.08006304,5.25855,6.752611,113.209175,162.1684,2.1445289,259.63852,1018629.5,between 81.0 and 89.0
48.001488,50.272774,1902.4462,101.54342,75.03837,0.21317302,0.20082536,265916.72,342721.88,2.100993,15.387428,19.313864,-0.08370161,0.9859945,3.0569203,4.098647,16.066593,20.315855,3.3811529,464.53104,1613605.5,between 89.0 and 94.0
124.59868,20.711765,830.6817,61.3235,-1.2741065,1.0073035,1.125093,1566.2953,9101.932,4.824852,6.778726,7.366745,-0.007967466,0.00023280596,1.5387298,1.6419803,78.32781,96.20557,2.0509872,294.67557,1758390.6,between 81.0 and 89.0
3.5058405,1.7579422,2219.8235,304.3452,323.64325,1.149358,1.59964,108499.4,83457.25,1.8443936,4.088388,8.910213,13.459945,2.441823,8.315495,8.87721,66.03729,101.60542,2.6880956,178.93971,1714322.5,between 89.0 and 94.0
18.311539,3.1461167,3872.544,352.47748,116.76408,0.47711185,0.55644786,59816.5,9758.882,0.0016430663,0.012048129,0.061219536,0.1429401,0.20203236,4.658332,6.135702,45.812798,71.7266,3.3606832,1199.2119,1020215.2,between 89.0 and 94.0
11.518596,5.501547,3937.7837,348.13034,185.8658,6.3431606,2.860999,81887.29,14263.169,5.1045423,13.60343,13.504694,31.023924,1.1131321,13.3627825,11.858116,245.28697,439.30368,1.7687584,158.47006,1075774.5,less than 81.0
5.5801954,-0.022575494,2862.8423,529.12164,473.76263,3.6973498,2.4754078,376771.9,86363.6,-0.020500943,-0.004772201,-0.006944471,0.0148579925,0.6050286,9.843062,10.331263,330.45764,289.00403,3.116462,1145.4332,1138213.1,less than 81.0
21.885551,-0.085816875,3369.4314,251.40018,147.104,6.1542797,2.4817147,259470.16,10437.235,1.8249005,2.4366734,7.0182195,14.29579,-0.006239062,9.806482,11.304883,344.60196,451.27374,3.9394472,348.97318,1753130.8,less than 81.0
2.7085724,0.00955284,201.79414,-5.9124827,408.46213,5.8960457,-2.3363004,-431275.22,-11821.97,0.013467635,1.3045322,3.6070957,17.717354,1.9683284,0.49224898,1.5070052,286.94873,610.41113,-90.38112,1566.5342,995627.7,less than 81.0
0.1989975,-0.005669713,302.04538,19.769817,10.637456,0.18627277,0.19856559,263791.44,21947.791,-0.012212861,0.019480001,0.00086024404,0.1264134,-0.0008201988,3.842469,3.4309912,18.656914,15.891826,3.1019695,2854.2458,1723033.5,greater than 94.0
0.59194076,-0.057026185,843.4593,132.68825,25.805683,0.19528596,0.19389576,210191.78,31457.652,-0.006138397,-0.009513661,0.0012477748,0.00095869973,0.0035127061,-0.18742141,0.7987647,15.096455,16.175392,1.7222302,1079.7456,1739361.9,between 81.0 and 89.0
13.771037,2.633981,4558.94,935.96686,241.02518,4.493611,6.3538256,2049407.9,205804.17,-0.025259836,0.0010617683,-0.0026161233,0.020720333,8.550282,6.4626427,7.5043974,177.92691,479.6149,25.150494,12670.273,1332025.0,less than 81.0
4.0479155,-0.19039619,1767.5785,372.99997,220.24167,2.4265282,5.284893,202296.6,11675.015,-0.0011780187,0.003097104,12.152703,-8.448402,0.08457523,4.5310707,4.8855066,182.17221,235.66116,1.9235289,771.1993,1052486.9,less than 81.0
38.400185,19.717161,7079.644,778.9619,741.5426,6.01413,1.5153044,480324.56,113017.46,4.2964444,39.185562,18.483107,45.326443,4.3038898,6.0168996,7.66339,388.3628,523.75995,1.389154,222.37216,958283.06,between 81.0 and 89.0
16.785254,12.496494,486.76102,104.113045,66.349594,0.74233097,1.185512,-588.4425,20325.943,-0.02751103,0.0031809555,0.16674359,0.15036623,0.0033241082,0.5030176,0.57790726,45.62167,61.87451,4.8333025,3197.267,1795811.4,between 81.0 and 89.0
12.249515,18.664537,5037.101,426.86136,453.16516,3.8074646,4.2306786,283064.88,20218.293,0.00029762927,11.096526,32.895077,22.149977,0.43063828,7.3504796,7.2056475,189.89491,316.72522,1.9124619,182.91747,-46185.52,between 81.0 and 89.0
-0.29351324,0.33099127,2561.2336,466.04398,100.168274,0.21931513,0.25197488,144811.89,228005.23,-0.0019196924,0.006370855,-0.12116146,0.018240854,1.8796512,7.7066965,7.719464,24.229343,74.601616,3.3831038,2326.2166,1838214.0,between 81.0 and 89.0
23.366697,2.7148774,3187.7534,439.33496,284.47137,5.4020395,4.266896,1796895.1,41722.594,5.5148306,10.921683,6.7581315,-0.09458822,0.7503631,20.09661,19.157219,275.16525,397.50055,167.90947,74.23079,1690376.5,between 89.0 and 94.0
4.150531,0.12857048,546.1972,56.261715,57.756817,1.4592723,1.5097318,53843.137,29538.078,-0.0008716183,-0.0046424526,-0.0029240623,-0.01777587,-0.001771601,2.46964,2.3738492,79.02688,52.205853,3.4276583,2336.067,1200035.9,greater than 94.0
5.108073,4.2869096,3341.308,356.05453,176.30498,0.6181846,0.58714885,6136.504,40511.695,9.048012,18.987,28.00271,22.722162,0.18827492,1.8672894,1.4425801,44.677605,56.65091,1.3695759,226.62889,1157760.9,between 81.0 and 89.0
