lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,pgout,ppgout,pgfree,pgscan,atch,pgin,ppgin,pflt,vflt,runqsz,freemem,freeswap,usr
12.930447,4.130941,-771.71967,66.15825,60.820004,0.82488495,2.6881886,2891.667,114885.266,0.09074214,0.08915862,0.18526334,0.6747576,-0.0028755562,47.880585,46.12541,151.22942,454.91922,0.5639359,233.33325,1644447.4,less than 81.0
-0.8320984,0.030871822,1724.7045,41.51782,50.33963,0.22901927,0.16034158,353538.0,30183.58,8.952364,31.637058,182.42574,98.91888,0.00407126,0.24172106,0.77698165,193.94589,132.91457,3.3988926,116.070564,1747615.4,greater than 94.0
7.530697,15.172041,294.85883,46.928364,41.01261,0.2112682,0.18094975,51897.035,104787.305,0.012172131,-0.050179835,0.051858306,1.2906594,0.003695758,16.433187,18.93824,13.746375,94.6758,2.1869197,9599.294,37754.55,greater than 94.0
7.4086056,3.2359884,2581.8435,269.67505,167.36215,0.19688697,0.18485531,27207.266,10147.639,2.1157768,6.667694,46.692596,0.4065883,0.6702081,3.2918394,3.2443728,26.710127,28.354923,6.8718667,157.54095,1501540.0,greater than 94.0
9.668286,-0.03729738,3679.223,264.38043,206.30289,1.726771,1.0508484,-7579.146,-20888.55,42.40777,66.320175,182.50415,339.19934,1.2359502,23.10802,27.525856,286.81836,515.51605,-504.9834,96.4076,1780531.9,less than 81.0
38.29681,36.8715,-366.2039,153.4533,-72.551315,0.78927386,0.32910892,1346637.4,200426.78,-0.15973723,-0.013706535,0.10150595,0.029741291,0.01955267,0.07244992,0.039325252,119.91971,104.15968,2.5195618,394.5962,962149.56,between 81.0 and 89.0
2.1692739,3.005074,1492.0715,216.59373,141.8306,0.1735914,0.20492955,416704.22,471473.78,0.12053277,2.8500555,14.306108,0.62813914,-0.0041990997,7.365845,8.725572,16.489902,19.386894,2.9197352,369.95245,1040489.7,greater than 94.0
45.426067,32.112717,1543.3319,332.34592,152.52707,1.0293003,1.67716,317416.8,171194.31,0.044124708,0.028818626,0.04348512,-0.42025775,3.0372472,13.600215,19.033176,137.0122,248.28944,2.3627224,1931.6422,1798644.1,between 81.0 and 89.0
10.281319,2.9155889,1617.825,297.22723,132.05399,2.0253448,1.9615511,459891.4,18085.7,-0.0033333276,0.030851841,-0.030394554,-0.042242646,0.02026121,0.11114452,0.050096147,229.59386,163.1922,3.6567311,183.67982,1132736.8,between 81.0 and 89.0
10.099003,2.0330572,4078.42,437.51904,221.0409,2.4234962,9.494932,384251.9,105187.14,0.010895342,7.108923,55.542976,77.42893,-0.0095200855,35.031033,26.077646,258.27606,355.11093,2.018855,187.07155,1014855.6,less than 81.0
20.614782,8.126233,2847.3215,438.93604,235.69142,2.0263045,3.8978808,174620.75,280025.62,0.01714212,0.72945786,0.6728154,-0.32687396,0.40704256,5.5628743,10.542102,160.6801,153.36214,1.5719225,37.071514,1009742.6,between 81.0 and 89.0
