lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,pgout,ppgout,pgfree,pgscan,atch,pgin,ppgin,pflt,vflt,runqsz,freemem,freeswap,usr
7.200344,-0.039455622,3932.3467,260.8152,178.46104,1.7030152,3.5129972,62368.344,28123.555,0.071872585,0.42414835,-1.1492069,36.008205,0.5817277,2.7779076,3.0868127,170.71149,456.93076,-95.59677,920.65656,1874386.4,less than 81.0
8.753371,4.5624485,4384.0576,191.32594,149.54994,0.39835784,0.39286187,51978.47,27132.883,0.09420644,0.012106072,0.48360968,-0.02284245,0.62263554,0.15214974,0.21022782,39.543552,71.09579,-1.1422988,112.91954,1007158.2,between 89.0 and 94.0
0.1338082,0.30536988,1180.8181,95.41508,75.31849,1.3994911,2.5238779,74575.11,35680.254,0.008747008,0.24448615,0.1733332,-8.301993,-14.585004,7.598522,7.5751476,102.13642,249.46048,-212.89651,169.24686,1828931.5,between 89.0 and 94.0
1.7801185,0.88807774,853.2801,73.09898,73.13318,0.20973578,0.27392757,174895.2,76373.31,0.022862129,0.39767152,0.033910617,0.11603865,-0.009395209,15.482331,56.961674,-9.796312,8.175642,2.9233122,526.4657,961313.56,between 81.0 and 89.0
2.9115644,1.4325819,2383.1526,365.05176,118.96196,0.6346278,0.79550093,103267.89,43494.605,0.0018678308,-0.03857619,4.952202,37.889053,1.7819519,13.126203,21.290962,46.80349,184.00763,315.51276,438.59033,1111239.2,between 81.0 and 89.0
22.59165,11.925651,1974.7877,48.373013,30.97097,0.39762187,0.2601439,23476.574,20402.014,0.23860241,0.41240484,6.780049,12.141988,-3.2876518,4.4421873,4.886243,25.996061,58.63926,3.735918,11.32882,792262.5,between 89.0 and 94.0
3.4054883,-0.00160864,2086.272,79.94759,108.29504,0.311114,0.19813639,5453.43,5626.0884,-1.6715341,-0.4730924,-0.09618388,-0.023032913,0.49041247,0.62668544,0.7527506,35.18259,32.27412,0.88321537,489.96207,1019047.5,between 89.0 and 94.0
9.745589,6.52088,1906.6097,268.72375,134.8305,1.4631295,2.2631538,122800.81,86001.836,0.0068803597,-0.026279787,-0.02738297,0.013667833,-0.018441316,0.12511864,0.13613872,138.17793,184.19547,0.3801356,532.051,1745578.4,between 81.0 and 89.0
90.591675,100.92556,2450.4995,363.75174,234.9623,0.5893788,0.80244094,285240.6,41081.117,3.8694797,7.651279,9.2671585,7.4977636,0.37897974,21.209248,21.358456,34.586018,40.95372,1.6250672,117.41339,891418.5,less than 81.0
27.410797,26.893818,2395.9438,177.05511,117.07491,0.21935353,0.19256611,31225.422,20705.863,0.0050168326,0.42248827,1.5962166,6.332933,-0.1827669,2.386296,3.3217528,49.388226,68.11206,6.99838,1141.4165,1446254.2,less than 81.0
3.1560812,0.44642007,2498.7708,535.2708,171.66757,0.3202152,0.48850688,313507.22,121880.734,23.879496,25.951584,10.090209,-0.04043086,3.5260088,9.058095,9.617453,32.384983,61.411358,4.2919707,20.576477,39856.797,between 81.0 and 89.0
10.631245,2.2565606,581.7405,28.85116,-5.995825,0.4112103,0.40698576,13432.045,61043.957,1.3657073,1.5165211,3.0383565,0.5130504,0.9722415,16.103918,45.73656,5.4410725,40.328045,2.0246935,8903.374,1411206.1,between 81.0 and 89.0
14.106121,12.154021,1322.763,64.85819,55.86269,0.5023023,0.19968705,63387.45,33514.754,-0.0152502395,-0.003215503,0.0076650567,0.028372496,0.032612626,2.6483874,2.5598657,29.5861,78.16571,2.1469433,548.4418,964710.1,between 89.0 and 94.0
9.418623,7.9129734,4101.8247,261.51453,127.25301,1.3956354,6.8349133,128035.18,117723.85,3.41953,6.4852033,42.249393,70.94446,0.8991043,32.673065,43.63488,188.33604,279.7844,174.27019,258.9691,974711.6,less than 81.0
6.0805993,7.530573,617.6746,17.275787,20.153482,2.4391155,11.707901,17084.646,27163.916,-0.018579572,0.045414798,0.24777296,0.22536333,0.007898829,-0.009495113,0.071961395,190.1037,258.0008,0.95939875,445.30798,1570704.2,less than 81.0
15.680278,9.747599,2636.5889,181.44672,160.64742,0.1841999,0.2578695,71542.234,31817.256,2.2316153,3.956484,4.1851745,-0.008216795,0.5245549,4.2888374,5.1930447,33.946312,30.209724,2.0686944,342.73746,1752075.0,between 89.0 and 94.0
-0.7735557,0.053183544,5631.595,416.08142,168.42415,0.22647552,0.18112907,24969.262,30808.463,1.6754391,2.9014409,4.339207,0.33781323,0.81203175,14.017224,24.674585,25.083822,33.4622,1.3790805,267.20584,1729037.6,between 81.0 and 89.0
4.0655947,2.8908777,2892.706,251.43623,120.217735,0.40866843,0.40756634,128451.03,35259.32,0.019590389,0.33096468,0.15865631,-0.10440514,0.7505954,4.331327,4.9878197,36.218285,102.856155,11.061434,271.9111,1687761.1,between 89.0 and 94.0
6.8641376,2.4131324,2643.2397,125.79401,144.86075,2.1416533,3.3743627,37084.637,60282.492,-0.018489439,-0.017713983,0.030662514,0.026303016,0.007528834,3.1464367,3.242317,111.38842,181.92477,1.1630031,2933.1528,1823615.1,between 89.0 and 94.0
20.833496,12.823497,2761.7554,199.09225,92.198784,0.19765556,0.093018554,126460.9,35203.234,0.043134194,0.029507194,0.5525517,0.4195899,1.17879,1.4292808,1.1751515,22.710093,37.92029,3.116139,279.3819,1030773.25,between 81.0 and 89.0
10.674455,5.444389,-302.34174,322.67212,-94.35472,0.8591812,5.516413,670732.4,5015.0757,0.01473387,4.4196644,67.99206,32.899273,0.70477426,-0.45282304,-0.4432366,258.22787,154.02368,3.7716842,212.31468,1749836.8,between 81.0 and 89.0
14.04542,25.46966,1694.4229,384.98926,272.9168,0.6395893,0.15401664,205990.25,202499.97,2.1886263,4.67178,4.477909,0.02034913,3.789743,0.045334242,-0.009347729,49.870537,112.20209,6.105007,703.8963,1572153.0,less than 81.0
90.00175,119.26639,242.75137,30.671328,50.460537,0.5847152,0.56897783,202614.3,93007.85,-0.018718733,0.10790733,0.019070286,0.38334167,14.331121,-0.0693798,-0.014189679,39.415325,118.69015,3.5215247,372.81155,1636000.8,between 89.0 and 94.0
2.97237,0.8865769,3543.995,187.83597,90.79066,2.6400247,5.2033615,16384.357,45941.574,3.3320067,5.5042186,9.911182,7.0715146,1.1422632,12.83027,24.934118,145.909,408.9812,5.76769,409.85437,1046229.0,less than 81.0
52.079353,62.72746,3647.865,103.563675,102.96944,0.58469296,0.7161424,16626.494,54892.76,-0.006818291,-0.030685745,0.037423387,-0.02250404,-0.0005506697,2.1542385,2.9215338,37.63487,41.410824,1.6215371,6592.129,1822753.8,between 81.0 and 89.0
41.201973,55.49744,5277.51,250.19392,142.58322,0.6172357,0.78121144,179839.78,35483.047,2.8893027,6.3896804,21.988821,48.824333,0.81910795,20.015326,26.445047,258.78384,409.04398,1.2371933,272.75815,1073171.9,less than 81.0
0.38633382,0.8761337,934.85815,50.249985,77.94452,0.3883733,0.4110439,22491.04,244664.22,0.009847591,0.37159815,1.6666006,5.9215603,3.698698,18.921455,51.600693,41.23219,93.320595,6.4785795,567.78076,1777759.1,between 81.0 and 89.0
52.531364,86.22115,3442.8967,571.4925,379.12564,0.2004918,0.18928485,234653.77,49610.42,1.7495631,1.694231,1.8852803,0.015142325,1.2013892,0.35280162,0.32526785,10.059575,101.53532,3.988593,229.45517,1781356.4,between 81.0 and 89.0
9.433968,1.1942493,717.35406,23.445198,23.92452,0.6022394,0.45211247,17586.402,29007.178,0.062347684,0.1981642,0.43070447,-0.023259697,1.3219484,2.168832,2.2971702,44.82439,58.155483,2.5164955,494.22067,1171215.6,less than 81.0
0.67090005,-1.3987471,2007.2333,169.71443,110.415,0.38326886,0.0695325,43827.133,35981.594,0.08644354,0.53905994,10.664963,19.690903,3.5851,-0.08824551,-0.008063864,33.68837,284.81912,162.46391,569.8489,109492.54,between 89.0 and 94.0
7.7879267,8.83064,1492.947,120.24755,98.26807,1.9140661,2.4550982,473270.62,347723.75,3.7882545,6.1020904,8.761399,7.5121927,0.38873544,12.936114,16.977665,190.28506,929.4659,8.242672,523.5907,1575830.8,less than 81.0
