number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence,critical_temp
4.9372473,158.97093,123.32323,162.97777,127.1494,1.6226639,1.4715526,135.85658,36.66174,55.14992,50.432846,641.24457,572.26996,636.0466,545.77277,1.5555642,1.0934812,366.82935,204.56418,127.55861,145.55602,160.91496,181.66257,157.55612,178.27611,1.605679,1.3674457,96.315765,60.68751,31.03945,29.265118,6210.2637,4876.144,6292.5015,4564.379,1.4854672,1.3340367,6711.836,1513.9559,1972.9523,2590.822,64.990005,58.960564,25.5316,22.582605,1.2044142,1.0818961,123.95648,21.437778,47.584023,61.171375,13.700795,6.2907186,11.499709,5.5274305,1.5902792,1.3104502,17.84211,1.232371,5.9657755,4.493214,107.57551,107.39353,22.514027,13.531361,1.1628579,0.886486,403.95752,82.710396,152.77307,159.89467,3.022274,2.7916481,2.837009,2.6221893,1.5618804,1.1251278,3.008975,1.4803294,1.2145342,1.2927829,between 5.365 and 20.0
2.9900532,164.90808,139.58546,162.9382,138.89969,1.1252139,0.8838794,102.34808,56.935745,40.420506,34.939735,546.6825,537.8705,543.5046,505.44623,1.0733442,0.73250395,246.53136,249.67007,113.943016,120.69749,176.71027,139.10641,164.49919,138.0607,1.0558422,0.9954172,121.658646,37.574276,47.47695,43.93205,5046.7915,5263.4263,4542.8364,5325.6255,1.0219011,0.8332714,16637.451,5156.866,6400.8574,3901.4106,31.708374,42.159294,3.749694,6.736785,-0.023784708,0.70679307,78.853355,30.116095,35.119663,31.083963,8.594146,4.945528,6.9127855,2.924392,0.988118,0.8586235,16.037426,1.9676349,7.0423346,5.300071,120.05459,97.94152,22.583172,31.877453,0.8038471,0.424917,400.74713,86.26015,158.19492,161.03276,4.092699,3.3757222,4.0308166,3.2078857,1.1071403,1.0050666,1.9905858,1.5082269,0.8123134,0.47934508,less than 5.365
4.9814816,129.52116,98.84161,125.53949,95.29694,1.6021764,1.1433697,118.52423,61.20994,41.955036,27.396864,703.22784,751.39044,681.6763,716.88995,1.5501577,1.1361269,641.41626,331.6322,235.44044,237.75162,178.46788,171.68987,171.19266,164.05591,1.516467,1.2095959,213.61853,79.484695,71.680275,70.97572,8204.202,8566.646,4344.737,4726.7725,1.6588589,1.198643,8158.5,3019.2349,2733.5984,2456.0503,56.935566,78.22197,21.51197,21.58959,1.1874291,1.052053,93.38448,43.305447,40.45984,44.620987,9.8812065,11.009647,6.549451,7.1287894,1.4901047,1.1513835,16.46616,5.362418,5.8706317,4.5087466,48.282776,43.908466,16.02606,17.966188,0.6352896,0.6964064,114.396645,29.685747,42.685997,51.570885,3.533683,3.2858627,3.4278555,2.9626672,1.5074548,1.0194651,3.015629,1.9608083,1.2141707,1.114088,between 20.0 and 63.0
2.9894068,87.01383,82.15877,80.303444,76.948204,1.0593679,1.1142813,57.199276,26.549109,25.17904,23.354086,808.9622,895.48145,790.7651,858.2576,1.0752914,0.8536047,496.05682,419.2942,220.44283,219.12946,123.76835,99.48383,118.48364,91.01586,1.0777822,0.9911576,85.51643,45.37546,35.889187,37.807457,5350.861,3908.8628,4969.0913,3739.6936,1.0819213,0.9430932,582.2362,2009.8182,209.65273,109.25917,94.37485,114.47333,22.147644,67.2575,0.57923335,1.022826,356.73596,63.788067,166.05763,52.4291,50.405914,61.94607,26.247444,39.0006,0.94595647,0.9281632,92.209816,32.354332,50.027706,41.848717,-1.7567233,11.800224,48.576946,69.20063,1.3360144,0.4788639,7.492844,3.7036912,1.998571,10.138576,4.8524895,4.5608087,4.634372,4.364636,1.0676066,0.9476257,1.9831576,2.2332692,0.83836573,0.6298349,less than 5.365
6.972159,55.262733,20.671362,43.29659,12.374405,1.6899554,1.8986003,132.86613,8.628359,46.984814,44.213097,775.1497,1137.0251,625.64307,1009.19543,1.8631283,1.1276207,1166.818,809.1122,408.18237,377.79276,159.7299,47.13548,130.92519,43.532818,1.8132787,1.8685725,216.88332,7.7224154,78.88776,88.310394,-597.97797,-26.967453,-3267.4453,-3763.559,0.6724392,-0.03615561,9003.922,2352.9492,3741.2415,3556.1934,53.34015,137.23305,7.585096,70.76852,1.5281801,0.9771963,161.26407,114.15945,64.3015,115.844215,49.3188,-26.123829,-0.68331504,95.411095,1.6064454,-0.26273704,96.74298,12.296939,27.509024,23.733473,71.05152,160.38608,35.793083,64.991356,0.8145176,0.6270691,126.86313,136.52031,45.181667,47.191467,1.7917252,1.5651288,1.7943195,1.7974699,1.7870313,1.3641311,3.0281785,7.207258,1.1401211,0.73726034,greater than 63.0
4.0122523,69.49706,71.187675,55.69931,58.077522,1.1709354,0.9142024,98.97162,36.219868,36.00462,30.215347,840.16864,837.7831,838.26086,819.47656,1.3583947,1.0276989,344.36072,429.8272,146.62498,148.79262,161.9504,158.30319,155.09961,151.82358,1.3174552,1.0371075,102.905525,78.943886,38.948536,38.19857,5764.0576,5975.7124,5082.528,5094.615,1.0741034,0.8096219,5453.012,3598.0356,2185.0962,2330.285,74.961105,73.12135,47.304554,72.109886,0.95387894,0.8163902,109.05291,43.908802,46.79574,37.472347,19.47816,20.896069,5.5358396,7.104798,0.86204207,0.63285875,30.841484,14.166207,13.893984,14.16535,81.67186,67.10506,3.8376231,5.299087,0.5526625,0.14431717,400.5526,86.8423,164.38618,159.25967,5.0022483,4.1136637,4.8986206,3.9001904,1.3690722,1.0733595,0.9792471,1.8071637,0.40511507,0.5462567,between 20.0 and 63.0
4.9638352,52.658733,53.435314,41.9608,43.865555,1.4072918,1.4199326,121.25902,16.688498,43.926243,43.601585,953.59467,882.92523,860.6249,850.30963,1.5286065,1.421392,955.7909,296.83545,349.91162,336.84506,115.79094,118.14006,98.74556,102.202286,1.4559394,1.5383462,118.061195,23.263172,44.187386,48.731323,4241.7666,4502.9966,612.96814,764.594,1.1827139,1.1430825,8741.375,2036.8217,3015.94,3428.0684,139.54677,81.85998,41.07551,55.490948,0.8672076,1.026173,376.28714,55.382862,144.10735,73.78084,8.011385,13.338646,2.9797156,5.107379,0.94107515,0.92824143,25.501791,9.219077,9.6223135,12.4527025,119.79276,124.20188,5.5613227,4.8849287,1.2149692,1.0340314,408.89673,75.59031,154.07855,182.31294,3.2781453,2.7220085,2.830677,2.4732363,1.5627252,1.3978852,5.0968676,0.9632499,1.8279024,1.7142493,greater than 63.0
6.041348,112.71856,95.43265,92.75649,71.63974,1.5816758,1.6338222,151.5958,31.101387,53.919582,44.897102,913.0022,1005.4336,820.1922,946.4288,1.7469453,1.4805903,1209.0583,519.0368,424.1481,284.43948,159.65479,114.612015,131.73766,96.20641,1.6982993,1.7136196,195.15144,23.928123,65.926186,59.58972,5498.45,5105.569,1031.2181,698.04126,1.5010687,1.5327667,10785.89,1744.1324,3484.5964,3406.072,40.70792,64.91313,19.338902,26.688791,1.3378158,1.4236306,619.956,40.738426,1.3433836,91.18334,7.1581826,5.109721,3.660185,1.2479906,1.6005073,1.4350593,12.934213,2.4414105,4.4829116,4.5799384,91.72932,89.1119,11.354292,1.7699085,0.55249304,0.40455973,399.59866,82.82175,150.33444,157.39313,3.8437922,3.1074796,3.2086453,2.6666756,1.715725,1.46149,1.9816853,1.5644655,0.7763684,1.1464564,between 20.0 and 63.0
3.0022886,68.83936,69.3831,66.985756,66.35763,1.0142515,0.61204976,50.167812,63.336353,21.11912,13.005743,862.9521,747.0359,872.36096,721.2856,1.0968512,1.0493795,25.288212,230.27473,14.606319,16.780542,182.6384,221.97025,174.34383,211.78499,1.1488851,0.798947,36.969467,101.98082,14.4611635,14.996427,5423.999,5621.81,5380.001,5398.331,0.94561315,0.54700583,5838.0166,4142.7075,2628.836,2417.4958,95.67733,164.80843,59.043316,133.15955,0.69900787,0.64212906,89.74865,91.87165,41.328808,37.17675,24.83559,22.939941,23.744482,22.782253,1.0075746,0.8196158,5.195922,10.5006,2.3091795,1.2932775,60.95041,48.402397,48.521748,42.39676,0.8536708,0.5459906,73.43727,27.584839,30.633453,37.688408,5.792218,6.202582,5.736827,6.1315904,1.0782542,1.0114015,1.0027605,2.4648001,0.4401189,0.5551832,less than 5.365
2.0200753,167.82784,171.00278,163.48764,166.37785,0.6904946,0.7534429,42.680847,39.160046,20.55008,20.715635,830.0272,862.42285,845.0265,846.3571,0.6932718,0.6196084,161.14368,295.6384,80.46026,55.41165,204.89679,220.98589,199.47849,199.54092,0.6654015,0.57582057,45.189938,81.11475,21.95771,16.327055,11813.726,15054.179,11890.476,15599.03,0.69097894,0.61654556,9145.731,6708.7217,4006.8064,4032.2063,115.01881,133.50853,131.01949,135.05064,0.77557296,0.5672858,66.12298,71.10406,29.06287,25.519804,30.608707,25.032036,21.917326,21.146873,0.6905823,0.4504458,84.37289,13.853293,23.611298,4.3719983,61.524338,25.323252,37.1747,28.010345,0.6231672,0.11641199,79.50194,23.336115,38.515232,32.810284,5.801692,5.7983823,5.6908674,5.811375,0.69301486,0.6357875,1.9813532,1.1862924,0.8549838,0.7976327,less than 5.365
