number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence,critical_temp
4.995037,97.22938,92.74226,67.41182,66.105705,1.3174585,1.1504042,192.9354,50.62797,72.29262,71.74914,778.271,745.6831,742.2014,726.6021,1.4946284,1.4003465,571.393,226.04294,206.63805,158.52698,155.27501,154.40936,143.55905,147.16469,1.4897984,1.3806915,141.4881,40.0736,52.575985,45.400925,6740.7646,6930.882,5195.486,5428.3457,1.4721673,1.1657114,7529.5776,2993.07,3118.5063,3169.126,67.47383,78.20697,48.254276,61.47104,1.2999232,1.2196808,137.39563,29.442402,51.751965,48.394722,41.443554,39.007153,31.172422,34.896404,1.2920476,1.1869147,80.50657,18.468145,31.87615,16.137712,80.00418,66.57222,57.53876,55.036667,1.285714,1.1994311,132.55112,27.642162,50.21872,44.663544,3.2328131,3.7500145,3.2855275,3.4984834,1.5848403,1.4105108,0.008916011,1.0215534,0.13961208,0.3815014,between 5.365 and 20.0
2.0495617,66.63211,57.37347,61.04383,53.22869,0.65330845,0.5647725,44.8819,31.428278,22.288834,18.633314,550.5429,583.5008,546.89886,582.294,0.6995598,0.45429447,78.23245,397.4063,40.19211,33.60653,181.60013,140.24297,178.66956,138.50047,0.70313764,0.5780704,11.366516,64.24704,5.6174774,3.678257,3486.201,3279.3403,3040.2053,3144.416,0.5182112,0.3186406,2047.1312,2224.3828,1107.3364,470.1541,36.08183,42.71053,30.899548,38.69111,0.5720764,0.27000502,-3.9918718,37.96102,-8.501705,-5.9961896,21.293362,12.890334,16.605633,11.050211,0.6518629,0.4414384,27.051422,7.3702726,13.237114,9.742932,76.35877,197.5963,78.69945,169.43097,0.5904907,-0.0010222294,98.786545,195.40192,48.556328,17.203005,2.7560148,3.179945,2.7677069,3.302056,0.6683744,0.44894797,0.002121839,2.3340824,-0.001130044,-0.00078242243,less than 5.365
2.0112665,168.86005,127.91756,156.95544,109.55478,0.583885,0.6525058,104.37247,27.513472,52.17818,49.54378,797.3028,796.6264,794.91174,790.655,0.6884964,0.5200447,173.0,459.81247,83.01012,76.802414,168.947,168.25395,165.41563,165.39714,0.6713939,0.59768814,3.8554218,70.612854,0.91642743,0.97399443,16370.889,13594.048,15689.005,12889.476,0.63816357,0.68909,11424.453,1662.6711,5833.936,5497.844,150.07295,130.79405,142.86447,130.25658,0.66543275,0.5141067,108.628494,64.48387,55.091957,36.078716,33.120495,32.82937,31.595266,33.15982,0.67456967,0.50040317,10.035892,20.188967,5.144747,3.270756,146.56168,150.91884,153.52773,157.40271,0.71874654,0.4562493,15.211445,76.77795,7.4967737,9.316864,5.8248334,5.7663355,5.929185,5.8113785,0.692362,0.4934451,-0.011573176,3.2887602,0.00079026294,-0.0015995025,between 5.365 and 20.0
4.977915,59.767822,45.89942,48.011654,32.953968,1.3512447,1.2626263,81.5915,17.526287,32.651604,30.911755,790.90765,1002.52057,744.5988,937.838,1.5693184,0.9748971,752.5097,677.6479,268.62387,330.41254,158.85051,111.14464,139.32016,89.21396,1.4870026,1.3728806,169.88602,35.543148,63.144207,71.14731,3674.812,2809.1506,917.2738,58.57464,1.154528,0.9159508,9908.814,1868.8695,3394.6235,3557.821,64.13875,105.40767,26.111242,73.00275,1.0696326,0.73187053,140.95978,76.32403,59.415314,54.158325,10.031987,5.331221,5.5333557,1.418405,1.1728754,1.2124748,17.74835,2.5211334,6.9692836,5.9249454,104.631386,90.11397,13.949763,1.1213232,0.79271686,0.43481925,399.9173,81.10896,148.69524,157.64188,2.2740774,2.1439729,2.2314804,2.1152194,1.4997696,1.2597533,3.0186238,1.0223682,1.2804182,0.57677186,greater than 63.0
5.018357,92.402885,63.788704,69.02141,40.194508,1.4304037,1.543416,191.57307,16.07376,64.494064,62.15211,745.5538,957.12256,707.4691,889.3198,1.5510951,1.1123556,817.5309,575.1504,283.70987,362.6605,159.75966,111.85663,141.35738,90.80638,1.5094506,1.6535515,205.31366,20.34307,66.63023,67.78877,4879.0083,3363.26,1058.0272,82.6485,1.3603753,1.348751,9839.657,1523.6858,3505.7476,3992.302,70.09393,94.99286,36.331535,63.50231,1.2175256,0.82888085,139.56516,69.99249,56.51553,59.08107,7.558877,4.076097,4.3936377,1.244706,1.3886911,1.411068,12.605538,1.7588251,4.237538,4.6874495,151.44164,74.12009,27.162434,1.1448237,1.1633255,1.0872949,400.55295,46.82556,148.499,129.2226,2.4382265,2.213899,2.3311243,2.1702764,1.5917349,1.5146489,1.9992226,0.69806635,0.7879019,0.5540516,between 20.0 and 63.0
4.9929366,74.37528,53.353935,59.47697,35.59594,1.4392409,0.99189144,121.78523,35.367306,39.852364,44.36237,790.23914,1001.419,749.3052,933.3212,1.5535784,0.811727,778.58765,734.0385,280.66318,354.04852,150.17757,105.52482,133.72417,85.42524,1.4610039,1.1539165,171.18083,56.92576,65.373856,70.79169,4829.756,2915.8376,1079.8596,57.872066,1.3118824,0.8164155,8971.511,1548.386,3149.7136,3572.5007,73.02333,109.91114,45.634262,97.51074,1.3291353,0.767848,136.46933,79.80147,51.782593,42.794373,8.253871,3.9437351,4.5618978,1.0676117,1.3785206,1.0115899,12.800799,1.9011071,4.2038965,4.7100677,132.78465,61.593098,16.422052,0.6964619,0.91604954,0.712872,399.76062,46.986584,152.45825,129.51503,2.4078028,2.3168714,2.3250077,2.2429762,1.5762684,1.0831107,1.001096,1.1251317,0.5048323,0.46006823,between 20.0 and 63.0
2.0078979,121.60725,102.48446,121.817894,100.79521,0.6846861,0.7017944,23.840746,5.8644757,12.089004,12.752597,550.24066,552.5727,551.5322,551.8148,0.6856667,0.51783067,82.105064,303.64154,40.164646,31.39878,170.95847,160.2784,171.13605,158.51875,0.6930726,0.5302866,70.56846,82.6351,34.230156,26.374352,7789.43,6945.631,7576.014,6742.2583,0.6595575,0.68979317,3490.7078,1217.1053,1794.7631,1670.5496,42.3036,40.06829,43.41188,37.053738,0.67331636,0.58643174,10.95655,15.761556,6.2492757,6.779229,1.4383458,3.9277859,2.7095523,3.3762789,0.6260868,0.66097724,4.862226,1.1040404,2.1552243,1.7000179,40.856243,71.257195,22.540245,62.386425,0.30765176,0.18363455,71.85977,65.03317,36.215416,29.652136,3.4737968,3.2409937,3.4475107,3.2310238,0.6747378,0.5925265,1.0121652,1.3948326,0.5006275,0.33411098,less than 5.365
6.0152535,121.45837,73.38389,91.117775,41.826916,1.575218,1.5482706,193.59271,28.852425,76.00211,77.3728,727.61566,1002.7048,682.67535,933.0156,1.735226,1.0316057,798.99005,690.01355,266.0932,354.3319,155.97806,105.74524,141.12312,85.69287,1.7139927,1.6621923,202.57825,21.47425,62.148926,68.33771,5858.223,3317.5818,1552.9795,60.683002,1.5088667,1.3877994,11573.637,1611.8712,4020.5513,4360.1655,68.65774,103.18921,53.95349,76.4763,1.620031,0.84404886,128.01625,76.63034,45.104008,50.013462,7.698163,3.688141,4.840625,1.0121537,1.6032377,1.4542322,12.821529,1.4124007,3.7200747,4.417788,71.15706,14.806423,10.81671,0.7329719,0.7231893,1.1531006,399.1419,8.801239,137.90335,47.24955,3.0021703,2.7061667,2.7250617,2.4738479,1.7046949,1.4626595,3.0028512,1.0107048,1.2101629,1.2415968,between 20.0 and 63.0
5.0125785,58.441,73.3244,44.749256,58.940094,1.426455,1.1548026,122.81495,37.943634,40.660305,41.64157,1041.2618,901.04407,964.7611,853.1879,1.5326296,1.4966674,1142.7428,168.96379,412.6597,315.78955,112.095055,127.746765,94.71195,113.003586,1.4739388,1.3324381,176.80984,45.065434,66.633026,57.55758,3853.243,4955.602,299.17017,821.3656,1.1209625,1.0658114,7851.9873,2009.8391,3077.209,2900.5623,123.84114,81.10139,80.62188,57.9592,1.2537898,1.4317635,315.52216,23.898378,111.869156,70.59751,9.667316,11.412969,2.7667062,4.5636125,1.0173873,0.98672897,27.500202,6.5751686,10.414604,10.214415,28.66272,34.800507,2.1336462,6.0341854,0.9398041,0.9570852,78.181206,18.346945,30.481081,30.049927,2.8097222,3.223044,2.4737017,2.9991002,1.4962369,1.3572931,4.0034657,1.2170593,1.3503468,1.1694238,between 5.365 and 20.0
2.0127645,72.92674,37.438686,58.190258,28.867798,0.48111123,0.68007106,106.419426,7.5486426,53.220623,35.99473,652.3399,750.2175,632.2611,744.3881,0.69876546,0.24191321,90.70734,672.20715,44.270847,28.643723,177.08061,125.503746,168.79524,118.9957,0.67974573,0.54897356,117.47305,65.161766,55.057934,46.686592,3596.5544,2427.5542,3265.9817,2366.2515,0.64005005,0.4527863,4303.0674,1595.2115,2035.8604,1596.3824,33.75809,55.623,13.017677,38.32703,0.16184549,0.08375106,83.36373,78.96267,42.606453,33.6531,22.531586,47.539307,12.93704,34.752083,0.50962996,0.110401675,40.735413,43.844887,19.72926,11.697841,78.39693,126.48222,55.004387,109.94818,0.43746325,0.14621855,120.86193,118.63124,59.921074,41.494663,2.996781,3.5299873,2.767996,3.4309354,0.6927875,0.3218768,1.9900143,2.4349976,0.9803427,0.4366325,between 5.365 and 20.0
