carat,cut,color,clarity,depth,table,x,y,z,price
1.0651573,Very Good,F,VVS1,62.528435,56.025257,6.5830755,6.52964,4.0898952,greater than 5324.25
0.4590075,Ideal,F,VS1,61.408794,55.386784,5.003343,5.0128655,3.0707686,between 950.0 and 2401.0
0.31779796,Good,I,VS1,63.129894,57.969685,4.4713993,4.3948407,2.7839658,less than 950.0
1.2287475,Good,F,SI2,62.92246,58.062046,6.9318285,6.9569297,4.4295006,greater than 5324.25
0.305845,Ideal,G,SI1,61.764988,57.98977,4.3391724,4.341509,2.6781924,less than 950.0
0.42155492,Good,G,VS1,60.919113,56.972347,4.7958674,4.8532314,2.9528463,between 950.0 and 2401.0
0.53857994,Ideal,H,SI2,62.090405,57.898075,5.2173553,5.2606883,3.2545638,between 950.0 and 2401.0
0.50125784,Ideal,G,SI2,60.43781,57.88695,5.094725,5.1012034,3.0922098,between 950.0 and 2401.0
0.29767987,Very Good,G,VVS1,59.26012,54.91625,4.301996,4.319145,2.5793478,less than 950.0
0.8730399,Ideal,G,VS1,61.26537,57.03883,6.241009,6.234236,3.8027315,between 950.0 and 2401.0
0.44471037,Very Good,I,SI2,61.233826,58.04816,4.8595343,4.9204245,2.995023,between 950.0 and 2401.0
1.1345552,Very Good,I,SI2,61.284412,58.024784,6.755934,6.8061233,4.152497,greater than 5324.25
0.87047374,Very Good,F,VS1,63.0561,56.000523,6.08308,6.0703096,3.8326674,greater than 5324.25
0.30249003,Good,D,SI2,61.81686,59.79463,4.200052,4.17242,2.5955532,less than 950.0
0.38039252,Very Good,H,VS1,61.740246,56.969105,4.699409,4.7453103,2.898975,between 950.0 and 2401.0
0.52682894,Good,D,VS2,63.973007,56.06096,5.1436825,5.153725,3.278709,between 950.0 and 2401.0
0.41808972,Ideal,E,SI2,61.803303,53.88894,4.749254,4.7861614,2.9458477,between 950.0 and 2401.0
0.3191842,Very Good,H,SI2,61.783863,55.979023,4.3657374,4.389953,2.697272,less than 950.0
0.30976766,Very Good,D,IF,60.378624,59.891037,4.339262,4.343149,2.616163,less than 950.0
0.82775295,Very Good,D,SI2,62.771378,55.99278,6.04363,6.009414,3.7918026,between 2401.0 and 5324.25
1.1958585,Ideal,F,VVS2,60.93566,56.95151,6.9437237,6.904394,4.2329907,greater than 5324.25
0.59059906,Very Good,H,VVS1,62.476067,50.72502,5.3073163,5.341293,3.3327253,between 950.0 and 2401.0
1.6704688,Good,G,SI1,61.56469,56.021656,7.3708496,7.306359,4.6151943,greater than 5324.25
1.2969806,Good,H,SI2,59.186417,61.846737,7.1326613,7.130502,4.221698,greater than 5324.25
0.30605358,Ideal,F,SI2,61.91002,56.93615,4.363265,4.3448486,2.692751,less than 950.0
0.60532296,Good,H,SI2,62.96228,57.97354,5.334839,5.3623147,3.3588645,between 950.0 and 2401.0
0.6357182,Very Good,H,VS1,60.535706,57.049603,5.627693,5.6451445,3.400732,between 950.0 and 2401.0
1.3192496,Ideal,G,VVS1,60.245655,57.04144,7.031199,7.0725093,4.24458,between 2401.0 and 5324.25
0.6039444,Premium,F,SI2,61.74335,57.05843,5.375672,5.3210692,3.328,between 950.0 and 2401.0
0.90151924,Premium,F,VVS1,62.813076,53.829956,6.199516,6.1196194,3.8623838,greater than 5324.25
0.3439464,Good,I,VS1,63.30869,58.050476,4.4823675,4.4803395,2.8402374,between 950.0 and 2401.0
0.91310537,Very Good,H,IF,61.075233,57.00884,6.1792364,6.2623425,3.8003247,greater than 5324.25
