carat,cut,color,clarity,depth,table,x,y,z,price
0.69026744,Premium,E,SI2,61.33059,56.9405,5.6836557,5.7376595,3.5013552,between 2401.0 and 5324.25
0.8783022,Premium,D,SI2,60.700687,57.04608,6.2330194,6.210665,3.7734022,greater than 5324.25
0.30842075,Very Good,D,VS2,62.57328,57.283257,4.342111,4.320956,2.7091756,less than 950.0
0.69242376,Good,H,SI1,57.07105,59.920097,5.8509674,5.823123,3.3392498,between 2401.0 and 5324.25
0.60332525,Very Good,F,VS2,60.96764,61.49337,5.370918,5.4125557,3.274277,between 950.0 and 2401.0
1.6796623,Good,F,SI1,63.60876,59.98927,7.4227943,7.5128746,4.731121,greater than 5324.25
0.72082675,Very Good,I,SI1,63.329014,53.92096,5.6080523,5.7013717,3.5933967,between 2401.0 and 5324.25
0.51197356,Very Good,H,VS1,60.312424,59.99468,5.1834617,5.2100635,3.1266706,between 950.0 and 2401.0
1.8745977,Good,H,VS2,63.563793,57.92074,7.744251,7.745491,4.9123874,greater than 5324.25
0.7214415,Good,D,VS1,64.16255,59.100216,5.6824417,5.541063,3.6284304,between 2401.0 and 5324.25
0.6807048,Premium,I,SI2,62.410572,59.16176,5.629648,5.6567125,3.518087,between 2401.0 and 5324.25
1.1932455,Premium,F,SI1,60.95346,56.961548,6.8441553,6.897937,4.190452,greater than 5324.25
0.7086664,Very Good,H,SI2,60.98666,62.26601,5.6915517,5.7349033,3.4882448,between 2401.0 and 5324.25
0.84164566,Ideal,E,VS2,62.46646,57.00644,6.0470667,6.0273323,3.7704077,between 2401.0 and 5324.25
2.0055525,Very Good,I,VS2,62.169655,58.028927,8.055492,7.9855824,4.9767876,greater than 5324.25
0.30231065,Premium,E,VVS2,62.944344,61.018463,4.256213,4.239083,2.6741474,between 950.0 and 2401.0
1.2500948,Very Good,D,SI1,63.511894,57.024685,6.772349,6.800375,4.3124804,greater than 5324.25
0.31717613,Very Good,G,SI2,62.455795,59.134712,4.3253813,4.353531,2.71536,less than 950.0
0.7379744,Good,H,SI1,63.753265,58.062447,5.705423,5.66696,3.627178,between 2401.0 and 5324.25
0.68775225,Good,F,VS2,63.41221,55.997036,5.461654,5.6424103,3.525745,between 2401.0 and 5324.25
0.49707332,Very Good,E,SI1,60.667603,61.197582,5.0811934,5.147826,3.0927532,between 950.0 and 2401.0
0.514803,Premium,G,SI1,63.00343,56.83803,5.115784,5.07858,3.2061238,between 950.0 and 2401.0
0.49547672,Very Good,G,SI1,60.487072,56.85935,5.0763564,5.173677,3.1010048,between 950.0 and 2401.0
0.7006917,Premium,H,VS2,61.629246,56.995533,5.742617,5.6955667,3.5244865,between 2401.0 and 5324.25
2.131819,Premium,H,SI1,60.924095,59.987785,8.242515,8.208438,5.00987,greater than 5324.25
0.3094901,Good,E,VS2,58.956673,58.924267,4.3726964,4.392653,2.5892942,less than 950.0
0.7136215,Very Good,F,VS1,61.896927,60.054523,5.7068677,5.723244,3.538371,between 2401.0 and 5324.25
0.3076068,Very Good,F,VVS2,62.063274,57.03418,4.3011065,4.3600793,2.6901913,between 950.0 and 2401.0
0.3276436,Good,G,VS1,63.928135,59.07956,4.3463135,4.3541083,2.7787268,less than 950.0
0.70904166,Very Good,I,SI1,62.31095,55.45609,5.6533437,5.6778107,3.5271778,between 950.0 and 2401.0
1.1587107,Ideal,J,SI2,63.34092,55.51608,6.6158676,6.6755342,4.215206,greater than 5324.25
0.5605126,Very Good,G,VS1,60.540855,59.898914,5.2730722,5.3254185,3.2038972,less than 950.0
0.55506724,Very Good,D,SI1,59.521015,56.931305,5.3366194,5.413355,3.1969256,between 950.0 and 2401.0
0.51898736,Premium,G,VS2,60.317314,58.970634,5.1780734,5.2208242,3.1327312,between 950.0 and 2401.0
0.68845516,Premium,E,VS1,62.568283,57.98778,5.6363277,5.6390862,3.5292466,between 2401.0 and 5324.25
0.7245946,Very Good,E,SI1,63.120583,58.258923,5.638495,5.714666,3.5963798,between 2401.0 and 5324.25
1.0151048,Premium,G,VVS2,61.707462,60.00877,6.377304,6.4070563,3.9423225,between 2401.0 and 5324.25
1.0586833,Good,D,VS2,63.95952,56.9519,6.400177,6.364533,4.0883646,greater than 5324.25
1.200305,Premium,F,SI2,62.624428,59.959778,6.8281827,6.7734723,4.261219,greater than 5324.25
0.30236116,Very Good,H,VVS2,60.00809,58.98601,4.41123,4.40896,2.646845,less than 950.0
0.5421166,Very Good,D,SI1,62.80727,58.92956,5.1977997,5.150718,3.2465646,between 950.0 and 2401.0
0.87114656,Ideal,H,SI1,60.249634,55.983242,6.1591344,6.2359805,3.7312546,between 2401.0 and 5324.25
