carat,cut,color,clarity,depth,table,x,y,z,price
1.0957702,Ideal,H,SI1,64.33043,54.983246,6.5121713,6.5446725,4.1937995,greater than 5324.25
1.3102838,Ideal,I,VS2,63.190773,58.98404,6.961271,6.968528,4.415457,greater than 5324.25
0.11164579,Premium,E,VS2,62.944122,54.154934,3.9878006,4.0625463,2.5990412,less than 950.0
0.30747563,Very Good,H,VVS2,62.336334,59.9928,4.2982154,4.3262224,2.6845655,less than 950.0
0.20226458,Good,H,SI1,63.795116,55.079803,4.201619,4.1875315,2.6473792,less than 950.0
2.0525413,Premium,G,SI1,62.543167,60.009018,8.056378,8.048288,4.99627,greater than 5324.25
1.4314486,Good,J,IF,64.21389,58.297512,7.029075,6.9977765,4.4800696,greater than 5324.25
1.2263283,Premium,J,SI1,63.168617,59.055054,6.7033176,6.7647824,4.2814097,greater than 5324.25
1.4959611,Ideal,H,VVS1,61.723007,54.936943,7.179667,7.2882276,4.5077057,between 2401.0 and 5324.25
0.71104366,Good,H,SI1,59.74443,56.97609,5.827553,5.872979,3.4789324,between 950.0 and 2401.0
0.8789243,Very Good,F,VS1,62.63581,59.021606,6.2916183,6.360004,3.9310338,between 2401.0 and 5324.25
0.5320107,Ideal,I,SI1,65.03678,55.10159,5.138342,5.184686,3.2980628,between 950.0 and 2401.0
0.75904274,Premium,H,SI2,61.459454,57.986183,5.9406433,6.074083,3.6104145,between 950.0 and 2401.0
1.3711903,Ideal,F,SI1,64.27058,55.02549,6.9789314,6.876706,4.470713,greater than 5324.25
0.9813778,Ideal,J,SI1,61.093975,60.034485,6.1872773,6.213288,3.8001795,between 2401.0 and 5324.25
1.6033529,Ideal,I,IF,75.704636,58.945877,7.4648013,7.565061,4.894146,greater than 5324.25
