carat,cut,color,clarity,depth,table,x,y,z,price
1.7563055,Ideal,G,SI1,61.625088,58.99717,7.649503,7.6816893,4.7328796,greater than 5324.25
1.9360875,Very Good,H,SI2,63.036926,58.98846,7.9580727,7.9837675,5.04101,greater than 5324.25
0.2862015,Very Good,F,SI2,61.98281,55.048157,4.2915835,4.2640204,2.651088,less than 950.0
1.0130445,Good,E,VS2,63.627144,58.000355,6.353671,6.309982,4.0355334,between 2401.0 and 5324.25
1.9558091,Very Good,F,SI2,61.49183,59.966133,8.063,7.89363,4.8961997,greater than 5324.25
2.0387197,Very Good,F,SI2,67.55143,58.014637,7.679178,7.536702,5.238877,greater than 5324.25
1.2046343,Very Good,D,SI1,62.05594,54.99576,6.855086,6.8571925,4.2573256,greater than 5324.25
0.9831769,Good,I,VVS1,58.85529,63.146473,6.4663906,6.4482255,3.8022285,between 2401.0 and 5324.25
1.071868,Premium,G,SI1,61.580177,54.119576,6.592962,6.542633,4.049071,greater than 5324.25
0.31808072,Good,E,SI2,64.10501,55.965115,4.3066244,4.349576,2.7808335,less than 950.0
1.0374339,Ideal,E,VS1,60.943058,55.971138,6.5572567,6.5032825,3.9848373,between 2401.0 and 5324.25
0.32203776,Ideal,F,VS1,62.28878,55.0406,4.400339,4.4550467,2.7562985,less than 950.0
1.9090668,Very Good,G,SI1,61.426018,59.9597,8.037674,7.936965,4.9841647,greater than 5324.25
0.83270216,Very Good,D,SI1,61.0654,60.0663,6.077301,6.0719943,3.69374,between 2401.0 and 5324.25
0.4177365,Ideal,H,SI1,61.352352,56.994434,4.8116946,4.842554,2.9565678,less than 950.0
0.30234036,Very Good,I,VS1,61.91117,55.432785,4.2861233,4.3479934,2.6738052,less than 950.0
0.9911525,Ideal,E,SI2,59.79819,54.905434,6.550241,6.5979424,3.9358304,between 2401.0 and 5324.25
1.0685009,Ideal,F,SI2,60.508488,56.986,6.6273017,6.6313286,4.008638,greater than 5324.25
1.132876,Ideal,E,SI1,62.59846,55.048847,6.6681685,6.6707816,4.173033,between 2401.0 and 5324.25
0.5369899,Very Good,F,SI1,63.43401,58.018883,5.090453,5.1170993,3.2421641,between 950.0 and 2401.0
0.5633344,Very Good,G,SI2,61.744186,60.001656,5.2701545,5.1971974,3.2430713,between 950.0 and 2401.0
1.5292982,Very Good,G,VS2,63.219673,58.048145,7.2042327,7.1708703,4.549641,greater than 5324.25
0.3660372,Good,E,SI1,63.902344,56.060577,4.5305223,4.5071235,2.8862653,less than 950.0
0.72281176,Ideal,E,SI2,61.200157,56.98168,5.7405224,5.833962,3.5409346,between 2401.0 and 5324.25
0.5893658,Ideal,I,VVS1,62.442085,55.396843,5.395188,5.3500686,3.347993,between 950.0 and 2401.0
0.3791456,Very Good,F,VS1,63.157192,58.98647,4.617431,4.6230173,2.91828,less than 950.0
0.734743,Ideal,I,SI1,61.240723,56.97906,5.786117,5.856654,3.566688,between 2401.0 and 5324.25
0.3263381,Premium,H,VS2,62.723644,57.974262,4.397131,4.3708925,2.7530289,less than 950.0
2.0189164,Ideal,F,SI2,63.206013,59.829433,8.02474,7.9351664,5.0516076,greater than 5324.25
1.3494794,Ideal,D,VS2,61.78268,55.063755,7.113955,7.123745,4.402476,greater than 5324.25
0.4289262,Good,H,VS2,63.582428,55.995735,4.769111,4.800393,3.0523384,less than 950.0
0.7397464,Good,H,VS2,64.18454,60.08505,5.6945386,5.6794167,3.6557295,between 2401.0 and 5324.25
1.2088125,Ideal,E,VS1,62.14098,58.099,6.912522,6.9393206,4.301129,greater than 5324.25
0.38139516,Ideal,E,VS1,61.75823,55.021328,4.671874,4.713067,2.8981426,between 950.0 and 2401.0
1.4570965,Ideal,F,SI2,62.523357,54.950623,7.2484345,7.383154,4.5898824,greater than 5324.25
0.9117373,Good,E,VS2,64.23633,59.98793,6.051814,5.995315,3.8753793,between 2401.0 and 5324.25
2.0148015,Ideal,F,VS2,63.84145,56.992447,7.9086533,7.8421583,5.107445,greater than 5324.25
0.91800714,Ideal,I,VVS1,61.55757,54.47537,6.2265425,6.2748466,3.8274987,greater than 5324.25
0.8479351,Premium,F,VS2,61.35552,59.006794,6.0376997,6.074964,3.7174678,between 2401.0 and 5324.25
1.145022,Very Good,I,VS1,60.542843,60.040886,6.703164,6.7066827,4.0613956,between 2401.0 and 5324.25
1.5191535,Ideal,H,SI2,62.16111,54.961517,7.3469405,7.2977037,4.5386267,greater than 5324.25
0.9345406,Ideal,G,SI2,60.045372,56.980354,6.3483896,6.340797,3.814712,between 2401.0 and 5324.25
0.34718663,Ideal,D,SI2,58.40275,61.97566,4.5081077,4.552147,2.6507134,less than 950.0
1.8188779,Very Good,G,SI2,62.793617,53.53341,7.8762193,7.804651,4.944503,greater than 5324.25
0.42654377,Ideal,F,VS2,61.846577,55.02606,4.802815,4.772262,2.9602313,less than 950.0
0.683361,Good,H,SI2,59.075516,61.064003,5.701972,5.7303486,3.36859,between 2401.0 and 5324.25
0.32633322,Ideal,E,VS1,60.168274,58.901886,4.46784,4.4051375,2.677928,less than 950.0
0.4422604,Ideal,G,VS1,61.56765,56.96831,4.8986,4.918422,3.012796,less than 950.0
0.47018123,Ideal,G,VVS1,63.351746,54.503483,4.987552,4.9871473,3.1658692,between 950.0 and 2401.0
1.1087391,Ideal,F,VS2,60.584953,57.03582,6.730521,6.78564,4.0860176,greater than 5324.25
0.2876744,Ideal,E,VS1,64.01192,55.040264,4.212783,4.2037964,2.6926997,less than 950.0
0.6426399,Ideal,E,VS1,60.481632,58.02979,5.5425854,5.552499,3.341286,between 950.0 and 2401.0
0.3216883,Very Good,H,VS1,61.727737,55.461006,4.4077168,4.4385533,2.7290561,less than 950.0
1.168397,Ideal,E,SI2,60.800896,55.963264,6.83868,6.8305407,4.1486845,greater than 5324.25
0.33826798,Very Good,G,VS1,61.242382,60.023064,4.4898643,4.4900765,2.754823,less than 950.0
0.4130489,Ideal,G,SI2,62.711494,54.54453,4.793769,4.8102236,3.0137293,less than 950.0
0.36580276,Ideal,G,IF,62.14236,55.020264,4.577673,4.5726438,2.849213,less than 950.0
0.7068233,Good,F,VS2,63.896126,57.00405,5.625404,5.62933,3.5998595,between 2401.0 and 5324.25
0.5037185,Very Good,G,SI2,62.521355,55.457893,5.073162,5.0669775,3.1665914,less than 950.0
1.0464463,Ideal,D,IF,63.28653,56.998703,6.5259466,6.5202065,4.125249,between 2401.0 and 5324.25
1.5038707,Ideal,I,SI2,61.89519,58.065613,7.3208933,7.355249,4.5379343,greater than 5324.25
0.5797924,Ideal,G,SI2,61.52798,56.04144,5.3388658,5.3942137,3.305185,between 950.0 and 2401.0
0.71548486,Very Good,F,VS1,58.314674,61.119568,5.7063403,5.8194513,3.361207,between 950.0 and 2401.0
0.39612362,Very Good,F,VS1,59.63975,55.398827,4.719903,4.7717633,2.8337066,less than 950.0
