carat,cut,color,clarity,depth,table,x,y,z,price
0.3497132,Premium,D,VVS2,62.299385,56.960503,4.51978,4.508996,2.8152812,between 950.0 and 2401.0
1.4208549,Very Good,I,SI1,61.13372,61.37421,7.1714373,7.2452703,4.3909636,greater than 5324.25
0.8495546,Ideal,D,VS1,60.842365,54.596195,6.158947,6.1856484,3.760672,between 2401.0 and 5324.25
0.60656816,Very Good,F,VVS2,61.908745,58.028484,5.419514,5.402475,3.3592978,between 950.0 and 2401.0
0.6184102,Ideal,E,VS1,62.114414,57.007538,5.4285274,5.4110093,3.3621297,between 950.0 and 2401.0
0.51553,Ideal,I,VS2,60.204712,56.025597,5.191052,5.2327914,3.1299915,between 950.0 and 2401.0
0.75912374,Very Good,F,VS1,62.387623,59.032333,5.764873,5.8210216,3.6228373,between 2401.0 and 5324.25
0.3298467,Ideal,E,SI1,62.11132,56.00452,4.4087505,4.46012,2.7614777,less than 950.0
0.35202473,Ideal,D,VS2,61.01175,54.56957,4.544124,4.6206784,2.796053,between 950.0 and 2401.0
0.30990505,Ideal,H,VS2,62.423473,54.942924,4.3208604,4.2776704,2.6852977,less than 950.0
1.3013325,Very Good,H,SI1,60.022682,59.035316,7.101697,7.0616775,4.239085,greater than 5324.25
1.5943788,Premium,D,VS2,61.50055,59.043728,7.59214,7.3732085,4.606728,greater than 5324.25
0.3783532,Ideal,F,VVS1,63.45897,56.01751,4.595771,4.600559,2.9192703,less than 950.0
0.32236955,Ideal,H,VS2,62.024456,55.976772,4.419628,4.448918,2.7488813,less than 950.0
0.3416807,Very Good,F,VS1,59.300014,59.994587,4.5074825,4.531993,2.697697,less than 950.0
0.9721793,Premium,E,SI2,62.32794,59.834557,6.2886124,6.324192,3.9426997,between 2401.0 and 5324.25
0.32524887,Ideal,F,VS1,60.881023,56.990192,4.439694,4.46762,2.7044368,less than 950.0
0.33438092,Ideal,G,VS1,61.21152,55.04471,4.4673,4.51604,2.740198,less than 950.0
0.28911984,Very Good,F,SI2,62.108574,58.954952,4.232042,4.2801976,2.6424809,less than 950.0
0.72705615,Premium,F,VS2,63.281155,59.007423,5.7016406,5.681367,3.6014333,between 2401.0 and 5324.25
0.51214325,Very Good,D,VVS2,59.54376,57.940647,5.2515225,5.2408147,3.1078186,less than 950.0
0.41678444,Premium,G,VS1,62.333282,59.90081,4.7343354,4.7723713,2.9705138,less than 950.0
