carat,cut,color,clarity,depth,table,x,y,z,price
1.3286179,Good,E,SI1,65.463776,59.12996,7.2087255,7.416506,4.649336,between 2401.0 and 5324.25
0.7146325,Ideal,F,VS1,62.748627,59.551777,5.6899776,5.677584,3.5662508,between 950.0 and 2401.0
0.5936003,Good,E,VS1,61.270863,58.967636,5.3407116,5.2820644,3.2399385,greater than 5324.25
1.0039209,Ideal,G,VS1,61.78281,56.095097,6.324528,6.3802605,3.9325352,between 2401.0 and 5324.25
0.90855014,Good,E,SI2,63.347317,58.821533,6.159067,6.162957,3.9033582,greater than 5324.25
1.2015016,Ideal,I,SI2,61.860523,57.028988,6.7830443,6.8259926,4.2091613,greater than 5324.25
0.33796167,Ideal,E,SI1,59.9769,56.964954,4.49801,4.4811068,2.7029617,less than 950.0
0.7028816,Ideal,G,SI1,62.0043,56.730408,5.6949215,5.7451634,3.5446146,between 2401.0 and 5324.25
1.1994703,Good,G,VS1,61.271748,52.75405,6.7860966,6.8357806,4.1912117,greater than 5324.25
1.3956027,Good,F,SI2,61.73514,54.44401,7.221652,7.252475,4.4507027,between 2401.0 and 5324.25
1.7973584,Very Good,I,VS1,57.853195,59.62974,7.9780645,7.7023354,4.6842756,greater than 5324.25
0.7083708,Good,F,SI1,62.529243,66.53555,5.7302384,5.6056376,3.5911603,between 950.0 and 2401.0
0.340665,Very Good,D,SI1,62.62475,55.02354,4.538973,4.570087,2.8613503,less than 950.0
0.90140647,Ideal,F,SI1,60.743847,56.052296,6.1251388,6.1964874,3.7644935,between 2401.0 and 5324.25
0.583504,Good,J,VS1,62.78078,56.08147,5.310998,5.117222,3.2865915,between 950.0 and 2401.0
0.7321901,Very Good,G,SI2,59.529324,60.84304,5.756594,5.8973794,3.4318333,greater than 5324.25
