x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,energy1,energy2,energy3,energy4,energy5,energy6,energy7,energy8,energy9,energy10,energy11,energy12,energy13,energy14,energy15,energy16,energy_total
481.4193,91.9811,325.1118,54.2162,491.7391,94.3849,455.4219,281.1506,436.2899,124.6479,99.3947,508.2198,222.5562,481.4193,168.059,286.1429,366.5197,183.1215,417.3857,130.8683,85.3962,222.1109,320.011,406.4395,226.6954,91.8574,398.2954,186.7906,521.3535,243.1924,460.3761,216.3166,268219.1282,234078.6545,221383.2934,248201.3497,234441.8763,220126.4613,254390.9119,258982.4145,269187.3838,234567.1899,244908.7617,253498.2707,235914.2598,216395.1942,260450.7347,between 3755820.3235 and 3830819.051,
111.2384,517.892,266.0615,444.8194,88.3499,409.8273,305.4553,364.989,0.0,183.9455,320.3426,475.2096,196.0962,118.2514,408.2846,349.9194,469.7834,384.1949,196.3622,396.3152,74.6385,195.6389,140.4391,425.6837,549.1192,184.8194,317.4715,77.8402,377.4118,107.3373,453.9851,240.3344,266935.5177,206154.2699,241493.7344,203005.8504,232135.6486,259015.3649,244604.6554,226406.4856,268108.3962,238567.3954,225677.3288,234127.2996,271304.9694,272859.1215,184025.9351,270192.6708,between 3685857.466 and 3755820.3235
307.9437,391.8494,483.0112,156.3492,492.225,160.4937,409.4692,85.9354,129.5495,462.9357,245.8318,99.1917,420.4119,196.3278,449.9554,88.4316,192.2514,398.4744,86.6412,384.1949,246.4271,434.5658,449.502,248.9812,0.0,181.3357,211.9413,320.6582,94.3749,377.9655,186.1941,199.8453,253281.6382,221693.4515,257438.9242,271304.8054,247111.261,233635.5845,208444.2411,234544.2599,252381.9348,244021.6513,266219.2599,248191.8994,239135.1913,253540.7259,212824.4996,233670.2342,greater than 3830819.051
398.7846,468.1428,121.3886,333.9408,281.3526,13.6651,394.3482,253.9824,0.0,325.1118,388.4633,95.1948,186.3362,245.9626,361.8514,402.3927,0.0,220.1537,102.4042,187.9651,357.4429,345.934,108.4453,407.1794,455.3434,179.1957,360.6843,193.6567,222.8233,222.0614,264.4227,221.4682,258219.1028,232390.6838,227456.4517,243061.4309,254862.4393,227211.444,182822.5492,210455.3559,232396.2815,241131.8446,213670.7826,230414.2927,200511.9416,245109.7346,207119.129,211370.9823,less than 3685857.466
90.6255,160.1566,452.1158,300.1916,316.0322,503.9346,174.2876,398.1628,422.2352,169.5099,381.9821,488.2174,96.3553,245.7434,220.4133,266.6548,294.5943,96.7907,394.2198,398.9718,409.1425,102.7674,220.1622,270.4592,220.1934,375.4934,261.8511,93.4082,246.3669,92.3962,272.1945,220.6093,213950.7296,235432.3418,229411.8555,179697.5407,242565.3695,230450.2598,243351.9111,203492.3499,250419.6997,243156.8498,183690.8795,182790.961,233141.491,228451.3414,246375.7829,263111.8415,between 3755820.3235 and 3830819.051
486.1951,186.4932,215.9356,409.3518,456.4153,292.849,373.4915,99.1746,246.1296,340.7922,243.1952,81.8291,189.2556,199.2998,411.847,273.3274,186.3996,355.6957,414.4227,95.388,335.2615,0.0,456.0598,233.6152,320.8193,272.5178,305.7653,345.9824,365.3527,357.1947,186.5869,230.4759,256132.3958,225115.6551,274594.2617,252149.631,233444.765,225142.6314,213823.3515,251151.9616,256217.4612,239375.5998,259273.6508,202441.6512,259695.6703,230141.8501,258892.5903,239356.169,between 3755820.3235 and 3830819.051
270.4579,407.7369,265.4599,73.4444,87.7348,333.6217,488.5965,242.9257,452.6444,176.7604,446.7234,180.503,221.1114,334.8512,88.4569,451.6564,216.1561,92.4253,332.2134,94.3993,381.6302,185.9249,220.5318,325.9955,82.4545,0.0,280.3663,399.8768,202.6097,343.2596,108.7856,336.643,201520.4995,228119.9893,254819.6415,233398.1517,214130.6616,221979.4123,260940.3516,193370.6704,235489.4995,200632.6902,193219.8494,186101.4694,205859.4399,243129.3906,256333.1896,249979.5308,between 3685857.466 and 3755820.3235
194.3052,413.3518,242.8162,179.3339,428.8456,216.3242,221.9792,384.628,429.3518,304.6313,349.7552,400.9897,305.9357,216.5556,356.3311,417.2137,210.1425,253.8997,183.9343,394.7614,108.9118,299.4522,375.8494,0.0,102.4975,445.8234,345.1794,214.5496,400.2178,299.3734,216.5942,349.8492,245103.3301,225504.6206,243357.261,240449.9416,251199.5818,205245.3984,185765.1717,242475.4398,258849.7614,249261.6515,231531.5309,251364.6514,256819.2594,192475.9104,266734.4698,225194.651,between 3755820.3235 and 3830819.051
288.3922,441.4499,343.6114,253.3543,320.8133,184.6157,96.4573,199.5845,311.4114,400.3542,222.4274,97.5066,375.3419,210.4278,365.9643,299.4542,387.1713,84.5652,245.8236,190.1413,247.685,181.1941,247.5118,333.3512,100.4795,200.3731,180.535,320.2894,278.399,194.6953,262.1832,100.8373,259821.469,233485.9211,241914.8398,228634.4995,267661.9199,228961.3413,235634.2219,187501.2898,202908.2304,259469.3816,244551.6593,245118.2211,235542.1189,266398.7912,220133.4199,250581.6105,greater than 3830819.051
99.3874,395.5132,425.189,231.5093,399.1214,205.4592,444.3946,360.4936,400.8132,176.4293,393.1438,325.4111,364.823,82.9114,349.6542,208.3325,247.5815,417.3733,187.5864,288.3616,346.3827,99.6952,104.5635,251.8495,185.4551,343.5968,260.4276,409.395,187.7342,377.4444,92.4111,195.6341,206425.9906,245819.8992,212390.9308,241455.3409,239845.2109,207383.4296,268141.1105,234442.4609,257396.2299,262341.9805,232341.6593,220411.9103,219135.4309,268101.8811,228351.9197,246491.1397,less than 3685857.466
