x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,energy1,energy2,energy3,energy4,energy5,energy6,energy7,energy8,energy9,energy10,energy11,energy12,energy13,energy14,energy15,energy16,energy_total
421.1234,142.3211,492.2345,108.3214,455.6789,370.1234,168.3569,321.8765,485.2165,49.1234,22.4321,104.1234,566.1234,443.1234,496.1234,214.9876,345.1234,49.1234,169.3214,521.1234,423.3214,79.6543,15.6543,33.2134,192.2134,53.1234,421.1234,470.1234,501.1234,463.1234,507.1234,252154.3214,187654.3214,264589.0654,225432.1234,269012.5432,253421.1234,229123.9876,248965.2123,209432.1098,220321.6543,208421.3214,200654.3214,237654.3214,256321.0987,214321.1234,267321.1234,249123.1234,between 3755820.3235 and 3830819.051
429.1234,483.1234,150.1234,483.1234,76.1234,60.1234,115.1234,295.1234,463.1234,127.1234,153.1234,346.1234,88.1234,417.1234,89.1234,494.1234,213.1234,0.1234,169.1234,308.1234,226.1234,357.1234,95.1234,83.1234,444.1234,0.1234,379.1234,173.1234,107.1234,68.1234,261.1234,230654.3214,201123.1234,231123.1234,264321.1234,270321.1234,210123.1234,253123.1234,251321.1234,209123.1234,226321.1234,266321.1234,256123.1234,239123.1234,208123.1234,262123.1234,247123.1234,250123.1234,between 3755820.3235 and 3830819.051
435.1234,505.1234,425.1234,331.1234,260.1234,169.1234,169.1234,461.1234,485.1234,565.1234,406.1234,400.1234,45.1234,280.1234,420.1234,149.1234,409.1234,461.1234,50.1234,117.1234,0.1234,234.1234,169.1234,346.1234,565.1234,406.1234,537.1234,373.1234,169.1234,565.1234,121.1234,210321.1234,265321.1234,261321.1234,198123.1234,200321.1234,253123.1234,226123.1234,191038.1234,208493.1234,265123.1234,235783.1234,214726.1234,228627.1234,271123.1234,208188.1234,between 3685857.466 and 3755820.3235,,
292.1234,432.1234,285.1234,566.1234,251.1234,189.1234,136.1234,566.1234,458.1234,86.1234,0.1234,1.1234,281.1234,512.1234,154.1234,525.1234,255.1234,41.1234,30.1234,53.1234,327.1234,244.1234,410.1234,254.1234,410.1234,477.1234,566.1234,127.1234,425.1234,208.1234,305.1234,266238.1234,239165.1234,223469.1234,215770.1234,249771.1234,230251.1234,195362.1234,235835.1234,266943.1234,248853.1234,265729.1234,193367.1234,270389.1234,227994.1234,214235.1234,between 3755820.3235 and 3830819.051,,
221.1234,369.1234,0.1234,0.1234,118.1234,278.1234,229.1234,245.1234,465.1234,42.1234,431.1234,508.1234,566.1234,146.1234,148.1234,0.1234,345.1234,81.1234,497.1234,8.1234,418.1234,162.1234,221.1234,509.1234,537.1234,566.1234,261.1234,113.1234,74.1234,520.1234,343.1234,214096.1234,238742.1234,239888.1234,232145.1234,191799.1234,218273.1234,236997.1234,229086.1234,267955.1234,265094.1234,256506.1234,267943.1234,272547.1234,272353.1234,210435.1234,greater than 3830819.051,,
435.1234,566.1234,112.1234,440.1234,488.1234,436.1234,280.1234,164.1234,0.1234,233.1234,285.1234,563.1234,177.1234,348.1234,487.1234,455.1234,172.1234,0.1234,494.1234,404.1234,147.1234,5.1234,109.1234,113.1234,489.1234,414.1234,407.1234,111.1234,459.1234,42.1234,26.1234,267487.1234,257421.1234,242573.1234,271545.1234,269787.1234,270288.1234,181607.1234,219821.1234,211620.1234,269333.1234,265382.1234,255056.1234,269726.1234,277360.1234,214116.1234,213164.1234,greater than 3830819.051,
88.1234,31.1234,40.1234,463.1234,422.1234,188.1234,264.1234,458.1234,511.1234,359.1234,93.1234,499.1234,63.1234,513.1234,534.1234,538.1234,494.1234,4.1234,245.1234,281.1234,197.1234,442.1234,447.1234,489.1234,460.1234,548.1234,75.1234,562.1234,549.1234,140.1234,411.1234,253762.1234,246306.1234,170631.1234,203352.1234,198923.1234,184327.1234,259957.1234,234429.1234,220756.1234,249423.1234,270351.1234,192355.1234,265106.1234,268577.1234,239563.1234,235788.1234,between 3685857.466 and 3755820.3235,
184.1234,222.1234,404.1234,113.1234,482.1234,221.1234,114.1234,140.1234,434.1234,565.1234,217.1234,0.1234,174.1234,65.1234,132.1234,436.1234,540.1234,450.1234,113.1234,113.1234,20.1234,0.1234,447.1234,400.1234,565.1234,180.1234,54.1234,424.1234,132.1234,168.1234,12.1234,267135.1234,267836.1234,253137.1234,243638.1234,200508.1234,234748.1234,190538.1234,240189.1234,196039.1234,265549.1234,258387.1234,232298.1234,260561.1234,231267.1234,207519.1234,172495.1234,between 3685857.466 and 3755820.3235,
292.2345,489.2345,124.2345,21.2345,121.2345,519.2345,359.2345,281.2345,360.2345,548.2345,173.2345,180.2345,563.2345,417.2345,247.2345,521.2345,446.2345,59.2345,552.2345,560.2345,226.2345,339.2345,102.2345,115.2345,498.2345,19.2345,389.2345,207.2345,151.2345,68.2345,194.2345,234051.2345,201754.2345,231979.2345,265706.2345,274869.2345,223313.2345,267341.2345,255554.2345,239700.2345,266089.2345,240063.2345,257759.2345,240311.2345,262216.2345,247343.2345,250549.2345,greater than 3830819.051,
79.0732,494.0083,150.3656,0.0,86.1761,479.8583,339.4086,264.3398,341.0254,566.0,153.6224,135.4621,532.2917,411.7088,246.7406,494.37,440.4032,27.4496,534.9371,548.9691,211.0745,357.5207,95.3456,83.0308,472.8556,0.0,371.4951,173.7288,107.287,62.0889,261.2272,255833.4836,222872.6697,234273.1246,266179.2471,270786.1437,210419.9413,268170.8845,251946.5567,226055.6667,266185.3594,256133.9717,249337.0399,208561.7717,263093.246,250021.8428,249096.5888,greater than 3830819.051,
