F1,F2,F3,F4,F5,F6,F7,F8,F9,RMSD
14391.5893,4197.3459,0.3966,127.4115,1841816.2192,173.9892,4375.1429,92.0,31.4773,greater than 13.379
10019.8392,3485.9211,0.2439,83.9519,1306061.1384,123.1621,3583.9211,49.0,36.1935,between 5.03 and 13.379
12580.1614,2639.4579,0.2822,104.4939,1711106.1919,146.419,4021.125,67.0,34.8219,less than 2.305
8810.6154,3149.8142,0.3445,64.1943,1120591.4197,108.2457,3792.2659,44.0,38.5356,greater than 13.379
16745.3215,4328.6719,0.2093,202.6691,2335142.5081,251.8768,5391.8137,199.0,22.5492,less than 2.305
7531.8623,2838.1134,0.3768,54.654,1039500.8709,93.3413,3263.4427,69.0,41.0429,greater than 13.379
11863.9524,4800.5862,0.4671,101.4304,1590397.5504,181.4761,4489.9408,32.0,36.1714,greater than 13.379
10934.5171,3549.4407,0.3124,94.5673,1493358.6628,150.9815,4017.2029,22.0,35.4251,between 2.305 and 5.03
13198.4449,3023.0491,0.2583,144.991,1851023.8145,163.3406,4683.1951,118.0,27.9555,greater than 13.379
8129.2021,2402.8622,0.2924,71.9412,1130561.399,112.5083,3619.8521,50.0,37.398,greater than 13.379
6894.736,2114.3149,0.2515,59.4268,949956.9353,83.4673,3134.3149,41.0,40.1516,greater than 13.379
9439.8165,3297.9248,0.3413,81.4158,1305558.8144,133.4551,3759.387,16.0,35.0062,between 5.03 and 13.379
12346.641,4998.5831,0.5019,118.3608,1683559.8148,209.385,4574.1147,135.0,29.4609,greater than 13.379
15207.131,3619.9829,0.2254,192.3872,2140602.6377,246.7041,4999.5309,204.0,24.6777,less than 2.305
9827.6629,2808.4163,0.2979,93.8823,1367156.2632,132.3906,3941.7763,99.0,31.2849,between 2.305 and 5.03
14533.965,5416.9142,0.384,86.4357,1983693.0785,225.6549,5234.5501,129.0,29.1543,greater than 13.379
8386.2812,1756.4572,0.1995,91.2045,1105365.8596,109.8491,3393.5079,84.0,38.4155,greater than 13.379
11684.985,3368.8165,0.3034,108.3858,1582550.1042,155.4881,4176.502,140.0,31.9482,between 2.305 and 5.03
9075.3258,2894.1355,0.3155,85.6471,1260600.5498,130.2516,3667.1413,18.0,35.8665,greater than 13.379
13342.859,4747.799,0.3833,135.758,1863922.1614,194.6093,4276.2498,56.0,33.5645,greater than 13.379
10381.326,3113.3974,0.2704,88.3908,1448923.4198,143.9358,3849.9365,29.0,36.5164,greater than 13.379
9469.9615,3420.2344,0.3496,77.3282,1328449.2634,131.8144,3721.6315,106.0,30.9429,between 5.03 and 13.379
12854.911,5033.8387,0.5056,123.6542,1727553.4352,210.3949,4864.9394,131.0,28.4754,greater than 13.379
14399.339,4660.3053,0.3251,136.9554,1991038.5943,195.3695,4563.8995,55.0,32.9347,greater than 13.379
9615.8242,2662.814,0.2803,95.9072,1343314.5316,141.5315,3728.2616,13.0,34.4449,between 2.305 and 5.03
7891.4294,2181.445,0.2652,60.9912,1075844.3145,96.3993,3253.445,35.0,38.5463,greater than 13.379
