F1,F2,F3,F4,F5,F6,F7,F8,F9,RMSD
14349.8,4319.26,0.28519,171.461,2016542.531,219.551,4739.77,81.0,32.1951,between 5.03 and 13.379
10213.9,3395.11,0.31215,96.3419,1404542.892,136.799,3744.18,45.0,36.4229,between 2.305 and 5.03
11857.1,4039.38,0.29418,123.854,1623489.584,153.551,4212.64,69.0,30.9119,between 5.03 and 13.379
13517.6,5131.82,0.27098,186.398,1923098.468,225.925,5271.42,75.0,29.4368,greater than 13.379
11249.4,3695.64,0.25091,181.397,1542010.831,199.531,4046.85,57.0,34.9898,greater than 13.379
12746.3,4548.19,0.30538,142.594,1805131.984,187.655,4811.81,60.0,31.9552,less than 2.305
9589.59,2858.77,0.35318,70.3755,1304919.305,101.849,3514.55,22.0,38.3829,between 5.03 and 13.379
12585.8,3957.25,0.28882,105.759,1723498.722,161.599,4243.79,51.0,37.1562,greater than 13.379
10115.1,3281.56,0.29829,94.5046,1419141.781,143.799,3841.43,49.0,36.625,less than 2.305
6783.71,2101.32,0.24519,59.5467,932242.3492,93.1952,3139.69,30.0,39.4292,between 5.03 and 13.379
9598.45,3523.29,0.33539,74.8994,1322176.981,129.481,3694.18,42.0,37.9353,greater than 13.379
16688.2,6803.51,0.36725,203.575,2331239.781,282.637,5691.55,95.0,28.3599,greater than 13.379
12079.2,4239.16,0.27395,119.204,1643105.616,168.191,4451.32,67.0,32.1589,between 5.03 and 13.379
9685.44,2641.81,0.25629,85.4959,1354562.115,121.149,3629.99,26.0,38.5837,less than 2.305
15467.9,5798.24,0.29758,174.599,2123149.685,243.857,4955.71,83.0,31.2563,greater than 13.379
10028.4,3171.83,0.28249,99.6315,1392432.781,134.441,3790.85,44.0,37.3456,between 2.305 and 5.03
14319.7,4839.15,0.30583,162.962,1994758.388,212.637,4712.45,73.0,32.5869,greater than 13.379
10492.5,3468.59,0.25959,109.499,1465985.635,149.775,3966.49,55.0,35.447,less than 2.305
9250.69,3603.89,0.33685,64.3853,1266012.871,117.481,3581.39,20.0,39.1349,between 5.03 and 13.379
12850.4,4591.41,0.29232,131.599,1757348.425,176.811,4504.22,68.0,32.4191,greater than 13.379
11085.4,3789.58,0.28119,100.881,1519324.449,143.641,4005.85,47.0,36.9879,between 5.03 and 13.379
13563.5,5149.99,0.26341,184.941,1908314.758,217.695,4928.42,78.0,31.4821,greater than 13.379
15239.8,6282.46,0.34919,197.354,2141950.859,261.411,5411.33,94.0,29.6542,greater than 13.379
10858.4,3633.56,0.24329,114.395,1483851.628,140.511,3915.51,50.0,37.2495,between 2.305 and 5.03
12137.9,4015.14,0.28771,127.829,1654502.171,162.951,4329.67,63.0,34.1842,between 5.03 and 13.379
13267.1,4716.39,0.25871,169.299,1837907.822,199.759,4637.29,74.0,32.7539,greater than 13.379
11207.4,3791.74,0.30551,91.2734,1531448.649,134.681,4019.54,46.0,37.5902,less than 2.305
9750.93,2789.11,0.24361,79.4331,1346861.219,118.491,3636.79,28.0,38.8203,between 5.03 and 13.379
13131.6,4502.65,0.29541,152.349,1851508.517,179.539,4579.58,69.0,32.6323,between 5.03 and 13.379
16229.7,6668.94,0.33401,218.158,2255089.684,284.159,5635.19,97.0,29.1562,greater than 13.379
12419.1,4169.19,0.27068,130.928,1703656.429,165.781,4393.95,64.0,33.5883,between 5.03 and 13.379
11462.2,3886.33,0.28459,104.411,1582434.151,144.639,4104.98,52.0,36.7914,between 2.305 and 5.03
