F1,F2,F3,F4,F5,F6,F7,F8,F9,RMSD
10211.87,3171.47,0.27282,86.1594,1428971.411,130.98,4382.58,44.0,36.4592,between 5.03 and 13.379
6532.19,1874.79,0.20383,45.2386,892767.263,84.2738,3131.33,54.0,30.1969,between 2.305 and 5.03
10376.65,4211.29,0.36784,94.811,1706481.324,162.284,4883.46,67.0,41.9398,greater than 13.379
11456.27,2952.11,0.25046,70.4474,1294208.201,115.769,3966.78,39.0,38.4145,less than 2.305
8462.23,2433.52,0.29431,60.5554,1082551.398,102.135,3679.77,49.0,32.6552,between 2.305 and 5.03
13487.46,4495.93,0.33417,124.051,1848206.141,208.419,5245.62,90.0,27.5472,greater than 13.379
8211.37,1556.89,0.18711,47.3313,944306.642,76.3397,2835.98,24.0,42.8456,between 5.03 and 13.379
9050.58,3148.55,0.38105,82.3692,1284939.587,140.849,4638.41,58.0,35.6325,between 2.305 and 5.03
5689.23,2008.35,0.21686,53.8951,794897.741,81.3556,3234.31,42.0,39.9823,between 5.03 and 13.379
10715.24,3799.24,0.35319,93.7589,1547580.852,165.197,4823.55,69.0,29.4309,greater than 13.379
9517.71,2826.57,0.25851,67.4574,1271937.339,109.811,3969.21,50.0,37.3968,less than 2.305
12083.79,4073.22,0.36541,100.622,1691048.216,183.491,5134.25,78.0,32.9349,greater than 13.379
10025.69,3469.58,0.29924,78.5175,1439722.791,132.554,4558.98,59.0,36.7976,between 2.305 and 5.03
11761.45,4312.93,0.34229,107.542,1652811.429,192.659,5039.34,85.0,30.774,between 5.03 and 13.379
10472.14,3642.25,0.31315,86.3394,1497418.492,149.531,4766.22,65.0,40.4599,between 2.305 and 5.03
8762.34,2606.67,0.23517,59.2511,1067744.269,96.2694,3551.21,46.0,38.1875,less than 2.305
