F1,F2,F3,F4,F5,F6,F7,F8,F9,RMSD
9813.42,3105.64,0.29457,96.4199,1402108.3957,135.419,3921.35,43.0,36.4754,between 5.03 and 13.379
14388.3,4678.42,0.25193,189.281,2063879.4922,244.199,5532.49,65.0,26.5842,less than 2.305
11873.3,2821.19,0.33331,130.489,1654934.3678,183.911,4498.55,54.0,31.4198,between 2.305 and 5.03
6921.57,2246.83,0.26349,61.4195,968194.8149,100.531,3285.41,39.0,40.845,between 5.03 and 13.379
10309.7,3469.94,0.30567,114.899,1524932.4494,162.531,4333.85,70.0,32.5845,greater than 13.379
16549.8,4328.29,0.19259,208.499,2258341.5875,251.899,5945.67,96.0,24.4198,less than 2.305
7556.83,2032.41,0.27871,83.9454,1063093.0279,108.195,3248.67,28.0,37.6887,between 5.03 and 13.379
12111.4,3808.85,0.29133,148.781,1732423.4934,204.899,4989.39,50.0,30.4198,between 2.305 and 5.03
9849.38,2943.79,0.34825,105.531,1431567.349,149.823,4166.22,84.0,34.9455,between 5.03 and 13.379
14265.5,4079.85,0.27036,184.399,2024934.8142,236.517,5303.59,72.0,27.4198,less than 2.305
6121.41,2083.95,0.28141,53.3955,879654.2097,87.439,3031.49,44.0,40.6887,between 5.03 and 13.379
10783.7,3355.41,0.30151,124.395,1534915.4496,171.823,4463.67,60.0,32.9455,greater than 13.379
6939.47,2204.33,0.25281,62.9819,973654.8149,103.497,3293.85,36.0,40.5842,between 5.03 and 13.379
15861.8,4818.29,0.20359,221.489,2234931.5875,258.235,6219.41,102.0,22.4198,less than 2.305
10342.3,3156.85,0.31467,111.781,1498358.3678,157.135,4371.49,76.0,32.9455,between 5.03 and 13.379
12598.5,3945.67,0.28981,155.499,1804931.5875,212.899,5092.17,58.0,28.9455,between 2.305 and 5.03
9448.49,2898.49,0.33541,101.499,1369828.3678,146.531,4103.85,67.0,35.9455,between 5.03 and 13.379
11839.3,3548.42,0.29657,135.531,1691567.349,191.135,4639.67,53.0,30.9455,greater than 13.379
7539.19,2082.93,0.27449,80.3955,1046541.0279,105.823,3249.67,35.0,37.9455,between 5.03 and 13.379
14211.8,4268.35,0.26849,187.899,2054934.8142,239.899,5433.41,71.0,26.9455,less than 2.305
10143.5,3048.67,0.32841,109.781,1469828.3678,161.531,4345.49,68.0,33.5845,between 5.03 and 13.379
12458.2,3822.67,0.299,152.781,1784931.5875,211.135,4992.17,56.0,29.5845,between 2.305 and 5.03
9699.31,2978.49,0.34267,104.419,1411567.349,155.531,4271.85,65.0,34.5845,between 5.03 and 13.379
13811.5,4138.42,0.28333,181.531,2009828.3678,233.899,5389.67,54.0,27.9455,greater than 13.379
7553.41,2034.41,0.27281,80.4955,1043093.0279,104.195,3239.67,37.0,38.9455,between 5.03 and 13.379
14639.2,4518.29,0.20509,201.489,2084931.5875,248.899,5732.41,97.0,24.9455,less than 2.305
11629.3,3516.67,0.30933,132.399,1634934.8142,186.517,4583.41,62.0,31.9455,between 5.03 and 13.379
12582.8,3968.67,0.29257,156.899,1816567.349,215.899,5123.67,59.0,29.5845,between 2.305 and 5.03
10391.7,3222.67,0.34041,115.781,1523093.0279,164.823,4423.49,74.0,33.5845,between 5.03 and 13.379
13421.1,4108.42,0.28581,178.399,1989828.3678,229.899,5345.67,55.0,28.9455,greater than 13.379
7918.31,2282.93,0.27641,85.3955,1106541.0279,110.497,3355.67,39.0,38.5845,between 5.03 and 13.379
15822.3,4968.29,0.20309,224.489,2274931.5875,261.899,6279.41,103.0,21.9455,less than 2.305
