F1,F2,F3,F4,F5,F6,F7,F8,F9,RMSD
5991.81,2168.93,0.24518,81.246,853113.491,101.348,3507.49,51.0,35.4212,greater than 13.379
10234.6,2881.44,0.30833,118.571,1428349.215,149.029,4279.11,83.0,31.6719,less than 2.305
13150.4,4836.27,0.38417,208.571,1838398.635,243.957,5295.58,191.0,26.321,greater than 13.379
8215.55,2514.75,0.22734,63.503,1144450.58,110.139,3815.29,43.0,38.1975,between 5.03 and 13.379
14824.2,3385.49,0.29282,175.842,2063586.549,232.442,4957.25,51.0,28.4959,between 2.305 and 5.03
6688.31,1972.76,0.26715,59.263,943859.135,84.612,3218.16,29.0,40.3651,greater than 13.379
9119.26,2649.24,0.25251,96.281,1275730.851,135.499,4068.23,122.0,33.9814,between 2.305 and 5.03
12578.9,3111.86,0.28117,131.281,1739593.289,169.634,4539.53,94.0,30.3354,greater than 13.379
5966.13,2055.92,0.21965,70.361,841304.6605,93.159,3155.85,39.0,36.5694,between 5.03 and 13.379
10443.9,2851.42,0.30464,113.698,1467824.431,147.941,4295.57,80.0,32.1443,less than 2.305
12015.6,4444.44,0.37055,199.419,1676341.781,238.142,5141.38,187.0,27.4112,greater than 13.379
8497.38,2606.17,0.23629,67.341,1184275.893,111.601,3703.35,45.0,37.7539,between 5.03 and 13.379
13964.1,3249.89,0.29112,171.001,1944356.517,230.191,4943.35,52.0,29.2726,between 2.305 and 5.03
6906.99,2126.33,0.27355,61.761,963760.229,87.354,3294.22,32.0,40.1054,greater than 13.379
9457.36,2738.64,0.25819,94.945,1325406.449,134.297,4072.18,125.0,34.441,less than 2.305
12931.9,3069.05,0.28577,130.201,1794606.758,171.349,4571.11,96.0,30.6789,greater than 13.379
6129.41,2029.64,0.22413,69.511,859741.454,95.151,3242.47,41.0,36.4495,between 5.03 and 13.379
10596.3,2882.26,0.30669,114.881,1483849.669,149.865,4316.49,84.0,32.2301,less than 2.305
12249.4,4467.92,0.37316,200.651,1708203.817,239.411,5188.49,190.0,27.5344,greater than 13.379
8621.47,2634.39,0.23919,68.509,1203824.817,112.821,3755.17,47.0,37.9018,between 5.03 and 13.379
14151.2,3299.71,0.29351,173.409,1971137.527,231.95,4981.36,54.0,29.3276,between 2.305 and 5.03
7045.56,2151.19,0.27638,62.849,979305.409,90.177,3352.86,34.0,40.1451,greater than 13.379
9628.85,2761.41,0.26138,95.684,1356776.751,136.488,4111.68,128.0,34.4855,less than 2.305
13114.1,3094.46,0.28726,131.628,1816733.695,172.756,4603.94,98.0,30.8145,greater than 13.379
6258.18,2044.94,0.22744,70.629,870654.551,96.461,3284.18,42.0,36.4361,between 5.03 and 13.379
10741.9,2911.68,0.3088,115.427,1511164.401,150.931,4338.19,85.0,32.2454,less than 2.305
12407.5,4527.51,0.37639,201.854,1733602.799,240.96,5217.32,192.0,27.5554,greater than 13.379
8653.64,2656.75,0.24063,69.079,1225768.601,113.955,3782.6,49.0,37.9341,between 5.03 and 13.379
14325.1,3342.51,0.29493,174.69,2000215.201,233.239,5006.17,56.0,29.3634,between 2.305 and 5.03
7161.31,2174.71,0.27924,63.391,994819.884,91.475,3391.49,36.0,40.1609,greater than 13.379
9754.37,2802.33,0.26359,96.463,1383852.199,138.158,4146.14,130.0,34.4983,less than 2.305
13270.5,3131.55,0.28961,132.92,1849556.739,174.192,4635.46,100.0,30.8693,greater than 13.379
