longitude,latitude,housingMedianAge,totalRooms,totalBedrooms,population,households,medianIncome,medianHouseValue
-118.24,33.93,22,1987.0,442.0,1056.0,449.0,2.9633,less than 119600.0
-117.51,34.69,41,3468.0,629.0,1823.0,641.0,4.1948,between 179700.0 and 264725.0
-121.23,38.16,30,1752.0,391.0,963.0,376.0,1.9371,between 119600.0 and 179700.0
-120.47,35.96,36,2326.0,486.0,1265.0,499.0,3.5492,less than 119600.0
-118.69,34.47,26,2119.0,456.0,1417.0,482.0,2.7297,between 119600.0 and 179700.0
-116.92,33.22,18,2459.0,531.0,1634.0,601.0,4.8173,less than 119600.0
-118.34,37.18,39,3249.0,683.0,1822.0,654.0,5.1856,between 179700.0 and 264725.0
-122.49,36.85,44,2610.0,559.0,1419.0,533.0,2.4756,greater than 264725.0
-117.91,34.91,20,1832.0,411.0,1248.0,429.0,3.6844,less than 119600.0
-120.83,39.47,51,3118.0,661.0,1742.0,626.0,7.4854,greater than 264725.0
-119.19,33.94,23,2448.0,495.0,1508.0,524.0,4.2503,between 179700.0 and 264725.0
-116.59,35.98,19,2296.0,481.0,1622.0,574.0,3.0212,between 119600.0 and 179700.0
-121.71,37.96,35,2921.0,612.0,1819.0,657.0,5.9124,between 179700.0 and 264725.0
-118.16,33.47,28,2738.0,568.0,1689.0,615.0,4.4748,less than 119600.0
-118.01,38.49,46,3534.0,739.0,2053.0,738.0,6.3652,between 179700.0 and 264725.0
-117.34,34.75,24,2383.0,503.0,1557.0,546.0,3.3162,between 119600.0 and 179700.0
