longitude,latitude,housingMedianAge,totalRooms,totalBedrooms,population,households,medianIncome,medianHouseValue
-119.12,35.24,18,2751.0,513.0,1421.0,483.0,3.4829,between 119600.0 and 179700.0
-117.81,33.59,22,3982.0,734.0,1893.0,693.0,5.1055,greater than 264725.0
-118.42,34.19,38,4821.0,891.0,2462.0,829.0,2.9567,between 179700.0 and 264725.0
-121.25,38.81,43,2567.0,482.0,1286.0,421.0,4.2195,less than 119600.0
-117.03,32.79,29,1985.0,444.0,1059.0,378.0,3.9112,between 119600.0 and 179700.0
-122.05,37.95,25,4288.0,799.0,2232.0,762.0,1.9246,between 179700.0 and 264725.0
-118.16,33.99,31,3649.0,678.0,1924.0,634.0,5.4443,greater than 264725.0
-119.29,36.33,19,2519.0,469.0,1358.0,456.0,2.7539,less than 119600.0
-118.59,34.25,42,1962.0,434.0,1042.0,363.0,4.0822,between 119600.0 and 179700.0
-121.62,38.58,30,3162.0,588.0,1653.0,555.0,3.3812,between 179700.0 and 264725.0
-117.75,33.95,11,4608.0,844.0,2408.0,808.0,6.3517,greater than 264725.0
-116.92,34.05,26,3824.0,699.0,2002.0,667.0,2.6541,between 119600.0 and 179700.0
-119.38,36.41,17,2943.0,536.0,1587.0,529.0,3.6288,less than 119600.0
-117.17,32.75,35,2298.0,526.0,1223.0,414.0,1.5881,less than 119600.0
-119.02,36.22,23,1756.0,331.0,957.0,321.0,4.3845,between 119600.0 and 179700.0
-122.22,37.79,50,760.0,190.0,377.0,122.0,0.9011,less than 119600.0
-118.09,33.92,36,2338.0,463.0,1568.0,427.0,4.0443,between 119600.0 and 179700.0
-122.18,37.78,39,1823.0,399.0,1079.0,376.0,3.1231,between 119600.0 and 179700.0
-117.19,32.72,45,1157.0,310.0,859.0,339.0,1.6221,between 119600.0 and 179700.0
-118.05,33.81,27,1782.0,404.0,1422.0,385.0,3.6341,between 179700.0 and 264725.0
-118.44,34.24,46,985.0,181.0,563.0,187.0,4.8244,between 179700.0 and 264725.0
-117.72,35.61,16,2709.0,483.0,1494.0,487.0,3.8635,less than 119600.0
-118.24,33.9,31,1347.0,417.0,1417.0,363.0,2.0173,between 119600.0 and 179700.0
-121.31,38.65,19,3601.0,669.0,1394.0,643.0,3.6336,between 179700.0 and 264725.0
-116.91,32.78,14,7317.0,1344.0,3613.0,1274.0,4.2253,between 119600.0 and 179700.0
-117.29,32.83,17,2091.0,547.0,1419.0,486.0,3.1812,between 179700.0 and 264725.0
-118.16,34.01,43,412.0,91.0,269.0,73.0,2.9095,between 119600.0 and 179700.0
-117.59,34.01,19,3608.0,700.0,1594.0,719.0,2.7023,less than 119600.0
-122.12,37.63,36,1908.0,307.0,859.0,271.0,4.1181,between 119600.0 and 179700.0
-118.07,33.85,20,1503.0,312.0,981.0,283.0,4.0599,between 179700.0 and 264725.0
-121.58,39.16,38,1764.0,396.0,840.0,401.0,1.9153,less than 119600.0
-118.83,34.07,21,3838.0,578.0,1510.0,509.0,8.4509,greater than 264725.0
-119.13,36.24,43,1354.0,280.0,952.0,288.0,1.9902,less than 119600.0
-121.62,37.87,30,1436.0,287.0,991.0,287.0,3.6962,between 119600.0 and 179700.0
-118.53,34.29,34,3599.0,565.0,1696.0,524.0,5.4083,between 179700.0 and 264725.0
-117.14,32.71,14,824.0,237.0,830.0,237.0,1.3218,less than 119600.0
-121.54,39.51,33,3596.0,757.0,1889.0,765.0,2.5034,less than 119600.0
-118.22,33.93,36,421.0,104.0,482.0,130.0,3.6738,between 119600.0 and 179700.0
-121.29,38.67,19,1896.0,266.0,682.0,255.0,6.1895,between 179700.0 and 264725.0
-116.98,32.76,14,7434.0,1344.0,3622.0,1274.0,4.2218,between 119600.0 and 179700.0
-117.28,32.82,17,2104.0,547.0,1422.0,486.0,3.1826,between 179700.0 and 264725.0
-118.15,33.84,44,1621.0,421.0,652.0,395.0,2.9239,greater than 264725.0
-118.34,33.87,6,13153.0,2679.0,5285.0,2523.0,5.5045,greater than 264725.0
-118.31,34.09,25,3264.0,1281.0,2654.0,1182.0,2.4663,between 179700.0 and 264725.0
-120.64,37.36,20,1466.0,372.0,1009.0,346.0,1.4635,less than 119600.0
-122.09,37.9,38,2146.0,343.0,812.0,340.0,5.5659,greater than 264725.0
-122.35,37.57,44,2162.0,411.0,852.0,370.0,4.4613,greater than 264725.0
-118.21,34.15,47,2396.0,488.0,1185.0,456.0,3.6094,between 179700.0 and 264725.0
-119.28,34.28,31,2962.0,827.0,1642.0,750.0,2.6719,between 179700.0 and 264725.0
-121.24,38.17,24,4428.0,776.0,2045.0,732.0,3.4779,between 119600.0 and 179700.0
-121.83,37.33,21,2648.0,446.0,1796.0,389.0,5.0564,between 179700.0 and 264725.0
-119.77,36.82,25,2728.0,504.0,1265.0,465.0,2.3354,less than 119600.0
-121.26,38.65,13,4508.0,689.0,1666.0,667.0,5.2615,between 179700.0 and 264725.0
-118.18,34.05,44,1648.0,506.0,1858.0,502.0,2.2926,between 119600.0 and 179700.0
-118.99,34.25,10,10641.0,1617.0,4845.0,1606.0,6.6271,greater than 264725.0
-121.82,37.42,25,2508.0,351.0,1041.0,367.0,7.0581,greater than 264725.0
-120.67,35.31,32,905.0,240.0,554.0,231.0,2.5482,between 119600.0 and 179700.0
-117.52,33.95,19,4754.0,835.0,2914.0,796.0,4.3756,between 119600.0 and 179700.0
-117.33,34.14,52,1861.0,395.0,972.0,333.0,1.2058,less than 119600.0
-120.46,37.33,20,4387.0,753.0,2062.0,716.0,3.7673,between 119600.0 and 179700.0
-122.31,41.39,15,5271.0,1031.0,2154.0,885.0,2.8068,less than 119600.0
-122.04,36.99,39,2133.0,661.0,1367.0,606.0,1.6656,greater than 264725.0
-118.351,34.192,29,1982.0,436.0,864.0,348.0,3.463,less than 119600.0
-117.859,33.509,32,2749.0,598.0,1421.0,481.0,4.982,between 119600.0 and 179700.0
