longitude,latitude,housingMedianAge,totalRooms,totalBedrooms,population,households,medianIncome,medianHouseValue
-118.55,33.89,22,3421.0,691.0,1948.0,586.0,2.9851,between 119600.0 and 179700.0
-117.92,34.51,18,4289.0,863.0,2795.0,831.0,3.6543,greater than 264725.0
-119.28,37.17,13,2639.0,521.0,1942.0,482.0,2.6542,less than 119600.0
-120.85,33.95,29,1758.0,439.0,1062.0,401.0,1.8721,between 119600.0 and 179700.0
-118.48,34.27,20,4866.0,821.0,2584.0,629.0,4.3519,between 179700.0 and 264725.0
-118.19,36.88,17,3172.0,651.0,1768.0,575.0,3.2356,greater than 264725.0
-117.33,33.17,15,4013.0,756.0,2473.0,621.0,5.6712,between 179700.0 and 264725.0
-121.49,38.23,11,2827.0,567.0,1439.0,457.0,2.9851,less than 119600.0
-118.29,35.17,23,1981.0,475.0,1183.0,444.0,2.3211,between 119600.0 and 179700.0
-119.95,36.59,10,4219.0,781.0,2666.0,689.0,3.8272,greater than 264725.0
-119.07,35.85,19,1576.0,394.0,1034.0,357.0,1.6548,less than 119600.0
-121.13,37.83,28,2387.0,542.0,1642.0,542.0,2.5491,between 119600.0 and 179700.0
-119.42,36.32,22,2756.0,595.0,1499.0,514.0,3.1256,between 179700.0 and 264725.0
-122.16,32.79,9,1898.0,434.0,1021.0,395.0,2.1919,less than 119600.0
-121.82,37.42,21,2014.0,463.0,1248.0,444.0,2.9851,between 119600.0 and 179700.0
-118.58,33.71,25,4499.0,764.0,2831.0,676.0,5.1356,greater than 264725.0
