longitude,latitude,housingMedianAge,totalRooms,totalBedrooms,population,households,medianIncome,medianHouseValue
-118.22,33.98,18,3123.0,631.0,1567.0,451.0,3.6542,between 179700.0 and 264725.0
-121.98,37.82,46,1890.0,351.0,1173.0,393.0,4.9821,between 179700.0 and 264725.0
-117.85,33.67,29,2758.0,521.0,1349.0,409.0,2.9857,between 119600.0 and 179700.0
-119.51,36.42,39,2987.0,589.0,1928.0,583.0,3.1394,less than 119600.0
-122.29,37.95,24,1694.0,313.0,891.0,287.0,5.0672,between 179700.0 and 264725.0
-118.49,34.19,15,4865.0,911.0,2589.0,766.0,2.4308,between 179700.0 and 264725.0
-117.31,33.04,51,2678.0,482.0,1439.0,432.0,4.6785,greater than 264725.0
-120.67,38.55,26,2320.0,421.0,1014.0,351.0,2.9063,between 119600.0 and 179700.0
-119.25,36.88,30,3421.0,651.0,1862.0,552.0,3.4563,between 179700.0 and 264725.0
-117.93,33.85,20,1983.0,381.0,1221.0,372.0,4.5698,between 179700.0 and 264725.0
-121.47,38.28,38,1756.0,342.0,1048.0,315.0,2.9641,between 119600.0 and 179700.0
-118.07,33.72,32,2456.0,471.0,1594.0,463.0,3.2419,between 179700.0 and 264725.0
-119.85,37.32,48,3920.0,753.0,2086.0,628.0,5.6258,greater than 264725.0
-118.41,34.01,22,2814.0,539.0,1843.0,546.0,2.7833,between 119600.0 and 179700.0
-122.18,37.59,43,2380.0,468.0,1431.0,419.0,1.8906,between 179700.0 and 264725.0
-117.58,33.51,25,3245.0,628.0,2011.0,587.0,4.3545,between 119600.0 and 179700.0
-118.24,34.06,41,2667.0,518.0,1697.0,506.0,3.1929,between 179700.0 and 264725.0
-117.96,33.76,36,2113.0,409.0,1362.0,409.0,2.6467,between 119600.0 and 179700.0
-120.42,39.29,18,1549.0,294.0,823.0,266.0,2.3946,less than 119600.0
-119.17,36.65,34,2619.0,503.0,1658.0,486.0,2.9216,between 179700.0 and 264725.0
-118.14,33.79,23,2912.0,562.0,1865.0,540.0,3.4562,between 179700.0 and 264725.0
-118.46,34.22,40,2478.0,483.0,1591.0,463.0,5.0621,between 179700.0 and 264725.0
-121.88,38.46,19,1992.0,384.0,1211.0,363.0,4.6548,between 179700.0 and 264725.0
-119.94,37.49,45,3651.0,711.0,2253.0,673.0,3.1925,greater than 264725.0
-117.39,33.29,38,2521.0,488.0,1641.0,467.0,2.7834,between 119600.0 and 179700.0
-120.59,38.84,27,1689.0,329.0,1014.0,304.0,2.1357,between 119600.0 and 179700.0
-118.38,34.04,48,3048.0,593.0,1913.0,553.0,6.1278,greater than 264725.0
-122.38,37.85,29,1423.0,278.0,814.0,263.0,5.4452,between 179700.0 and 264725.0
-118.01,33.69,26,2821.0,543.0,1834.0,526.0,3.2412,between 179700.0 and 264725.0
-119.73,37.26,31,2197.0,425.0,1408.0,413.0,2.3944,less than 119600.0
-117.82,33.59,42,2465.0,479.0,1542.0,446.0,5.0682,between 179700.0 and 264725.0
-120.83,39.57,24,1816.0,348.0,1122.0,327.0,1.9335,between 119600.0 and 179700.0
-117.55,33.42,35,2943.0,567.0,1842.0,527.0,3.4561,between 179700.0 and 264725.0
-118.53,34.29,33,2589.0,504.0,1643.0,472.0,4.9813,between 179700.0 and 264725.0
-119.29,36.83,28,2073.0,402.0,1273.0,372.0,3.2411,between 179700.0 and 264725.0
-122.11,37.64,41,2362.0,456.0,1438.0,423.0,5.4451,between 179700.0 and 264725.0
-118.27,33.85,39,2813.0,548.0,1792.0,521.0,3.2419,between 179700.0 and 264725.0
-117.17,32.75,21,1649.0,312.0,1043.0,296.0,4.6549,between 119600.0 and 179700.0
-122.55,37.97,30,1988.0,384.0,1261.0,365.0,1.6726,less than 119600.0
-118.43,34.07,25,2519.0,491.0,1606.0,463.0,4.9826,between 179700.0 and 264725.0
-120.28,39.19,19,1431.0,275.0,859.0,259.0,3.3941,between 119600.0 and 179700.0
-117.79,33.55,46,2894.0,563.0,1763.0,508.0,3.2412,between 179700.0 and 264725.0
-119.59,37.19,38,2256.0,442.0,1403.0,410.0,5.0621,between 179700.0 and 264725.0
-118.36,33.99,34,2743.0,531.0,1684.0,492.0,2.4308,between 119600.0 and 179700.0
-122.23,37.75,22,1561.0,304.0,943.0,288.0,4.5699,between 179700.0 and 264725.0
-118.09,33.75,27,2399.0,463.0,1492.0,433.0,5.0621,between 179700.0 and 264725.0
-119.69,37.24,36,2668.0,520.0,1651.0,478.0,3.4562,between 179700.0 and 264725.0
-117.48,33.33,44,3058.0,596.0,1836.0,537.0,2.7834,between 119600.0 and 179700.0
-120.51,39.43,29,1914.0,369.0,1164.0,342.0,4.9826,between 119600.0 and 179700.0
-118.45,34.13,32,2481.0,483.0,1567.0,457.0,3.2419,between 179700.0 and 264725.0
-122.49,37.92,39,1723.0,336.0,1043.0,308.0,2.3944,less than 119600.0
-118.19,33.81,30,2614.0,509.0,1623.0,473.0,5.0622,between 179700.0 and 264725.0
-119.51,37.01,41,2858.0,559.0,1765.0,514.0,2.9217,between 179700.0 and 264725.0
-117.64,33.49,28,2287.0,445.0,1419.0,412.0,3.2411,between 179700.0 and 264725.0
-120.64,39.52,20,1638.0,313.0,988.0,297.0,2.1357,between 119600.0 and 179700.0
-118.31,34.02,37,2934.0,571.0,1834.0,530.0,4.9825,between 179700.0 and 264725.0
-122.36,37.83,42,1991.0,386.0,1235.0,365.0,5.6259,between 179700.0 and 264725.0
-118.05,33.72,25,2503.0,485.0,1553.0,451.0,3.4561,between 179700.0 and 264725.0
-119.81,37.39,39,2792.0,548.0,1732.0,504.0,2.7833,between 179700.0 and 264725.0
-117.44,33.31,35,2369.0,463.0,1461.0,425.0,3.2412,between 179700.0 and 264725.0
-120.45,39.35,23,1692.0,328.0,1006.0,304.0,1.9335,between 119600.0 and 179700.0
-118.42,34.08,40,3021.0,591.0,1892.0,548.0,5.0682,between 179700.0 and 264725.0
-122.27,37.79,29,1658.0,321.0,995.0,299.0,4.9826,between 179700.0 and 264725.0
-118.25,33.83,36,2698.0,523.0,1663.0,483.0,3.4562,between 179700.0 and 264725.0
-119.67,37.27,30,2511.0,494.0,1565.0,456.0,2.4308,between 119600.0 and 179700.0
-117.52,33.38,42,2891.0,564.0,1764.0,510.0,3.2411,between 179700.0 and 264725.0
-120.58,39.49,26,1833.0,354.0,1098.0,324.0,2.3946,less than 119600.0
-118.39,34.05,38,2956.0,580.0,1831.0,531.0,5.0621,between 179700.0 and 264725.0
-122.42,37.87,32,1934.0,375.0,1181.0,351.0,1.6726,less than 119600.0
-118.16,33.8,34,2622.0,514.0,1621.0,467.0,3.2419,between 179700.0 and 264725.0
-119.55,37.15,41,2734.0,534.0,1683.0,492.0,2.7833,between 179700.0 and 264725.0
-117.59,33.45,28,2294.0,450.0,1412.0,415.0,4.9826,between 179700.0 and 264725.0
-118.39,33.93,29,3987.0,734.0,1867.0,693.0,3.4592,between 179700.0 and 264725.0
-117.85,33.69,18,1243.0,281.0,777.0,353.0,2.6545,less than 119600.0
-122.49,37.92,45,1962.0,444.0,1248.0,488.0,5.1234,greater than 264725.0
-118.01,34.22,31,982.0,217.0,644.0,246.0,2.9512,between 119600.0 and 179700.0
-118.62,34.03,14,751.0,182.0,473.0,191.0,3.2178,between 119600.0 and 179700.0
-117.44,33.46,41,2678.0,531.0,1409.0,555.0,4.9821,greater than 264725.0
-118.25,33.87,28,1382.0,314.0,824.0,335.0,3.6719,between 179700.0 and 264725.0
-122.19,37.68,20,429.0,115.0,294.0,123.0,2.1567,less than 119600.0
-117.93,34.13,46,2031.0,388.0,1123.0,421.0,6.3945,greater than 264725.0
-119.01,35.95,16,175.0,51.0,181.0,75.0,1.4632,less than 119600.0
-118.53,33.98,39,1183.0,276.0,692.0,289.0,3.8392,between 179700.0 and 264725.0
-117.29,32.92,24,1934.0,362.0,1072.0,414.0,5.6379,greater than 264725.0
-121.88,38.04,15,664.0,173.0,421.0,185.0,3.1429,between 119600.0 and 179700.0
-118.14,34.01,50,2172.0,451.0,1273.0,483.0,4.2596,between 179700.0 and 264725.0
-117.82,33.63,10,1567.0,294.0,854.0,329.0,3.9452,between 119600.0 and 179700.0
-122.46,37.81,22,1052.0,246.0,649.0,261.0,4.8213,greater than 264725.0
-118.31,33.79,38,1879.0,391.0,1059.0,420.0,5.9851,greater than 264725.0
-121.98,38.29,13,982.0,236.0,634.0,266.0,2.4753,less than 119600.0
-117.58,33.51,43,201.0,53.0,145.0,56.0,2.8193,less than 119600.0
-118.44,34.11,19,1369.0,304.0,829.0,339.0,4.1965,between 179700.0 and 264725.0
-122.08,37.59,26,1954.0,391.0,1104.0,432.0,6.2782,greater than 264725.0
-117.95,33.72,12,1123.0,259.0,688.0,294.0,3.3511,between 119600.0 and 179700.0
-118.59,34.16,34,1721.0,362.0,1031.0,414.0,5.4965,greater than 264725.0
-119.23,35.83,21,1439.0,306.0,854.0,345.0,2.9365,between 119600.0 and 179700.0
-118.03,33.96,44,2459.0,488.0,1366.0,504.0,4.7378,between 179700.0 and 264725.0
-122.32,37.75,32,1562.0,336.0,882.0,362.0,5.6319,greater than 264725.0
-120.99,37.49,14,1038.0,248.0,625.0,261.0,3.1423,between 119600.0 and 179700.0
-117.41,33.39,36,2614.0,491.0,1491.0,524.0,5.8593,greater than 264725.0
-122.24,37.86,27,201.0,52.0,145.0,53.0,2.3952,less than 119600.0
-118.45,34.05,40,1639.0,351.0,962.0,394.0,4.9825,between 179700.0 and 264725.0
-118.09,33.99,42,2272.0,444.0,1279.0,479.0,6.4193,greater than 264725.0
-121.94,38.22,11,1195.0,263.0,743.0,307.0,3.4678,between 119600.0 and 179700.0
-117.67,33.59,30,2045.0,388.0,1154.0,446.0,6.1042,greater than 264725.0
-122.15,37.66,18,1336.0,295.0,794.0,336.0,5.2514,between 179700.0 and 264725.0
-119.09,35.99,29,1948.0,384.0,1131.0,432.0,3.6542,between 119600.0 and 179700.0
