longitude,latitude,housingMedianAge,totalRooms,totalBedrooms,population,households,medianIncome,medianHouseValue
-118.38,34.22,41,3982.0,698.0,1942.0,639.0,4.2309,between 119600.0 and 179700.0
-117.93,33.81,25,1439.0,324.0,1018.0,281.0,3.4492,less than 119600.0
-120.99,37.51,48,1983.0,444.0,1274.0,454.0,2.9139,greater than 264725.0
-118.55,34.15,30,2918.0,538.0,1499.0,469.0,5.6779,between 179700.0 and 264725.0
-117.59,33.59,18,2521.0,449.0,1142.0,396.0,4.0181,greater than 264725.0
-119.08,35.92,21,2601.0,455.0,1324.0,462.0,2.4838,between 119600.0 and 179700.0
-118.26,33.94,43,1668.0,329.0,832.0,301.0,6.1987,less than 119600.0
-121.67,38.44,14,2354.0,434.0,1365.0,479.0,3.6305,between 179700.0 and 264725.0
-118.49,34.05,39,1759.0,384.0,891.0,335.0,1.7822,greater than 264725.0
-119.51,36.53,27,2935.0,539.0,1611.0,509.0,2.3564,less than 119600.0
-122.22,37.83,46,1948.0,413.0,1011.0,381.0,5.1048,between 119600.0 and 179700.0
-117.25,33.49,32,2614.0,449.0,1259.0,405.0,4.9412,greater than 264725.0
-120.82,37.39,22,2831.0,483.0,1438.0,486.0,3.9408,between 179700.0 and 264725.0
-117.99,33.79,41,2449.0,459.0,1272.0,424.0,2.9119,less than 119600.0
-118.61,34.18,24,3173.0,547.0,1683.0,508.0,6.0452,greater than 264725.0
-118.17,34.01,50,1992.0,435.0,1168.0,414.0,1.6018,between 119600.0 and 179700.0
-121.15,38.25,16,2495.0,444.0,1369.0,475.0,4.8199,between 179700.0 and 264725.0
-119.43,35.99,37,2622.0,492.0,1522.0,503.0,2.1411,less than 119600.0
-118.46,34.06,29,1889.0,384.0,1093.0,364.0,5.8503,greater than 264725.0
-119.24,35.85,42,1973.0,414.0,1218.0,429.0,2.9551,between 119600.0 and 179700.0
-122.56,38.29,19,2678.0,479.0,1406.0,493.0,3.4502,between 179700.0 and 264725.0
-117.66,33.62,14,2119.0,396.0,1053.0,365.0,4.5218,less than 119600.0
-120.39,37.58,34,2325.0,425.0,1299.0,456.0,5.3882,greater than 264725.0
-118.58,34.16,40,2519.0,478.0,1571.0,494.0,2.6735,between 119600.0 and 179700.0
-121.98,38.52,20,2828.0,514.0,1453.0,512.0,1.7849,less than 119600.0
-122.85,38.74,33,2168.0,424.0,1282.0,458.0,3.8578,between 179700.0 and 264725.0
-119.71,36.74,31,2963.0,566.0,1746.0,535.0,5.2469,greater than 264725.0
-118.03,34.09,44,2025.0,424.0,1265.0,440.0,1.9329,between 119600.0 and 179700.0
-118.41,34.04,34,1681.0,362.0,871.0,340.0,6.2725,less than 119600.0
-122.49,37.97,27,2709.0,501.0,1639.0,529.0,4.6267,greater than 264725.0
-121.07,38.17,17,2134.0,409.0,1185.0,422.0,3.1763,between 179700.0 and 264725.0
-122.95,38.85,48,2419.0,511.0,1504.0,520.0,1.935,less than 119600.0
-119.57,36.19,23,2256.0,444.0,1456.0,494.0,4.3982,greater than 264725.0
-117.86,33.72,26,2783.0,539.0,1697.0,531.0,5.6349,greater than 264725.0
-118.79,34.23,42,2350.0,464.0,1392.0,476.0,2.7915,between 119600.0 and 179700.0
-121.31,38.43,24,2537.0,495.0,1559.0,522.0,6.1834,greater than 264725.0
-119.22,35.89,38,2059.0,421.0,1273.0,446.0,1.7784,between 119600.0 and 179700.0
-120.23,37.72,30,2194.0,458.0,1422.0,496.0,3.2822,greater than 264725.0
-117.83,33.69,49,2002.0,424.0,1219.0,413.0,4.9101,between 179700.0 and 264725.0
-122.68,38.51,16,2659.0,508.0,1643.0,537.0,5.7011,greater than 264725.0
-118.45,34.07,45,1822.0,386.0,1033.0,362.0,2.4543,less than 119600.0
-121.37,38.49,41,2932.0,559.0,1734.0,552.0,4.4792,greater than 264725.0
-118.24,34.03,39,2478.0,469.0,1525.0,504.0,1.6236,between 119600.0 and 179700.0
-122.54,38.29,20,2612.0,503.0,1596.0,528.0,3.1987,between 179700.0 and 264725.0
-119.17,35.97,42,2165.0,441.0,1358.0,481.0,5.4474,greater than 264725.0
-117.69,33.63,35,2361.0,459.0,1402.0,484.0,2.8086,less than 119600.0
-120.51,37.71,23,2468.0,482.0,1515.0,513.0,6.2499,greater than 264725.0
-118.36,34.01,44,1935.0,408.0,1145.0,406.0,3.5642,between 119600.0 and 179700.0
-121.95,38.56,26,2819.0,537.0,1706.0,548.0,1.8995,less than 119600.0
-122.47,38.07,19,2401.0,457.0,1431.0,495.0,4.6541,between 179700.0 and 264725.0
-119.69,36.51,31,2037.0,437.0,1308.0,463.0,5.385,greater than 264725.0
-118.12,34.12,39,2191.0,449.0,1409.0,486.0,2.5392,between 119600.0 and 179700.0
-117.96,33.83,29,2536.0,494.0,1631.0,521.0,6.0931,greater than 264725.0
-122.36,38.01,46,2738.0,526.0,1667.0,545.0,3.939,greater than 264725.0
-119.48,35.94,35,2121.0,444.0,1326.0,475.0,2.2879,between 119600.0 and 179700.0
-121.01,38.18,27,2631.0,513.0,1622.0,529.0,5.5702,greater than 264725.0
-117.88,33.75,20,2438.0,471.0,1558.0,508.0,4.3355,less than 119600.0
-120.87,37.54,38,2074.0,433.0,1305.0,459.0,1.852,less than 119600.0
-122.61,38.42,44,2349.0,504.0,1556.0,526.0,3.7599,between 179700.0 and 264725.0
-118.48,34.08,48,1826.0,395.0,1101.0,392.0,6.2764,greater than 264725.0
-121.23,38.35,25,2685.0,523.0,1639.0,542.0,4.5238,greater than 264725.0
-119.54,36.34,41,2456.0,479.0,1499.0,512.0,2.6014,between 119600.0 and 179700.0
-122.96,38.81,28,2107.0,439.0,1344.0,470.0,5.9054,greater than 264725.0
-118.45,34.27,38,2401.0,491.0,1258.0,381.0,2.6541,between 179700.0 and 264725.0
-121.93,37.78,27,1982.0,356.0,942.0,322.0,5.3947,between 179700.0 and 264725.0
-117.19,33.95,23,1309.0,258.0,742.0,247.0,4.2351,between 119600.0 and 179700.0
-118.29,34.04,41,2888.0,520.0,1509.0,481.0,2.9872,greater than 264725.0
-121.46,37.93,18,2268.0,421.0,1431.0,434.0,6.1842,between 179700.0 and 264725.0
-119.57,36.73,32,1948.0,381.0,1079.0,356.0,1.6739,less than 119600.0
-117.51,33.67,35,2479.0,473.0,1342.0,419.0,5.6612,between 179700.0 and 264725.0
-122.33,37.85,42,2745.0,512.0,1594.0,531.0,4.2391,between 179700.0 and 264725.0
-118.59,34.25,29,2031.0,419.0,1327.0,394.0,3.6719,between 119600.0 and 179700.0
-120.01,38.52,25,1943.0,351.0,1048.0,354.0,6.7973,between 179700.0 and 264725.0
-118.11,33.88,38,2678.0,488.0,1458.0,486.0,2.4958,between 179700.0 and 264725.0
-121.69,37.99,20,1826.0,342.0,1034.0,342.0,5.3175,between 179700.0 and 264725.0
-119.25,36.43,22,2503.0,479.0,1481.0,452.0,1.9365,less than 119600.0
-117.85,33.73,26,2363.0,468.0,1325.0,424.0,4.9242,between 119600.0 and 179700.0
-118.27,34.01,43,2097.0,437.0,1253.0,404.0,3.4569,greater than 264725.0
-122.07,37.76,39,2421.0,455.0,1362.0,448.0,6.3993,between 179700.0 and 264725.0
-119.85,36.93,24,1764.0,329.0,914.0,297.0,2.0833,less than 119600.0
-118.54,34.22,31,2534.0,482.0,1412.0,457.0,5.7439,between 179700.0 and 264725.0
-117.58,33.81,19,2009.0,413.0,1248.0,385.0,4.4513,between 119600.0 and 179700.0
-121.12,38.42,21,2124.0,405.0,1287.0,404.0,6.5439,between 179700.0 and 264725.0
-119.35,36.56,26,2408.0,475.0,1443.0,457.0,1.7847,less than 119600.0
-118.08,33.85,36,2619.0,504.0,1522.0,496.0,2.8611,between 179700.0 and 264725.0
-117.37,33.55,24,1947.0,363.0,1076.0,358.0,5.1289,between 119600.0 and 179700.0
-122.21,37.81,34,2202.0,415.0,1309.0,427.0,4.6907,between 179700.0 and 264725.0
-118.49,34.16,28,2349.0,455.0,1368.0,447.0,3.2485,greater than 264725.0
-120.94,38.29,22,1889.0,364.0,1039.0,359.0,6.4647,between 179700.0 and 264725.0
-117.67,33.64,29,2094.0,425.0,1261.0,412.0,4.8223,between 119600.0 and 179700.0
-118.22,33.94,41,2808.0,526.0,1603.0,529.0,2.6354,between 179700.0 and 264725.0
-121.59,37.91,19,1822.0,347.0,1047.0,346.0,5.5699,between 179700.0 and 264725.0
-119.11,36.29,24,2185.0,424.0,1344.0,435.0,1.7581,less than 119600.0
-118.03,33.82,37,2631.0,493.0,1485.0,501.0,2.9262,between 179700.0 and 264725.0
-117.43,33.59,20,1921.0,358.0,1113.0,362.0,5.4258,between 119600.0 and 179700.0
-122.13,37.79,40,2529.0,475.0,1472.0,490.0,4.5555,between 179700.0 and 264725.0
-118.41,34.09,29,2302.0,446.0,1338.0,441.0,3.3819,greater than 264725.0
-120.79,38.23,23,1934.0,365.0,1062.0,364.0,6.7832,between 179700.0 and 264725.0
-117.63,33.69,22,2035.0,414.0,1268.0,408.0,4.9526,between 119600.0 and 179700.0
-118.15,33.88,38,2593.0,499.0,1495.0,510.0,2.6728,between 179700.0 and 264725.0
-121.49,37.88,20,1852.0,351.0,1054.0,351.0,5.5999,between 179700.0 and 264725.0
-119.07,36.25,24,2131.0,421.0,1321.0,429.0,1.8438,less than 119600.0
-118.01,33.81,36,2622.0,498.0,1499.0,516.0,2.9277,between 179700.0 and 264725.0
-117.49,33.61,21,1976.0,369.0,1151.0,374.0,5.4461,between 119600.0 and 179700.0
-122.09,37.78,39,2485.0,464.0,1439.0,483.0,4.6459,between 179700.0 and 264725.0
-118.36,34.03,30,2345.0,457.0,1375.0,454.0,3.4006,greater than 264725.0
-120.67,38.18,24,1969.0,372.0,1083.0,375.0,6.7264,between 179700.0 and 264725.0
-117.59,33.66,23,2062.0,422.0,1285.0,415.0,4.9975,between 119600.0 and 179700.0
