longitude,latitude,housingMedianAge,totalRooms,totalBedrooms,population,households,medianIncome,medianHouseValue
-118.53,34.23,28,1982.0,421.0,1188.0,411.0,2.9352,between 119600.0 and 179700.0
-121.98,38.19,41,2381.0,489.0,1482.0,463.0,3.9821,greater than 264725.0
-117.42,33.91,18,2911.0,564.0,1849.0,555.0,4.2198,between 179700.0 and 264725.0
-119.27,36.51,32,2456.0,513.0,1241.0,436.0,2.8469,less than 119600.0
-122.49,37.85,50,1919.0,351.0,1011.0,365.0,3.4295,greater than 264725.0
-118.18,34.03,23,2744.0,592.0,1439.0,492.0,2.6241,between 119600.0 and 179700.0
-117.85,34.29,39,2003.0,435.0,1297.0,387.0,3.935,between 179700.0 and 264725.0
-121.67,38.03,14,2678.0,551.0,1698.0,521.0,4.9823,greater than 264725.0
-119.49,36.67,20,2324.0,457.0,1391.0,451.0,2.1919,less than 119600.0
-122.31,37.79,52,2069.0,379.0,1141.0,348.0,3.7598,between 179700.0 and 264725.0
-118.59,34.21,17,2511.0,523.0,1568.0,463.0,3.4492,greater than 264725.0
-117.29,33.83,29,1832.0,354.0,1085.0,324.0,4.0618,between 119600.0 and 179700.0
-122.13,37.65,44,2485.0,419.0,1344.0,414.0,3.1967,greater than 264725.0
-118.42,34.18,30,2889.0,611.0,1813.0,555.0,2.4519,between 179700.0 and 264725.0
-121.88,37.96,27,2219.0,456.0,1418.0,436.0,4.3235,between 119600.0 and 179700.0
-119.64,36.82,16,2658.0,539.0,1619.0,485.0,3.0161,less than 119600.0
-117.96,34.11,26,1985.0,409.0,1259.0,362.0,3.5422,between 179700.0 and 264725.0
-122.54,38.01,50,2287.0,371.0,1062.0,372.0,4.0928,greater than 264725.0
-118.23,34.07,20,2606.0,544.0,1522.0,444.0,2.7559,between 119600.0 and 179700.0
-121.43,37.81,42,2836.0,592.0,1743.0,523.0,3.4691,greater than 264725.0
-117.46,33.99,24,2439.0,494.0,1478.0,435.0,3.9872,between 119600.0 and 179700.0
-122.26,37.77,52,2015.0,344.0,1006.0,336.0,3.6232,between 179700.0 and 264725.0
-118.48,34.25,31,2701.0,567.0,1642.0,484.0,2.6345,greater than 264725.0
-119.35,36.59,19,2542.0,509.0,1451.0,444.0,3.0143,less than 119600.0
-117.67,34.07,38,2087.0,435.0,1308.0,384.0,3.8291,between 179700.0 and 264725.0
-122.39,37.92,48,2402.0,413.0,1228.0,403.0,4.2595,between 179700.0 and 264725.0
-118.31,34.12,25,2875.0,605.0,1799.0,548.0,2.5391,greater than 264725.0
-121.55,37.89,29,2302.0,466.0,1444.0,446.0,3.9498,between 119600.0 and 179700.0
-119.46,36.69,18,2614.0,535.0,1563.0,479.0,3.0612,less than 119600.0
-117.52,34.03,28,2001.0,422.0,1283.0,363.0,3.5149,between 179700.0 and 264725.0
-122.44,37.99,52,2161.0,364.0,1086.0,355.0,3.7852,greater than 264725.0
-118.55,34.28,22,2733.0,573.0,1631.0,489.0,2.6789,between 119600.0 and 179700.0
-121.39,37.79,41,2818.0,595.0,1755.0,529.0,3.5044,greater than 264725.0
-117.59,34.09,32,2134.0,451.0,1336.0,383.0,3.9043,between 179700.0 and 264725.0
-122.29,37.82,48,2319.0,408.0,1141.0,379.0,4.1628,between 179700.0 and 264725.0
-118.36,34.15,26,2805.0,589.0,1693.0,523.0,2.5869,greater than 264725.0
-121.49,37.85,32,2408.0,483.0,1498.0,456.0,3.9328,between 119600.0 and 179700.0
-119.41,36.63,20,2645.0,542.0,1555.0,479.0,3.0666,less than 119600.0
-117.44,34.01,30,2034.0,435.0,1303.0,366.0,3.8294,between 179700.0 and 264725.0
-122.47,38.03,52,2217.0,372.0,1059.0,357.0,3.7512,greater than 264725.0
-118.52,34.26,25,2867.0,606.0,1764.0,533.0,2.6131,between 119600.0 and 179700.0
-121.35,37.77,40,2789.0,595.0,1731.0,525.0,3.4992,greater than 264725.0
-117.56,34.06,34,2168.0,453.0,1351.0,389.0,3.8792,between 179700.0 and 264725.0
-122.32,37.85,50,2334.0,405.0,1103.0,373.0,4.1003,between 179700.0 and 264725.0
-118.34,34.14,29,2821.0,604.0,1689.0,525.0,2.5922,greater than 264725.0
-121.51,37.83,35,2443.0,498.0,1513.0,463.0,3.9245,between 119600.0 and 179700.0
-119.38,36.61,22,2638.0,549.0,1559.0,485.0,3.0546,less than 119600.0
-117.48,34.02,32,2061.0,443.0,1318.0,381.0,3.8142,between 179700.0 and 264725.0
-122.42,37.97,52,2198.0,367.0,1046.0,357.0,3.7584,greater than 264725.0
-118.49,34.24,28,2895.0,616.0,1767.0,538.0,2.6295,between 119600.0 and 179700.0
-121.33,37.76,38,2762.0,591.0,1714.0,523.0,3.4949,greater than 264725.0
