longitude,latitude,housingMedianAge,totalRooms,totalBedrooms,population,households,medianIncome,medianHouseValue
-121.62,37.85,21,3585.0,531.0,1432.0,484.0,2.6556,less than 119600.0
-118.35,33.98,19,1412.0,274.0,728.0,245.0,4.4853,between 119600.0 and 179700.0
-122.08,37.31,14,3969.0,734.0,1942.0,656.0,5.3741,between 179700.0 and 264725.0
-119.54,36.67,25,1878.0,399.0,832.0,326.0,4.6272,greater than 264725.0
-117.76,33.5,32,2397.0,469.0,1450.0,431.0,3.9802,between 119600.0 and 179700.0
-121.29,38.57,41,2994.0,613.0,1843.0,565.0,3.2657,between 119600.0 and 179700.0
-118.52,34.2,27,1499.0,324.0,756.0,282.0,4.893,between 179700.0 and 264725.0
-122.42,37.73,29,3729.0,555.0,1648.0,491.0,5.106,greater than 264725.0
-119.98,36.28,38,2352.0,445.0,1369.0,405.0,2.9377,between 179700.0 and 264725.0
-121.23,37.69,16,2828.0,515.0,1492.0,451.0,5.6559,between 119600.0 and 179700.0
-117.45,34.04,11,1684.0,302.0,789.0,292.0,3.4242,less than 119600.0
-119.95,36.51,20,2883.0,505.0,1773.0,490.0,2.8467,between 119600.0 and 179700.0
-118.9,33.91,35,1911.0,394.0,823.0,305.0,6.1236,greater than 264725.0
-120.79,37.38,28,1561.0,335.0,791.0,294.0,4.3541,between 119600.0 and 179700.0
-118.17,34.07,31,2501.0,479.0,1398.0,414.0,3.1071,between 119600.0 and 179700.0
-122.59,38.36,24,3427.0,627.0,1716.0,548.0,4.9338,between 179700.0 and 264725.0
-120.99,37.28,22,2351.0,456.0,1439.0,431.0,5.2496,greater than 264725.0
-119.11,36.42,18,2792.0,499.0,1567.0,459.0,3.4404,between 119600.0 and 179700.0
-121.97,37.85,42,3788.0,703.0,2034.0,654.0,4.2179,between 179700.0 and 264725.0
-117.59,32.85,13,1811.0,324.0,828.0,294.0,4.6435,between 119600.0 and 179700.0
-121.8,37.59,30,2742.0,528.0,1634.0,486.0,2.6218,less than 119600.0
-118.49,34.22,23,1575.0,336.0,818.0,305.0,5.4435,between 179700.0 and 264725.0
-119.81,36.81,39,3084.0,609.0,1893.0,583.0,3.4271,between 119600.0 and 179700.0
-119.67,36.39,26,2497.0,502.0,1379.0,407.0,4.9345,between 179700.0 and 264725.0
-116.85,33.7,15,1653.0,299.0,762.0,275.0,2.9112,less than 119600.0
-122.31,37.98,40,3218.0,654.0,1985.0,633.0,6.2534,greater than 264725.0
-119.21,36.09,17,1922.0,362.0,845.0,314.0,3.9416,between 119600.0 and 179700.0
-118.08,33.92,29,1768.0,369.0,866.0,324.0,4.6271,between 179700.0 and 264725.0
-120.85,37.51,25,2549.0,503.0,1448.0,430.0,3.9465,between 119600.0 and 179700.0
-121.65,37.37,16,2309.0,426.0,1175.0,371.0,6.3963,greater than 264725.0
-118.42,34.17,27,1444.0,324.0,787.0,293.0,2.9983,between 119600.0 and 179700.0
-119.39,36.21,20,2707.0,499.0,1563.0,447.0,5.1185,between 179700.0 and 264725.0
-121.13,37.45,33,3092.0,623.0,1931.0,623.0,3.4492,between 119600.0 and 179700.0
-118.6,34.04,24,2019.0,424.0,1087.0,363.0,4.3801,between 119600.0 and 179700.0
-119.73,36.47,18,2461.0,465.0,1248.0,384.0,4.5909,greater than 264725.0
-117.34,32.98,22,1926.0,378.0,1035.0,327.0,3.1874,between 119600.0 and 179700.0
-122.21,38.05,38,3758.0,694.0,1972.0,635.0,6.0166,greater than 264725.0
-119.51,36.56,32,2813.0,578.0,1685.0,522.0,3.3054,between 119600.0 and 179700.0
-121.68,38.16,42,4143.0,765.0,2306.0,732.0,4.4507,between 179700.0 and 264725.0
-118.93,33.85,21,1806.0,369.0,813.0,304.0,5.6703,between 179700.0 and 264725.0
-120.98,37.39,34,1890.0,403.0,907.0,354.0,4.0864,less than 119600.0
-121.55,38.5,19,2344.0,459.0,1309.0,421.0,3.1119,between 119600.0 and 179700.0
-118.14,34.11,26,1833.0,394.0,865.0,314.0,2.5319,less than 119600.0
-120.76,37.24,23,2852.0,538.0,1641.0,494.0,4.7397,between 179700.0 and 264725.0
-119.03,36.39,30,2456.0,501.0,1256.0,384.0,5.3354,greater than 264725.0
-121.33,37.61,15,2872.0,534.0,1504.0,442.0,6.5508,greater than 264725.0
-118.66,33.98,25,2271.0,440.0,1125.0,365.0,4.2427,between 119600.0 and 179700.0
-119.87,36.65,22,2723.0,512.0,1478.0,439.0,4.4699,between 179700.0 and 264725.0
-117.69,33.15,18,1548.0,293.0,694.0,255.0,3.7431,less than 119600.0
-118.36,34.05,31,1839.0,409.0,916.0,336.0,4.5723,between 119600.0 and 179700.0
-120.59,37.33,20,2533.0,466.0,1278.0,399.0,2.9109,between 119600.0 and 179700.0
-121.24,38.31,35,3465.0,673.0,2019.0,648.0,5.7952,between 179700.0 and 264725.0
-117.24,33.67,24,1958.0,403.0,990.0,329.0,2.8644,less than 119600.0
-122.54,38.65,17,2669.0,462.0,1371.0,447.0,6.6794,greater than 264725.0
-119.32,36.48,29,2414.0,478.0,1236.0,384.0,4.5179,between 119600.0 and 179700.0
-119.19,36.18,21,2087.0,426.0,1053.0,341.0,5.1859,between 179700.0 and 264725.0
